Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:42:20.044979     ,0.000       ,0.000       ,0.000       ,21.780      ,21.780      ,0.000       ,0.000       ,0.000       ,0.00146       ,2147483594    ,355.254         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.064981     ,0.000       ,0.000       ,0.000       ,21.600      ,21.690      ,-0.090      ,0.000       ,0.000       ,0.00130       ,2147483592    ,355.078         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.084963     ,0.000       ,0.000       ,0.000       ,20.560      ,21.313      ,-0.753      ,0.000       ,0.000       ,0.00115       ,2147483590    ,354.902         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.104976     ,0.000       ,0.000       ,0.000       ,20.890      ,21.207      ,-0.317      ,0.000       ,0.000       ,0.00115       ,2147483590    ,354.902         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.125005     ,0.000       ,0.000       ,0.000       ,21.400      ,21.246      ,0.154       ,0.000       ,0.000       ,0.00107       ,2147483589    ,354.814         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.144964     ,0.000       ,0.000       ,0.000       ,21.270      ,21.250      ,0.020       ,0.000       ,0.000       ,0.00092       ,2147483587    ,354.639         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.164970     ,0.000       ,0.000       ,0.000       ,20.770      ,21.181      ,-0.411      ,0.000       ,0.000       ,0.00077       ,2147483585    ,354.463         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.184998     ,0.000       ,0.000       ,0.000       ,20.360      ,21.079      ,-0.719      ,0.000       ,0.000       ,0.00061       ,2147483583    ,354.287         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.204965     ,0.000       ,0.000       ,0.000       ,20.790      ,21.047      ,-0.257      ,0.000       ,0.000       ,0.00038       ,2147483580    ,354.023         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.224963     ,0.000       ,0.000       ,0.000       ,20.950      ,21.037      ,-0.087      ,0.000       ,0.000       ,0.00015       ,2147483577    ,353.760         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.245000     ,0.000       ,0.000       ,0.000       ,20.370      ,20.976      ,-0.606      ,0.000       ,0.000       ,0.00000       ,2147483575    ,353.584         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.264974     ,0.000       ,0.000       ,0.000       ,20.380      ,20.927      ,-0.547      ,0.000       ,0.000       ,-0.00015      ,2147483573    ,353.408         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.284964     ,0.000       ,0.000       ,0.000       ,20.380      ,20.885      ,-0.505      ,0.000       ,0.000       ,-0.00031      ,2147483571    ,353.232         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
08:42:20.304961     ,0.000       ,0.000       ,0.000       ,20.680      ,20.870      ,-0.190      ,0.000       ,0.000       ,-0.00046      ,2147483569    ,353.057         ,0.000         ,-0.000              ,0.000               ,-1723.915       ,0.00000           ,0.00000               
