Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:45:17.113316     ,0.883       ,0.880       ,19.389      ,16.160      ,16.141      ,16.136      ,0.005       ,0.002       ,0.000       ,0.000       ,0.002       ,880.000     ,0.000       ,0.005       ,16.141      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.002         ,0.006         
19:45:17.118814     ,0.883       ,0.880       ,19.389      ,16.200      ,16.140      ,16.136      ,0.005       ,0.002       ,0.000       ,0.000       ,0.002       ,880.000     ,0.000       ,0.005       ,16.141      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.002         ,0.006         
19:45:17.129650     ,0.883       ,0.880       ,19.389      ,16.210      ,16.142      ,16.136      ,0.004       ,0.002       ,0.000       ,0.000       ,0.002       ,880.000     ,0.000       ,0.004       ,16.140      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.002         ,0.000         
19:45:17.138817     ,0.883       ,0.880       ,19.389      ,16.210      ,16.150      ,16.136      ,0.007       ,0.002       ,0.000       ,0.000       ,0.002       ,880.000     ,0.000       ,0.007       ,16.142      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.002         ,0.000         
19:45:17.149371     ,0.883       ,0.880       ,19.389      ,16.190      ,16.158      ,16.136      ,0.014       ,0.005       ,0.000       ,0.000       ,0.005       ,880.000     ,0.000       ,0.014       ,16.150      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.005         ,-0.008        
19:45:17.158805     ,0.883       ,0.880       ,19.389      ,16.160      ,16.165      ,16.136      ,0.022       ,0.008       ,0.000       ,0.000       ,0.008       ,880.000     ,0.000       ,0.022       ,16.158      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.008         ,-0.008        
19:45:17.170205     ,0.883       ,0.880       ,19.389      ,16.140      ,16.168      ,16.136      ,0.030       ,0.011       ,0.000       ,-0.000      ,0.011       ,880.000     ,0.000       ,0.030       ,16.165      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.011         ,0.003         
19:45:17.178807     ,0.883       ,0.880       ,19.389      ,16.120      ,16.167      ,16.136      ,0.033       ,0.012       ,0.000       ,-0.000      ,0.012       ,880.000     ,0.000       ,0.033       ,16.168      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.012         ,0.003         
19:45:17.189932     ,0.883       ,0.880       ,19.389      ,16.100      ,16.158      ,16.136      ,0.031       ,0.012       ,0.000       ,-0.000      ,0.012       ,880.000     ,0.000       ,0.031       ,16.167      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.012         ,0.010         
19:45:17.198802     ,0.883       ,0.880       ,19.389      ,16.100      ,16.146      ,16.136      ,0.023       ,0.009       ,0.000       ,-0.000      ,0.009       ,880.000     ,0.000       ,0.023       ,16.158      ,0.02508       ,178           ,15.645          ,0.000         ,-0.000              ,-0.000              ,24020.893       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.009         ,0.010         
