Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:33:41.626202     ,0.051       ,0.000       ,0.885       ,16.100      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,29.400        ,-0.103              ,0.000               ,-2278.276       ,0.00000           ,0.00000               
16:33:41.646134     ,0.051       ,0.000       ,0.836       ,16.090      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,30.000        ,-0.105              ,0.000               ,-2278.265       ,0.00000           ,0.00000               
16:33:41.666712     ,0.051       ,0.000       ,0.853       ,16.090      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,30.600        ,-0.107              ,0.000               ,-2278.255       ,0.00000           ,0.00000               
16:33:41.687566     ,0.051       ,0.000       ,0.853       ,16.090      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,31.000        ,-0.108              ,0.000               ,-2278.246       ,0.00000           ,0.00000               
16:33:41.708232     ,0.049       ,0.000       ,0.885       ,16.080      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,30.800        ,-0.108              ,0.000               ,-2278.236       ,0.00000           ,0.00000               
16:33:41.728884     ,0.051       ,0.000       ,0.853       ,16.080      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,30.400        ,-0.106              ,0.000               ,-2278.226       ,0.00000           ,0.00000               
16:33:41.749692     ,0.051       ,0.000       ,0.853       ,16.080      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,29.800        ,-0.104              ,0.000               ,-2278.217       ,0.00000           ,0.00000               
16:33:41.770444     ,0.051       ,0.000       ,0.853       ,16.070      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,29.400        ,-0.103              ,0.000               ,-2278.207       ,0.00000           ,0.00000               
16:33:41.790997     ,0.051       ,0.000       ,0.853       ,16.070      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,29.000        ,-0.101              ,0.000               ,-2278.197       ,0.00000           ,0.00000               
16:33:41.811588     ,0.051       ,0.000       ,0.853       ,16.080      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,29.000        ,-0.101              ,0.000               ,-2278.186       ,0.00000           ,0.00000               
16:33:41.832302     ,0.049       ,0.000       ,0.853       ,16.070      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,28.800        ,-0.101              ,0.000               ,-2278.177       ,0.00000           ,0.00000               
16:33:41.853143     ,0.049       ,0.000       ,0.885       ,16.070      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,28.400        ,-0.099              ,0.000               ,-2278.166       ,0.00000           ,0.00000               
16:33:41.873937     ,0.049       ,0.000       ,0.885       ,16.060      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,28.400        ,-0.099              ,0.000               ,-2278.153       ,0.00000           ,0.00000               
16:33:41.894545     ,0.051       ,0.000       ,0.853       ,16.060      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,29.400        ,-0.103              ,0.000               ,-2278.141       ,0.00000           ,0.00000               
16:33:41.906191     ,0.049       ,0.000       ,0.885       ,16.040      ,0.000       ,0.000       ,0.00383       ,52            ,4.570           ,30.600        ,-0.107              ,0.000               ,-2278.136       ,0.00000           ,0.00000               
