Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:31:58.873514     ,0.441       ,0.000       ,9.433       ,21.040      ,21.028      ,0.012       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:58.893509     ,0.439       ,0.000       ,9.433       ,21.060      ,21.031      ,0.029       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:58.913510     ,0.439       ,0.000       ,9.400       ,21.030      ,21.031      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:58.933523     ,0.441       ,0.000       ,9.400       ,21.020      ,21.030      ,-0.010      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:58.953519     ,0.441       ,0.000       ,9.400       ,21.040      ,21.031      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:58.973549     ,0.441       ,0.000       ,9.368       ,21.040      ,21.031      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:58.993511     ,0.441       ,0.000       ,9.400       ,21.030      ,21.031      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.013551     ,0.443       ,0.000       ,9.400       ,21.030      ,21.031      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.033517     ,0.443       ,0.000       ,9.400       ,21.040      ,21.032      ,0.008       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.053556     ,0.441       ,0.000       ,9.384       ,21.060      ,21.033      ,0.027       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.073507     ,0.441       ,0.000       ,9.384       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.093535     ,0.441       ,0.000       ,9.368       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.113507     ,0.439       ,0.000       ,9.400       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.133517     ,0.441       ,0.000       ,9.400       ,21.040      ,21.035      ,0.005       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.153534     ,0.441       ,0.000       ,9.400       ,21.020      ,21.034      ,-0.014      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.173527     ,0.441       ,0.000       ,9.400       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.193533     ,0.441       ,0.000       ,9.400       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.213513     ,0.441       ,0.000       ,9.417       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.233523     ,0.438       ,0.000       ,9.368       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.253533     ,0.438       ,0.000       ,9.368       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.273527     ,0.441       ,0.000       ,9.400       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.293543     ,0.441       ,0.000       ,9.417       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.313529     ,0.441       ,0.000       ,9.417       ,21.020      ,21.034      ,-0.014      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.333531     ,0.441       ,0.000       ,9.400       ,21.010      ,21.034      ,-0.024      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.353536     ,0.439       ,0.000       ,9.400       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.373537     ,0.439       ,0.000       ,9.400       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.393531     ,0.439       ,0.000       ,9.417       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.413525     ,0.441       ,0.000       ,9.368       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.433527     ,0.441       ,0.000       ,9.368       ,21.070      ,21.034      ,0.036       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.453529     ,0.439       ,0.000       ,9.400       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.473566     ,0.441       ,0.000       ,9.384       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.493505     ,0.441       ,0.000       ,9.384       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.513511     ,0.441       ,0.000       ,9.384       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.533520     ,0.441       ,0.000       ,9.384       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.553519     ,0.441       ,0.000       ,9.400       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.573547     ,0.438       ,0.000       ,9.417       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.593514     ,0.441       ,0.000       ,9.417       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.613509     ,0.441       ,0.000       ,9.400       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.633514     ,0.441       ,0.000       ,9.400       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.653531     ,0.441       ,0.000       ,9.400       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.673532     ,0.441       ,0.000       ,9.433       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.693528     ,0.438       ,0.000       ,9.400       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.713521     ,0.441       ,0.000       ,9.400       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.733519     ,0.441       ,0.000       ,9.384       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.753523     ,0.441       ,0.000       ,9.417       ,21.020      ,21.034      ,-0.014      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.773516     ,0.441       ,0.000       ,9.417       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.793509     ,0.441       ,0.000       ,9.368       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.813518     ,0.438       ,0.000       ,9.417       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.833529     ,0.441       ,0.000       ,9.417       ,21.070      ,21.034      ,0.036       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.853530     ,0.441       ,0.000       ,9.417       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.873516     ,0.441       ,0.000       ,9.384       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.893515     ,0.439       ,0.000       ,9.384       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.913516     ,0.439       ,0.000       ,9.433       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.933523     ,0.438       ,0.000       ,9.417       ,21.020      ,21.034      ,-0.014      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.953525     ,0.438       ,0.000       ,9.417       ,21.010      ,21.034      ,-0.024      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.973518     ,0.441       ,0.000       ,9.433       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:31:59.993512     ,0.439       ,0.000       ,9.400       ,21.090      ,21.034      ,0.056       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.013514     ,0.439       ,0.000       ,9.400       ,21.080      ,21.034      ,0.046       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.033510     ,0.441       ,0.000       ,9.384       ,21.090      ,21.034      ,0.056       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.053516     ,0.441       ,0.000       ,9.417       ,21.090      ,21.034      ,0.056       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.073529     ,0.441       ,0.000       ,9.417       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.093532     ,0.441       ,0.000       ,9.417       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.113505     ,0.439       ,0.000       ,9.384       ,21.010      ,21.034      ,-0.024      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.133519     ,0.439       ,0.000       ,9.384       ,21.010      ,21.034      ,-0.024      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.153516     ,0.441       ,0.000       ,9.368       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.173526     ,0.441       ,0.000       ,9.433       ,21.070      ,21.034      ,0.036       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.193562     ,0.441       ,0.000       ,9.433       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.213517     ,0.441       ,0.000       ,9.417       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.233511     ,0.439       ,0.000       ,9.400       ,20.980      ,21.034      ,-0.054      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.253510     ,0.439       ,0.000       ,9.400       ,20.980      ,21.034      ,-0.054      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.273512     ,0.441       ,0.000       ,9.400       ,20.980      ,21.034      ,-0.054      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.293504     ,0.438       ,0.000       ,9.400       ,21.010      ,21.034      ,-0.024      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.313505     ,0.438       ,0.000       ,9.400       ,21.070      ,21.034      ,0.036       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.333512     ,0.441       ,0.000       ,9.400       ,21.010      ,21.034      ,-0.024      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.353522     ,0.441       ,0.000       ,9.400       ,21.060      ,21.034      ,0.026       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.373510     ,0.441       ,0.000       ,9.368       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.393516     ,0.441       ,0.000       ,9.400       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.413512     ,0.441       ,0.000       ,9.400       ,21.020      ,21.034      ,-0.014      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.433520     ,0.441       ,0.000       ,9.384       ,20.920      ,21.034      ,-0.114      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.453521     ,0.438       ,0.000       ,9.433       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.473523     ,0.441       ,0.000       ,9.433       ,21.070      ,21.034      ,0.036       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.493522     ,0.441       ,0.000       ,9.384       ,21.080      ,21.034      ,0.046       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.513514     ,0.438       ,0.000       ,9.384       ,21.080      ,21.034      ,0.046       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.533513     ,0.441       ,0.000       ,9.384       ,20.970      ,21.034      ,-0.064      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.553509     ,0.441       ,0.000       ,9.417       ,21.030      ,21.034      ,-0.004      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.573535     ,0.438       ,0.000       ,9.368       ,21.020      ,21.034      ,-0.014      ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.593525     ,0.439       ,0.000       ,9.368       ,21.040      ,21.034      ,0.006       ,0.000       ,0.000       ,0.00015       ,2147483639    ,359.209         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.613527     ,0.439       ,0.000       ,9.417       ,22.430      ,21.034      ,1.396       ,0.000       ,0.000       ,0.00092       ,1             ,0.088           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.633513     ,0.441       ,0.000       ,9.368       ,25.500      ,21.034      ,4.466       ,0.000       ,0.000       ,0.00146       ,8             ,0.703           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.653579     ,0.441       ,0.000       ,9.368       ,20.460      ,21.034      ,-0.574      ,0.000       ,0.000       ,0.00222       ,18            ,1.582           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.673568     ,0.441       ,0.000       ,9.417       ,20.510      ,21.034      ,-0.524      ,0.000       ,0.000       ,0.00268       ,24            ,2.109           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.693514     ,0.439       ,0.000       ,9.433       ,19.130      ,21.034      ,-1.904      ,0.000       ,0.000       ,0.00322       ,31            ,2.725           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.713507     ,0.438       ,0.000       ,9.433       ,22.500      ,21.034      ,1.466       ,0.000       ,0.000       ,0.00360       ,36            ,3.164           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.733511     ,0.438       ,0.000       ,9.400       ,23.920      ,21.034      ,2.886       ,0.000       ,0.000       ,0.00376       ,38            ,3.340           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.753516     ,0.439       ,0.000       ,9.384       ,19.540      ,21.034      ,-1.494      ,0.000       ,0.000       ,0.00391       ,40            ,3.516           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.773511     ,0.439       ,0.000       ,9.384       ,20.480      ,21.034      ,-0.554      ,0.000       ,0.000       ,0.00399       ,41            ,3.604           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.793510     ,0.441       ,0.000       ,9.417       ,21.490      ,21.034      ,0.456       ,0.000       ,0.000       ,0.00399       ,41            ,3.604           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.813520     ,0.441       ,0.000       ,9.400       ,22.730      ,21.034      ,1.696       ,0.000       ,0.000       ,0.00399       ,41            ,3.604           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.833516     ,0.441       ,0.000       ,9.400       ,22.330      ,21.034      ,1.296       ,0.000       ,0.000       ,0.00383       ,39            ,3.428           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.853516     ,0.441       ,0.000       ,9.417       ,19.540      ,21.034      ,-1.494      ,0.000       ,0.000       ,0.00376       ,38            ,3.340           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.873516     ,0.441       ,0.000       ,9.417       ,20.970      ,21.034      ,-0.064      ,0.000       ,0.000       ,0.00353       ,35            ,3.076           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.893529     ,0.441       ,0.000       ,9.417       ,21.950      ,21.034      ,0.916       ,0.000       ,0.000       ,0.00330       ,32            ,2.812           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.913506     ,0.438       ,0.000       ,9.449       ,21.790      ,21.034      ,0.756       ,0.000       ,0.000       ,0.00307       ,29            ,2.549           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.933515     ,0.441       ,0.000       ,9.368       ,20.810      ,21.034      ,-0.224      ,0.000       ,0.000       ,0.00284       ,26            ,2.285           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.953516     ,0.441       ,0.000       ,9.368       ,19.980      ,21.034      ,-1.054      ,0.000       ,0.000       ,0.00261       ,23            ,2.021           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.973511     ,0.439       ,0.000       ,9.384       ,21.370      ,21.034      ,0.336       ,0.000       ,0.000       ,0.00238       ,20            ,1.758           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:32:00.993526     ,0.439       ,0.000       ,9.400       ,21.770      ,21.034      ,0.736       ,0.000       ,0.000       ,0.00215       ,17            ,1.494           ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
