Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:28:32.461186     ,0.000       ,0.000       ,0.000       ,15.870      ,16.065      ,16.065      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00031      ,2473          ,217.354         ,-18.600       ,0.065               ,0.000               ,34513.934       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.095         ,0.098         
19:28:32.470042     ,0.000       ,0.000       ,0.000       ,15.850      ,15.992      ,16.029      ,-0.036      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00031      ,2473          ,217.354         ,-15.000       ,0.052               ,0.000               ,34513.945       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.081         ,0.098         
19:28:32.479780     ,0.000       ,0.000       ,0.000       ,15.840      ,15.933      ,15.997      ,-0.064      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00031      ,2473          ,217.354         ,-8.600        ,0.030               ,0.000               ,34513.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.080         
19:28:32.489072     ,0.000       ,0.000       ,0.000       ,15.980      ,15.916      ,15.977      ,-0.060      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00031      ,2473          ,217.354         ,-3.600        ,0.013               ,0.000               ,34513.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.031         ,0.080         
19:28:32.500493     ,0.000       ,0.000       ,0.000       ,16.060      ,15.924      ,15.966      ,-0.042      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00031      ,2473          ,217.354         ,4.000         ,-0.014              ,0.000               ,34513.984       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.030         
19:28:32.509216     ,0.000       ,0.000       ,0.000       ,16.120      ,15.935      ,15.961      ,-0.026      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00031      ,2473          ,217.354         ,9.400         ,-0.033              ,0.000               ,34513.988       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.031        ,0.030         
19:28:32.519948     ,0.000       ,0.000       ,0.000       ,16.080      ,15.949      ,15.959      ,-0.010      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00023      ,2474          ,217.441         ,15.600        ,-0.054              ,0.000               ,34513.984       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.059        ,-0.029        
19:28:32.530084     ,0.000       ,0.000       ,0.000       ,16.240      ,16.010      ,15.966      ,0.044       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00015      ,2475          ,217.529         ,19.000        ,-0.066              ,0.000               ,34513.980       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.081        ,-0.029        
19:28:32.541934     ,0.000       ,0.000       ,0.000       ,16.320      ,16.071      ,15.977      ,0.094       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00015      ,2475          ,217.529         ,21.000        ,-0.073              ,0.000               ,34513.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.095        ,-0.079        
19:28:32.549367     ,0.000       ,0.000       ,0.000       ,16.360      ,16.138      ,15.993      ,0.145       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00015      ,2475          ,217.529         ,20.400        ,-0.071              ,0.000               ,34513.965       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.100        ,-0.079        
