Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:42:57.344372     ,0.879       ,0.880       ,20.126      ,14.270      ,14.270      ,14.208      ,0.062       ,0.058       ,0.000          ,0.000       ,2.722       ,0.000       ,0.106       ,880.000     ,0.000       ,0.062       ,14.27000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25729.53516       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.106         ,0.084         
09:42:57.367309     ,0.879       ,0.880       ,20.093      ,14.280      ,14.280      ,14.208      ,0.072       ,0.068       ,0.000          ,0.000       ,3.258       ,0.000       ,0.116       ,880.000     ,0.000       ,0.072       ,14.28000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25729.53516       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.116         ,0.104         
09:42:57.378566     ,0.879       ,0.880       ,20.093      ,14.220      ,14.220      ,14.208      ,0.072       ,0.068       ,0.000          ,0.000       ,3.258       ,0.000       ,0.116       ,880.000     ,0.000       ,0.072       ,14.28000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25729.53516       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.116         ,0.116         
09:42:57.387557     ,0.879       ,0.880       ,20.093      ,14.200      ,14.200      ,14.208      ,0.012       ,0.010       ,0.000          ,0.000       ,2.508       ,0.000       ,0.126       ,880.000     ,0.000       ,0.012       ,14.22000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25729.53516       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.126         ,0.114         
09:42:57.403438     ,0.879       ,0.880       ,20.093      ,14.190      ,14.190      ,14.208      ,-0.018      ,-0.017      ,0.000          ,0.000       ,1.865       ,0.000       ,0.146       ,880.000     ,0.000       ,-0.018      ,14.19000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25729.53516       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.136         ,0.126         
09:42:57.433415     ,0.879       ,0.880       ,20.093      ,14.270      ,14.270      ,14.208      ,-0.018      ,-0.017      ,0.000          ,0.000       ,1.865       ,0.000       ,0.146       ,880.000     ,0.000       ,-0.018      ,14.19000      ,3             ,0.000           ,0.264         ,0.000               ,-0.000              ,0.000           ,25729.53516       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.146         ,0.145         
09:42:57.453410     ,0.879       ,0.880       ,20.093      ,14.270      ,14.270      ,14.208      ,0.062       ,0.060       ,0.000          ,0.000       ,3.295       ,0.000       ,0.156       ,880.000     ,0.000       ,0.062       ,14.27000      ,3             ,0.000           ,0.264         ,0.000               ,-0.000              ,0.000           ,25729.53516       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.156         ,0.155         
09:42:57.473439     ,0.879       ,0.880       ,20.093      ,14.240      ,14.240      ,14.208      ,0.032       ,0.029       ,0.000          ,0.000       ,3.395       ,0.000       ,0.176       ,880.000     ,0.000       ,0.032       ,14.24000      ,4             ,0.000           ,0.352         ,0.000               ,-0.000              ,0.001           ,25729.53516       ,-0.00766              ,-0.000        ,5.260         ,5.260         ,0.176         ,0.166         
09:42:57.495535     ,0.879       ,0.880       ,20.093      ,14.260      ,14.260      ,14.208      ,0.032       ,0.029       ,0.000          ,0.000       ,3.395       ,0.000       ,0.176       ,880.000     ,0.000       ,0.032       ,14.24000      ,4             ,0.000           ,0.352         ,0.000               ,-0.000              ,0.001           ,25729.53516       ,-0.00766              ,-0.000        ,5.220         ,5.220         ,0.186         ,0.174         
09:42:57.506885     ,0.879       ,0.880       ,20.093      ,14.260      ,14.260      ,14.208      ,0.052       ,0.049       ,0.000          ,0.000       ,4.199       ,0.000       ,0.196       ,880.000     ,0.000       ,0.052       ,14.26000      ,5             ,0.000           ,0.439         ,0.000               ,-0.000              ,0.001           ,25729.53711       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.196         ,0.193         
09:42:57.516138     ,0.879       ,0.880       ,20.093      ,14.220      ,14.220      ,14.208      ,0.052       ,0.049       ,0.000          ,0.000       ,4.199       ,0.000       ,0.196       ,880.000     ,0.000       ,0.052       ,14.26000      ,5             ,0.000           ,0.439         ,0.000               ,-0.000              ,0.001           ,25729.53711       ,-0.00770              ,-0.000        ,5.240         ,5.240         ,0.196         ,0.180         
09:42:57.542089     ,0.879       ,0.880       ,20.159      ,14.260      ,14.260      ,14.208      ,0.052       ,0.049       ,0.000          ,0.000       ,4.566       ,0.000       ,0.216       ,880.000     ,0.000       ,0.052       ,14.26000      ,7             ,0.000           ,0.615         ,0.600               ,-0.002              ,0.002           ,25729.53711       ,-0.00767              ,-0.001        ,5.240         ,5.240         ,0.216         ,0.216         
09:42:57.573434     ,0.879       ,0.880       ,20.159      ,14.380      ,14.380      ,14.208      ,0.172       ,0.168       ,0.000          ,0.000       ,7.344       ,0.000       ,0.236       ,880.000     ,0.000       ,0.172       ,14.38000      ,14            ,0.001           ,1.230         ,1.000               ,-0.003              ,0.007           ,25729.54102       ,-0.01530              ,-0.002        ,5.220         ,5.220         ,0.236         ,0.234         
09:42:57.593412     ,0.879       ,0.880       ,20.159      ,14.280      ,14.280      ,14.208      ,0.072       ,0.077       ,0.000          ,0.000       ,5.382       ,0.000       ,0.246       ,880.000     ,0.000       ,0.072       ,14.28000      ,20            ,0.001           ,1.758         ,1.600               ,-0.006              ,0.010           ,25729.54297       ,-0.02298              ,-0.003        ,5.260         ,5.260         ,0.246         ,0.234         
09:42:57.608357     ,0.879       ,0.880       ,20.159      ,14.310      ,14.310      ,14.208      ,0.072       ,0.077       ,0.000          ,0.000       ,5.382       ,0.000       ,0.246       ,880.000     ,0.000       ,0.072       ,14.28000      ,24            ,0.002           ,2.109         ,2.400               ,-0.008              ,0.010           ,25729.54492       ,-0.02298              ,-0.003        ,5.270         ,5.270         ,0.256         ,0.236         
09:42:57.616389     ,0.879       ,0.880       ,20.159      ,14.310      ,14.310      ,14.208      ,0.102       ,0.098       ,0.000          ,0.000       ,6.068       ,0.000       ,0.256       ,880.000     ,0.000       ,0.102       ,14.31000      ,27            ,0.002           ,2.373         ,2.800               ,-0.010              ,0.013           ,25729.54492       ,-0.03077              ,-0.004        ,5.280         ,5.280         ,0.266         ,0.235         
09:42:57.625306     ,0.879       ,0.880       ,20.159      ,14.320      ,14.320      ,14.208      ,0.102       ,0.100       ,0.000          ,0.000       ,6.238       ,0.000       ,0.266       ,880.000     ,0.000       ,0.102       ,14.31000      ,31            ,0.002           ,2.725         ,3.200               ,-0.011              ,0.018           ,25729.54688       ,-0.02301              ,-0.006        ,5.290         ,5.290         ,0.276         ,0.234         
09:42:57.638788     ,0.879       ,0.880       ,20.159      ,14.400      ,14.400      ,14.208      ,0.112       ,0.110       ,0.000          ,0.000       ,6.529       ,0.000       ,0.276       ,880.000     ,0.000       ,0.112       ,14.32000      ,36            ,0.003           ,3.164         ,3.600               ,-0.013              ,0.022           ,25729.54883       ,-0.03065              ,-0.007        ,5.300         ,5.300         ,0.286         ,0.244         
09:42:57.653473     ,0.879       ,0.880       ,20.159      ,14.450      ,14.450      ,14.208      ,0.242       ,0.242       ,0.000          ,0.000       ,8.918       ,0.000       ,0.296       ,880.000     ,0.000       ,0.242       ,14.45000      ,40            ,0.003           ,3.516         ,4.400               ,-0.015              ,0.034           ,25729.55273       ,-0.03066              ,-0.011        ,5.310         ,5.310         ,0.296         ,0.284         
09:42:57.673453     ,0.879       ,0.880       ,20.159      ,14.360      ,14.360      ,14.208      ,0.152       ,0.162       ,0.000          ,0.000       ,6.369       ,0.000       ,0.316       ,880.000     ,0.000       ,0.152       ,14.36000      ,56            ,0.004           ,4.922         ,5.600               ,-0.020              ,0.047           ,25729.55664       ,-0.04601              ,-0.016        ,5.310         ,5.310         ,0.316         ,0.302         
09:42:57.703406     ,0.879       ,0.880       ,20.159      ,14.510      ,14.510      ,14.208      ,0.302       ,0.290       ,0.000          ,0.000       ,9.329       ,0.000       ,0.336       ,880.000     ,0.000       ,0.302       ,14.51000      ,77            ,0.006           ,6.768         ,7.400               ,-0.026              ,0.064           ,25729.56445       ,-0.06134              ,-0.021        ,5.310         ,5.310         ,0.336         ,0.305         
09:42:57.726873     ,0.878       ,0.880       ,20.142      ,14.400      ,14.400      ,14.208      ,0.192       ,0.201       ,0.000          ,0.000       ,7.017       ,0.000       ,0.346       ,880.000     ,0.000       ,0.192       ,14.40000      ,94            ,0.007           ,8.262         ,9.000               ,-0.031              ,0.073           ,25729.57031       ,-0.06902              ,-0.024        ,5.300         ,5.300         ,0.346         ,0.333         
09:42:57.746527     ,0.878       ,0.880       ,20.142      ,14.540      ,14.540      ,14.208      ,0.192       ,0.201       ,0.000          ,0.000       ,7.017       ,0.000       ,0.346       ,880.000     ,0.000       ,0.192       ,14.40000      ,113           ,0.009           ,9.932         ,10.400              ,-0.036              ,0.073           ,25729.57812       ,-0.06902              ,-0.024        ,5.280         ,5.280         ,0.356         ,0.342         
09:42:57.755734     ,0.878       ,0.880       ,20.142      ,14.220      ,14.220      ,14.208      ,0.392       ,0.385       ,0.000          ,0.000       ,10.000      ,0.000       ,0.356       ,880.000     ,0.000       ,0.392       ,14.60000      ,124           ,0.009           ,10.898        ,11.600              ,-0.040              ,0.083           ,25729.58203       ,-0.06912              ,-0.028        ,5.270         ,5.270         ,0.366         ,0.344         
09:42:57.767203     ,0.878       ,0.880       ,20.142      ,14.260      ,14.260      ,14.208      ,0.012       ,0.033       ,0.000          ,0.000       ,2.309       ,0.000       ,0.366       ,880.000     ,0.000       ,0.012       ,14.22000      ,136           ,0.010           ,11.953        ,13.000              ,-0.045              ,0.094           ,25729.58789       ,-0.08424              ,-0.031        ,5.270         ,5.270         ,0.366         ,0.358         
09:42:57.777474     ,0.878       ,0.880       ,20.142      ,14.320      ,14.320      ,14.208      ,0.192       ,0.183       ,0.000          ,0.000       ,5.511       ,0.000       ,0.376       ,880.000     ,0.000       ,0.192       ,14.40000      ,162           ,0.012           ,14.238        ,15.000              ,-0.052              ,0.094           ,25729.59375       ,-0.08424              ,-0.031        ,5.260         ,5.260         ,0.376         ,0.366         
09:42:57.807946     ,0.878       ,0.880       ,20.142      ,14.390      ,14.390      ,14.208      ,0.112       ,0.112       ,0.000          ,0.000       ,4.324       ,0.000       ,0.386       ,880.000     ,0.000       ,0.112       ,14.32000      ,191           ,0.015           ,16.787        ,17.800              ,-0.062              ,0.106           ,25729.60938       ,-0.09979              ,-0.035        ,5.260         ,5.260         ,0.386         ,0.375         
09:42:57.823446     ,0.878       ,0.880       ,20.142      ,14.240      ,14.240      ,14.208      ,0.112       ,0.107       ,0.000          ,0.000       ,4.694       ,0.000       ,0.396       ,880.000     ,0.000       ,0.112       ,14.32000      ,224           ,0.017           ,19.688        ,20.600              ,-0.072              ,0.135           ,25729.62109       ,-0.12270              ,-0.045        ,5.270         ,5.270         ,0.396         ,0.382         
09:42:57.853490     ,0.878       ,0.880       ,20.142      ,14.160      ,14.160      ,14.208      ,-0.048      ,-0.045      ,0.000          ,0.000       ,1.768       ,0.000       ,0.376       ,880.000     ,0.000       ,-0.048      ,14.16000      ,279           ,0.021           ,24.521        ,24.400              ,-0.085              ,0.172           ,25729.64062       ,-0.14623              ,-0.057        ,5.280         ,5.280         ,0.376         ,0.382         
09:42:57.873416     ,0.878       ,0.880       ,20.142      ,14.380      ,14.380      ,14.208      ,0.172       ,0.164       ,0.000          ,0.000       ,5.877       ,0.000       ,0.396       ,880.000     ,0.000       ,0.172       ,14.38000      ,320           ,0.024           ,28.125        ,27.600              ,-0.096              ,0.215           ,25729.65625       ,-0.16131              ,-0.072        ,5.300         ,5.300         ,0.396         ,0.384         
09:42:57.893644     ,0.878       ,0.880       ,20.142      ,14.300      ,14.300      ,14.208      ,0.172       ,0.164       ,0.000          ,0.000       ,5.877       ,0.000       ,0.396       ,880.000     ,0.000       ,0.172       ,14.38000      ,364           ,0.028           ,31.992        ,29.800              ,-0.104              ,0.215           ,25729.67188       ,-0.16131              ,-0.072        ,5.310         ,5.310         ,0.396         ,0.384         
09:42:57.906952     ,0.000       ,0.880       ,0.000       ,14.330      ,14.330      ,14.208      ,0.122       ,0.126       ,0.000          ,0.000       ,5.223       ,0.000       ,0.416       ,880.000     ,0.000       ,0.122       ,14.33000      ,387           ,0.030           ,34.014        ,32.200              ,-0.112              ,0.263           ,25729.67969       ,-0.17689              ,-0.088        ,5.310         ,5.310         ,0.416         ,0.387         
09:42:57.923432     ,0.878       ,0.880       ,20.142      ,14.400      ,14.400      ,14.208      ,0.192       ,0.195       ,0.000          ,0.000       ,6.714       ,0.000       ,0.436       ,880.000     ,0.000       ,0.192       ,14.40000      ,435           ,0.033           ,38.232        ,34.600              ,-0.121              ,0.314           ,25729.69531       ,-0.18417              ,-0.105        ,5.330         ,5.330         ,0.436         ,0.394         
