Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:46:47.636597     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.656577     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.676719     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.696641     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.716590     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.737266     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.757069     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.777759     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.797592     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
10:46:47.818412     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2943.138       ,0.00000           ,0.00000               
