Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
10:41:51.649407     ,0.883       ,0.880       ,18.980      ,15.860      ,15.523      ,16.178      ,-0.761      ,-0.380      ,-0.219      ,0.001       ,-0.598      ,880.000     ,-0.761      ,15.417      ,-0.02577      ,2147483340    ,332.930         ,25.600        ,-0.089              ,0.307               ,23921.926       ,-0.13043          ,-0.10219              ,0.000         ,0.000         ,-0.598        ,0.157         
10:41:51.657554     ,0.883       ,0.880       ,18.996      ,15.870      ,15.615      ,16.178      ,-0.654      ,-0.281      ,-0.220      ,-0.001      ,-0.548      ,880.000     ,-0.654      ,15.523      ,-0.02447      ,2147483357    ,334.424         ,26.400        ,-0.092              ,0.318               ,23921.932       ,-0.13030          ,-0.10584              ,0.000         ,0.000         ,-0.548        ,0.157         
10:41:51.669901     ,0.879       ,0.880       ,19.013      ,15.920      ,15.701      ,16.178      ,-0.563      ,-0.238      ,-0.220      ,-0.000      ,-0.502      ,880.000     ,-0.563      ,15.615      ,-0.02316      ,2147483374    ,335.918         ,27.400        ,-0.096              ,0.327               ,23921.938       ,-0.13052          ,-0.10907              ,0.000         ,0.000         ,-0.502        ,0.112         
10:41:51.677582     ,0.881       ,0.880       ,18.980      ,16.180      ,15.822      ,16.178      ,-0.476      ,-0.238      ,-0.220      ,-0.000      ,-0.459      ,880.000     ,-0.476      ,15.701      ,-0.02186      ,2147483391    ,337.412         ,28.000        ,-0.098              ,0.336               ,23921.943       ,-0.13038          ,-0.11204              ,0.000         ,0.000         ,-0.459        ,0.112         
10:41:51.689641     ,0.881       ,0.880       ,18.947      ,16.270      ,15.913      ,16.178      ,-0.355      ,-0.178      ,-0.221      ,0.002       ,-0.397      ,880.000     ,-0.355      ,15.822      ,-0.02048      ,2147483409    ,338.994         ,28.800        ,-0.101              ,0.344               ,23921.951       ,-0.13036          ,-0.11467              ,0.000         ,0.000         ,-0.397        ,0.085         
10:41:51.697694     ,0.883       ,0.880       ,19.029      ,16.320      ,16.008      ,16.178      ,-0.265      ,-0.132      ,-0.221      ,-0.002      ,-0.355      ,880.000     ,-0.265      ,15.913      ,-0.01917      ,2147483426    ,340.488         ,29.200        ,-0.102              ,0.351               ,23921.955       ,-0.13794          ,-0.11715              ,0.000         ,0.000         ,-0.355        ,0.085         
10:41:51.708247     ,0.878       ,0.880       ,18.963      ,16.320      ,16.008      ,16.178      ,-0.170      ,-0.085      ,-0.221      ,0.000       ,-0.306      ,880.000     ,-0.170      ,16.008      ,-0.01779      ,2147483444    ,342.070         ,29.800        ,-0.104              ,0.358               ,23921.961       ,-0.13039          ,-0.11926              ,0.000         ,0.000         ,-0.306        ,0.050         
10:41:51.717663     ,0.883       ,0.880       ,18.996      ,16.510      ,16.140      ,16.178      ,-0.170      ,-0.085      ,-0.221      ,-0.005      ,-0.311      ,880.000     ,-0.170      ,16.008      ,-0.01641      ,2147483462    ,343.652         ,30.200        ,-0.105              ,0.363               ,23921.967       ,-0.13818          ,-0.12116              ,0.000         ,0.000         ,-0.311        ,0.050         
10:41:51.728065     ,0.881       ,0.880       ,18.996      ,16.620      ,16.275      ,16.178      ,-0.038      ,-0.019      ,-0.221      ,0.007       ,-0.234      ,880.000     ,-0.038      ,16.140      ,-0.01503      ,2147483480    ,345.234         ,30.800        ,-0.108              ,0.369               ,23921.973       ,-0.13792          ,-0.12300              ,0.000         ,0.000         ,-0.234        ,0.017         
10:41:51.737615     ,0.881       ,0.880       ,18.963      ,16.770      ,16.386      ,16.178      ,0.098       ,0.049       ,-0.221      ,0.000       ,-0.172      ,880.000     ,0.098       ,16.275      ,-0.01365      ,2147483498    ,346.816         ,31.200        ,-0.109              ,0.374               ,23921.979       ,-0.13817          ,-0.12457              ,0.000         ,0.000         ,-0.172        ,0.017         
10:41:51.749884     ,0.881       ,0.880       ,19.013      ,16.840      ,16.498      ,16.178      ,0.209       ,0.104       ,-0.221      ,-0.001      ,-0.118      ,880.000     ,0.209       ,16.386      ,-0.01220      ,2147483517    ,348.486         ,31.800        ,-0.111              ,0.378               ,23921.986       ,-0.13794          ,-0.12601              ,0.000         ,0.000         ,-0.118        ,-0.033        
10:41:51.757776     ,0.879       ,0.880       ,19.013      ,17.090      ,16.649      ,16.178      ,0.321       ,0.160       ,-0.221      ,0.000       ,-0.060      ,880.000     ,0.321       ,16.498      ,-0.01081      ,2147483535    ,350.068         ,32.200        ,-0.112              ,0.382               ,23921.990       ,-0.14553          ,-0.12747              ,0.000         ,0.000         ,-0.060        ,-0.033        
10:41:51.770307     ,0.879       ,0.880       ,18.963      ,17.240      ,16.787      ,16.178      ,0.471       ,0.236       ,-0.220      ,0.002       ,0.017       ,880.000     ,0.471       ,16.649      ,-0.00943      ,2147483553    ,351.650         ,32.600        ,-0.114              ,0.386               ,23921.998       ,-0.13842          ,-0.12883              ,0.000         ,0.000         ,0.017         ,-0.069        
