Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
16:04:37.412479     ,0.878       ,0.880       ,20.585      ,15.770      ,15.770      ,15.715      ,0.055       ,500.000     ,1.000          ,-12.745     ,0.025       ,1.819       ,-0.010      ,880.000     ,0.000       ,0.055       ,15.77000      ,9376          ,-0.002          ,104.062       ,0.000               ,-0.000              ,0.000           ,25056.10352       ,0.00000               ,-0.000        ,5.710         ,5.710         ,-0.010        ,-0.019        
16:04:37.426719     ,0.878       ,0.880       ,20.585      ,15.810      ,15.810      ,15.715      ,0.075       ,500.000     ,1.000          ,-23.956     ,0.048       ,2.083       ,0.000       ,880.000     ,0.000       ,0.075       ,15.79000      ,9376          ,-0.002          ,104.062       ,0.000               ,-0.000              ,0.000           ,25056.10352       ,0.00000               ,-0.000        ,5.710         ,5.710         ,0.010         ,-0.004        
16:04:37.436672     ,0.878       ,0.880       ,20.585      ,15.800      ,15.800      ,15.715      ,0.095       ,500.000     ,1.000          ,-33.601     ,0.067       ,2.116       ,0.010       ,880.000     ,0.000       ,0.095       ,15.81000      ,9376          ,-0.002          ,104.062       ,0.000               ,-0.000              ,0.000           ,25056.10352       ,0.00000               ,-0.000        ,5.700         ,5.700         ,0.020         ,0.009         
16:04:37.446766     ,0.878       ,0.880       ,20.585      ,15.710      ,15.710      ,15.715      ,0.085       ,500.000     ,1.000          ,-33.774     ,0.068       ,1.378       ,0.020       ,880.000     ,0.000       ,0.085       ,15.80000      ,9376          ,-0.002          ,104.062       ,0.000               ,-0.000              ,0.000           ,25056.10352       ,0.00000               ,-0.000        ,5.700         ,5.700         ,0.030         ,0.022         
16:04:37.456855     ,0.878       ,0.880       ,20.585      ,15.660      ,15.660      ,15.715      ,-0.005      ,500.000     ,1.000          ,-7.250      ,0.015       ,-1.201      ,0.030       ,880.000     ,0.000       ,-0.005      ,15.71000      ,9376          ,-0.002          ,104.062       ,0.000               ,-0.000              ,0.000           ,25056.10352       ,0.00000               ,-0.000        ,5.700         ,5.700         ,0.020         ,0.028         
16:04:37.467734     ,0.878       ,0.880       ,20.585      ,15.620      ,15.620      ,15.715      ,-0.055      ,500.000     ,1.000          ,10.563      ,-0.021      ,-2.051      ,0.020       ,880.000     ,0.000       ,-0.055      ,15.66000      ,9375          ,-0.003          ,103.975       ,0.000               ,-0.000              ,0.000           ,25056.10352       ,0.00000               ,-0.000        ,5.700         ,5.700         ,0.010         ,0.019         
16:04:37.478846     ,0.878       ,0.880       ,20.585      ,15.610      ,15.610      ,15.715      ,-0.095      ,500.000     ,1.000          ,28.642      ,-0.057      ,-2.771      ,0.010       ,880.000     ,0.000       ,-0.095      ,15.62000      ,9375          ,-0.003          ,103.975       ,0.000               ,-0.000              ,-0.000          ,25056.10352       ,0.00768               ,0.000         ,5.700         ,5.700         ,0.000         ,0.009         
16:04:37.494461     ,0.878       ,0.880       ,20.585      ,15.630      ,15.630      ,15.715      ,-0.085      ,500.000     ,1.000          ,33.737      ,-0.067      ,-1.315      ,-0.010      ,880.000     ,0.000       ,-0.085      ,15.63000      ,9375          ,-0.003          ,103.975       ,0.000               ,-0.000              ,-0.001          ,25056.10352       ,0.00000               ,0.000         ,5.690         ,5.690         ,-0.010        ,0.000         
16:04:37.506846     ,0.878       ,0.880       ,20.585      ,15.720      ,15.720      ,15.715      ,0.005       ,500.000     ,1.000          ,7.222       ,-0.014      ,1.159       ,-0.030      ,880.000     ,0.000       ,0.005       ,15.72000      ,9375          ,-0.003          ,103.975       ,0.000               ,-0.000              ,-0.001          ,25056.10352       ,0.00000               ,0.000         ,5.690         ,5.690         ,-0.030        ,-0.008        
16:04:37.517736     ,0.878       ,0.880       ,20.585      ,15.740      ,15.740      ,15.715      ,0.005       ,500.000     ,1.000          ,7.222       ,-0.014      ,1.159       ,-0.030      ,880.000     ,0.000       ,0.005       ,15.72000      ,9375          ,-0.003          ,103.975       ,0.000               ,-0.000              ,-0.001          ,25056.10352       ,0.00000               ,0.000         ,5.690         ,5.690         ,-0.020        ,-0.029        
16:04:37.531392     ,0.879       ,0.880       ,20.568      ,15.810      ,15.810      ,15.715      ,0.095       ,500.000     ,1.000          ,-27.848     ,0.056       ,2.987       ,-0.010      ,880.000     ,0.000       ,0.095       ,15.81000      ,9375          ,-0.003          ,103.975       ,0.000               ,-0.000              ,-0.001          ,25056.10352       ,0.00000               ,0.000         ,5.690         ,5.690         ,-0.010        ,-0.010        
