Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:08:34.861538     ,0.878       ,0.880       ,20.814      ,15.660      ,15.660      ,15.688      ,-0.058      ,-0.034      ,0.000          ,0.000       ,-1.884      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.058      ,15.63000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19336       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.050         ,0.061         
09:08:34.868001     ,0.878       ,0.880       ,20.814      ,15.630      ,15.630      ,15.688      ,-0.058      ,-0.039      ,0.000          ,0.000       ,-1.446      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.058      ,15.63000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19336       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.040         ,0.050         
09:08:34.878045     ,0.878       ,0.880       ,20.814      ,15.720      ,15.720      ,15.688      ,0.032       ,0.014       ,0.000          ,0.000       ,1.157       ,0.000       ,0.050       ,880.000     ,0.000       ,0.032       ,15.72000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19336       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.050         ,0.048         
09:08:34.888013     ,0.878       ,0.880       ,20.814      ,15.770      ,15.770      ,15.688      ,0.082       ,0.052       ,0.000          ,0.000       ,2.321       ,0.000       ,0.060       ,880.000     ,0.000       ,0.082       ,15.77000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19336       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.060         ,0.058         
09:08:34.898006     ,0.878       ,0.880       ,20.814      ,15.810      ,15.810      ,15.688      ,0.122       ,0.084       ,0.000          ,0.000       ,2.783       ,0.000       ,0.070       ,880.000     ,0.000       ,0.122       ,15.81000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19336       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.070         ,0.070         
09:08:34.907996     ,0.878       ,0.880       ,20.814      ,15.830      ,15.830      ,15.688      ,0.142       ,0.106       ,0.000          ,0.000       ,2.632       ,0.000       ,0.080       ,880.000     ,0.000       ,0.142       ,15.83000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19336       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.080         ,0.077         
09:08:34.918004     ,0.878       ,0.880       ,20.814      ,15.790      ,15.790      ,15.688      ,0.102       ,0.089       ,0.000          ,0.000       ,0.998       ,0.000       ,0.090       ,880.000     ,0.000       ,0.102       ,15.79000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19336       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.090         ,0.089         
09:08:34.928083     ,0.878       ,0.880       ,20.814      ,15.770      ,15.770      ,15.688      ,0.082       ,0.080       ,0.000          ,0.000       ,0.330       ,0.000       ,0.100       ,880.000     ,0.000       ,0.082       ,15.77000      ,2147479633    ,-0.000          ,7.119         ,0.000               ,-0.000              ,-0.000          ,24997.19531       ,0.00000               ,0.000         ,5.840         ,5.840         ,0.100         ,0.099         
09:08:34.938014     ,0.878       ,0.880       ,20.814      ,15.780      ,15.780      ,15.688      ,0.092       ,0.087       ,0.000          ,0.000       ,0.578       ,0.000       ,0.110       ,880.000     ,0.000       ,0.092       ,15.78000      ,2147479634    ,0.000           ,7.207         ,0.000               ,-0.000              ,0.000           ,24997.19531       ,-0.00766              ,-0.000        ,5.830         ,5.830         ,0.110         ,0.109         
09:08:34.948019     ,0.878       ,0.880       ,20.814      ,15.780      ,15.780      ,15.688      ,0.092       ,0.088       ,0.000          ,0.000       ,0.485       ,0.000       ,0.120       ,880.000     ,0.000       ,0.092       ,15.78000      ,2147479634    ,0.000           ,7.207         ,0.000               ,-0.000              ,0.001           ,24997.19531       ,0.00000               ,-0.000        ,5.830         ,5.830         ,0.120         ,0.122         
09:08:34.971570     ,0.881       ,0.880       ,20.781      ,15.780      ,15.780      ,15.688      ,0.092       ,0.091       ,0.000          ,0.000       ,0.305       ,0.000       ,0.140       ,880.000     ,0.000       ,0.092       ,15.78000      ,2147479635    ,0.000           ,7.295         ,0.000               ,-0.000              ,0.002           ,24997.19531       ,0.00000               ,-0.001        ,5.830         ,5.830         ,0.140         ,0.141         
09:08:34.978098     ,0.881       ,0.880       ,20.781      ,15.810      ,15.810      ,15.688      ,0.092       ,0.091       ,0.000          ,0.000       ,0.305       ,0.000       ,0.140       ,880.000     ,0.000       ,0.092       ,15.78000      ,2147479636    ,0.000           ,7.383         ,0.400               ,-0.001              ,0.002           ,24997.19531       ,0.00000               ,-0.001        ,5.830         ,5.830         ,0.140         ,0.138         
09:08:34.988025     ,0.881       ,0.880       ,20.781      ,15.790      ,15.790      ,15.688      ,0.102       ,0.097       ,0.000          ,0.000       ,0.553       ,0.000       ,0.150       ,880.000     ,0.000       ,0.102       ,15.79000      ,2147479637    ,0.000           ,7.471         ,0.800               ,-0.003              ,0.003           ,24997.19531       ,-0.00767              ,-0.001        ,5.820         ,5.820         ,0.150         ,0.149         
09:08:34.998022     ,0.881       ,0.880       ,20.781      ,15.670      ,15.670      ,15.688      ,-0.018      ,0.022       ,0.000          ,0.000       ,-2.606      ,0.000       ,0.160       ,880.000     ,0.000       ,-0.018      ,15.67000      ,2147479638    ,0.000           ,7.559         ,1.000               ,-0.003              ,0.004           ,24997.19727       ,-0.00767              ,-0.001        ,5.820         ,5.820         ,0.160         ,0.160         
09:08:35.018025     ,0.881       ,0.880       ,20.781      ,15.570      ,15.570      ,15.688      ,-0.118      ,-0.064      ,0.000          ,0.000       ,-3.876      ,0.000       ,0.140       ,880.000     ,0.000       ,-0.118      ,15.57000      ,2147479640    ,0.000           ,7.734         ,1.000               ,-0.003              ,0.006           ,24997.19727       ,-0.00766              ,-0.002        ,5.810         ,5.810         ,0.140         ,0.149         
09:08:35.028003     ,0.881       ,0.880       ,20.781      ,15.550      ,15.550      ,15.688      ,-0.138      ,-0.090      ,0.000          ,0.000       ,-3.431      ,0.000       ,0.130       ,880.000     ,0.000       ,-0.138      ,15.55000      ,2147479640    ,0.000           ,7.734         ,1.000               ,-0.003              ,0.007           ,24997.19727       ,0.00000               ,-0.002        ,5.810         ,5.810         ,0.130         ,0.128         
09:08:35.048001     ,0.881       ,0.880       ,20.781      ,15.670      ,15.670      ,15.688      ,-0.018      ,-0.030      ,0.000          ,0.000       ,0.682       ,0.000       ,0.110       ,880.000     ,0.000       ,-0.018      ,15.67000      ,2147479641    ,0.001           ,7.822         ,1.000               ,-0.003              ,0.009           ,24997.19727       ,0.00000               ,-0.003        ,5.810         ,5.810         ,0.110         ,0.119         
09:08:35.058007     ,0.881       ,0.880       ,20.781      ,15.630      ,15.630      ,15.688      ,-0.058      ,-0.053      ,0.000          ,0.000       ,-0.626      ,0.000       ,0.100       ,880.000     ,0.000       ,-0.058      ,15.63000      ,2147479641    ,0.001           ,7.822         ,1.000               ,-0.003              ,0.010           ,24997.19727       ,0.00000               ,-0.003        ,5.810         ,5.810         ,0.100         ,0.099         
