Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
11:23:34.714789     ,0.049       ,0.000       ,0.869       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.200       ,0.105               ,0.000               ,-2731.132       ,0.00000           ,0.00000               
11:23:34.736906     ,0.051       ,0.000       ,0.869       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.600       ,0.107               ,0.000               ,-2731.144       ,0.00000           ,0.00000               
11:23:34.757396     ,0.051       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.800       ,0.108               ,0.000               ,-2731.153       ,0.00000           ,0.00000               
11:23:34.778271     ,0.051       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.400       ,0.106               ,0.000               ,-2731.163       ,0.00000           ,0.00000               
11:23:34.798970     ,0.051       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.175       ,0.00000           ,0.00000               
11:23:34.818815     ,0.051       ,0.000       ,0.853       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.200       ,0.105               ,0.000               ,-2731.187       ,0.00000           ,0.00000               
11:23:34.839397     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.600       ,0.107               ,0.000               ,-2731.196       ,0.00000           ,0.00000               
11:23:34.860281     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-31.000       ,0.108               ,0.000               ,-2731.206       ,0.00000           ,0.00000               
11:23:34.881122     ,0.049       ,0.000       ,0.869       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.800       ,0.108               ,0.000               ,-2731.215       ,0.00000           ,0.00000               
11:23:34.902091     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.400       ,0.106               ,0.000               ,-2731.225       ,0.00000           ,0.00000               
11:23:34.914063     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.229       ,0.00000           ,0.00000               
11:23:34.934078     ,0.049       ,0.000       ,0.853       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.240       ,0.00000           ,0.00000               
11:23:34.954052     ,0.051       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.251       ,0.00000           ,0.00000               
11:23:34.974055     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.260       ,0.00000           ,0.00000               
11:23:34.994063     ,0.049       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.268       ,0.00000           ,0.00000               
11:23:35.014058     ,0.051       ,0.000       ,0.853       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.600       ,0.103               ,0.000               ,-2731.277       ,0.00000           ,0.00000               
11:23:35.034052     ,0.049       ,0.000       ,0.853       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.200       ,0.102               ,0.000               ,-2731.288       ,0.00000           ,0.00000               
11:23:35.054084     ,0.049       ,0.000       ,0.853       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.400       ,0.103               ,0.000               ,-2731.300       ,0.00000           ,0.00000               
11:23:35.074069     ,0.049       ,0.000       ,0.885       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.200       ,0.105               ,0.000               ,-2731.310       ,0.00000           ,0.00000               
11:23:35.094078     ,0.049       ,0.000       ,0.885       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.400       ,0.106               ,0.000               ,-2731.318       ,0.00000           ,0.00000               
11:23:35.114067     ,0.049       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.800       ,0.104               ,0.000               ,-2731.327       ,0.00000           ,0.00000               
11:23:35.134084     ,0.051       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.200       ,0.102               ,0.000               ,-2731.336       ,0.00000           ,0.00000               
11:23:35.154064     ,0.051       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.000       ,0.101               ,0.000               ,-2731.346       ,0.00000           ,0.00000               
11:23:35.174077     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.000       ,0.101               ,0.000               ,-2731.358       ,0.00000           ,0.00000               
11:23:35.194071     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.400       ,0.103               ,0.000               ,-2731.369       ,0.00000           ,0.00000               
11:23:35.214075     ,0.049       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-29.800       ,0.104               ,0.000               ,-2731.379       ,0.00000           ,0.00000               
11:23:35.234423     ,0.049       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.389       ,0.00000           ,0.00000               
11:23:35.255274     ,0.053       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.402       ,0.00000           ,0.00000               
11:23:35.276174     ,0.053       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.000       ,0.105               ,0.000               ,-2731.414       ,0.00000           ,0.00000               
11:23:35.297126     ,0.049       ,0.000       ,0.853       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.200       ,0.105               ,0.000               ,-2731.426       ,0.00000           ,0.00000               
11:23:35.318001     ,0.051       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.600       ,0.107               ,0.000               ,-2731.436       ,0.00000           ,0.00000               
11:23:35.337679     ,0.051       ,0.000       ,0.836       ,5.370       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-31.000       ,0.108               ,0.000               ,-2731.444       ,0.00000           ,0.00000               
11:23:35.358424     ,0.051       ,0.000       ,0.836       ,5.380       ,0.000       ,0.000       ,-0.08736      ,7427          ,292.764         ,-30.800       ,0.108               ,0.000               ,-2731.453       ,0.00000           ,0.00000               
