Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:18:03.250574     ,0.000       ,0.000       ,0.000       ,14.310      ,14.310      ,14.310      ,0.000       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
09:18:03.260552     ,0.000       ,0.000       ,0.000       ,14.310      ,14.310      ,14.310      ,0.000       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,-0.001        
09:18:03.270562     ,0.000       ,0.000       ,0.000       ,14.300      ,14.300      ,14.307      ,-0.007      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
09:18:03.280564     ,0.000       ,0.000       ,0.000       ,14.280      ,14.280      ,14.300      ,-0.020      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,-0.001        
09:18:03.290634     ,0.000       ,0.000       ,0.000       ,14.280      ,14.280      ,14.296      ,-0.016      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
09:18:03.300567     ,0.000       ,0.000       ,0.000       ,14.280      ,14.280      ,14.293      ,-0.013      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
09:18:03.310551     ,0.000       ,0.000       ,0.000       ,14.300      ,14.300      ,14.294      ,0.006       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
09:18:03.324045     ,0.000       ,0.000       ,0.000       ,14.320      ,14.320      ,14.298      ,0.022       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
09:18:03.330576     ,0.000       ,0.000       ,0.000       ,14.330      ,14.330      ,14.301      ,0.029       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
09:18:03.340553     ,0.000       ,0.000       ,0.000       ,14.340      ,14.340      ,14.305      ,0.035       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482908    ,0.000           ,294.961       ,0.000               ,-0.000              ,0.000           ,25744.93359       ,0.00000               ,0.000         ,4.780         ,4.780         ,0.000         ,0.000         
