Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:09:35.543228     ,0.000       ,0.880       ,0.000       ,14.240      ,14.240      ,14.274      ,-0.034      ,-0.037      ,0.000          ,0.000       ,-2.352      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.034      ,14.24000      ,1             ,0.000           ,0.088         ,0.000               ,-0.000              ,0.000           ,25735.16016       ,0.00000               ,-0.000        ,5.280         ,5.280         ,0.040         ,0.050         
17:09:35.553519     ,0.000       ,0.880       ,0.000       ,14.280      ,14.280      ,14.274      ,-0.034      ,-0.037      ,0.000          ,0.000       ,-2.352      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.034      ,14.24000      ,1             ,0.000           ,0.088         ,0.000               ,-0.000              ,0.000           ,25735.16016       ,0.00000               ,-0.000        ,5.280         ,5.280         ,0.040         ,0.039         
17:09:35.563324     ,0.000       ,0.880       ,0.000       ,14.380      ,14.380      ,14.274      ,0.106       ,0.086       ,0.000          ,0.000       ,0.168       ,0.000       ,0.040       ,880.000     ,0.000       ,0.106       ,14.38000      ,1             ,0.000           ,0.088         ,0.000               ,-0.000              ,0.000           ,25735.16016       ,0.00000               ,-0.000        ,5.280         ,5.280         ,0.040         ,0.029         
17:09:35.564715     ,0.000       ,0.880       ,0.000       ,14.610      ,14.610      ,14.274      ,0.336       ,0.303       ,0.000          ,0.000       ,3.647       ,0.000       ,0.050       ,880.000     ,0.000       ,0.336       ,14.61000      ,1             ,0.000           ,0.088         ,0.000               ,-0.000              ,0.000           ,25735.16016       ,0.00000               ,-0.000        ,5.280         ,5.280         ,0.050         ,0.029         
17:09:35.574708     ,0.000       ,0.880       ,0.000       ,14.690      ,14.690      ,14.274      ,0.416       ,0.413       ,0.000          ,0.000       ,4.866       ,0.000       ,0.060       ,880.000     ,0.000       ,0.416       ,14.69000      ,1             ,0.000           ,0.088         ,0.000               ,-0.000              ,0.000           ,25735.16016       ,0.00000               ,-0.000        ,5.290         ,5.290         ,0.060         ,0.051         
17:09:35.584709     ,0.000       ,0.880       ,0.000       ,14.600      ,14.600      ,14.274      ,0.326       ,0.354       ,0.000          ,0.000       ,3.170       ,0.000       ,0.070       ,880.000     ,0.000       ,0.326       ,14.60000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.000           ,25735.16016       ,-0.00768              ,-0.000        ,5.290         ,5.290         ,0.070         ,0.050         
17:09:35.594716     ,0.000       ,0.880       ,0.000       ,14.570      ,14.570      ,14.274      ,0.296       ,0.314       ,0.000          ,0.000       ,2.062       ,0.000       ,0.080       ,880.000     ,0.000       ,0.296       ,14.57000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25735.16016       ,0.00000               ,-0.000        ,5.290         ,5.290         ,0.080         ,0.058         
17:09:35.604718     ,0.000       ,0.880       ,0.000       ,14.510      ,14.510      ,14.274      ,0.236       ,0.252       ,0.000          ,0.000       ,0.787       ,0.000       ,0.090       ,880.000     ,0.000       ,0.236       ,14.51000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25735.16016       ,0.00000               ,-0.000        ,5.290         ,5.290         ,0.090         ,0.069         
17:09:35.614718     ,0.000       ,0.880       ,0.000       ,14.490      ,14.490      ,14.274      ,0.216       ,0.222       ,0.000          ,0.000       ,0.220       ,0.000       ,0.100       ,880.000     ,0.000       ,0.216       ,14.49000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25735.16016       ,0.00000               ,-0.000        ,5.290         ,5.290         ,0.100         ,0.075         
17:09:35.641394     ,0.000       ,0.880       ,0.000       ,14.490      ,14.490      ,14.274      ,0.236       ,0.233       ,0.000          ,0.000       ,0.406       ,0.000       ,0.120       ,880.000     ,0.000       ,0.236       ,14.51000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,25735.16211       ,0.00000               ,-0.000        ,5.280         ,5.280         ,0.120         ,0.109         
