Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:36:37.159283     ,0.000       ,0.000       ,5.260       ,5.276       ,-0.003      ,0.002         ,819           ,71.982          ,25.000        ,-0.087              ,-0.109              ,-3609.130       ,0.001             ,-0.004                
08:36:37.185975     ,0.000       ,0.000       ,5.260       ,5.276       ,0.000       ,0.002         ,818           ,71.895          ,18.000        ,-0.063              ,-0.003              ,-3609.130       ,0.001             ,-0.003                
08:36:37.203786     ,0.000       ,0.000       ,5.270       ,5.276       ,0.000       ,0.002         ,817           ,71.807          ,15.000        ,-0.052              ,-0.003              ,-3609.131       ,0.001             ,-0.003                
08:36:37.221583     ,0.000       ,0.000       ,5.270       ,5.276       ,0.000       ,0.002         ,816           ,71.719          ,11.000        ,-0.038              ,-0.003              ,-3609.136       ,0.001             ,-0.003                
08:36:37.239467     ,0.000       ,0.000       ,5.270       ,5.276       ,0.000       ,0.002         ,815           ,71.631          ,8.000         ,-0.028              ,-0.003              ,-3609.142       ,0.001             ,-0.003                
08:36:37.266031     ,0.000       ,0.000       ,5.270       ,5.276       ,0.000       ,0.002         ,812           ,71.367          ,2.000         ,-0.007              ,-0.003              ,-3609.148       ,0.001             ,-0.003                
08:36:37.283823     ,0.000       ,0.000       ,5.270       ,5.276       ,0.000       ,0.001         ,811           ,71.279          ,-2.000        ,0.007               ,-0.003              ,-3609.156       ,0.001             ,-0.003                
08:36:37.301607     ,0.000       ,0.000       ,5.320       ,5.276       ,0.003       ,0.001         ,809           ,71.104          ,-7.000        ,0.024               ,0.104               ,-3609.165       ,0.001             ,-0.001                
08:36:37.319462     ,0.000       ,0.000       ,5.320       ,5.276       ,0.003       ,0.001         ,806           ,70.840          ,-9.000        ,0.031               ,0.104               ,-3609.175       ,0.001             ,-0.001                
08:36:37.346417     ,0.000       ,0.000       ,5.320       ,5.276       ,0.003       ,0.001         ,803           ,70.576          ,-14.000       ,0.049               ,0.104               ,-3609.185       ,0.001             ,-0.001                
08:36:37.364341     ,0.000       ,0.000       ,5.320       ,5.276       ,0.003       ,0.001         ,801           ,70.400          ,-17.000       ,0.059               ,0.105               ,-3609.194       ,0.002             ,0.001                 
08:36:37.382324     ,0.000       ,0.000       ,5.320       ,5.276       ,0.003       ,0.001         ,799           ,70.225          ,-19.000       ,0.066               ,0.105               ,-3609.204       ,0.002             ,0.001                 
08:36:37.400028     ,0.000       ,0.000       ,5.320       ,5.276       ,0.003       ,0.000         ,797           ,70.049          ,-20.000       ,0.070               ,0.105               ,-3609.213       ,0.002             ,0.001                 
08:36:37.426823     ,0.000       ,0.000       ,5.320       ,5.276       ,0.003       ,0.000         ,794           ,69.785          ,-22.000       ,0.077               ,0.105               ,-3609.222       ,0.002             ,0.001                 
