Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:39:24.480372     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.501084     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.521754     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.542429     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.563410     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.584542     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.596613     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.616620     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.636621     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.656611     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.676607     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.696612     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.716615     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.736610     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.756608     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.776608     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.796613     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.816636     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.836615     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.856606     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.876671     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.897382     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.918246     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.938975     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.959769     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:24.980442     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:25.001155     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:25.021966     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
10:39:25.043802     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-2956.600       ,0.00000           ,0.00000               
