Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:14:50.116318     ,0.881       ,0.880       ,21.911      ,15.570      ,15.570      ,15.679      ,-0.109      ,-0.071      ,0.000          ,0.000       ,-2.801      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.109      ,15.57000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.040         ,0.051         
09:14:50.121585     ,0.881       ,0.880       ,21.911      ,15.600      ,15.600      ,15.679      ,-0.079      ,-0.060      ,0.000          ,0.000       ,-1.360      ,0.000       ,0.030       ,880.000     ,0.000       ,-0.079      ,15.60000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.030         ,0.051         
09:14:50.131578     ,0.881       ,0.880       ,21.911      ,15.620      ,15.620      ,15.679      ,-0.059      ,-0.053      ,0.000          ,0.000       ,-0.595      ,0.000       ,0.020       ,880.000     ,0.000       ,-0.059      ,15.62000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.020         ,0.039         
09:14:50.141582     ,0.881       ,0.880       ,21.911      ,15.680      ,15.680      ,15.679      ,0.001       ,-0.016      ,0.000          ,0.000       ,1.015       ,0.000       ,0.010       ,880.000     ,0.000       ,0.001       ,15.68000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.010         ,0.028         
09:14:50.151576     ,0.881       ,0.880       ,21.911      ,15.730      ,15.730      ,15.679      ,0.051       ,0.020       ,0.000          ,0.000       ,1.936       ,0.000       ,0.020       ,880.000     ,0.000       ,0.051       ,15.73000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.020         ,0.008         
09:14:50.161583     ,0.881       ,0.880       ,21.911      ,15.790      ,15.790      ,15.679      ,0.111       ,0.068       ,0.000          ,0.000       ,3.196       ,0.000       ,0.030       ,880.000     ,0.000       ,0.111       ,15.79000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.030         ,0.015         
09:14:50.171581     ,0.881       ,0.880       ,21.911      ,15.780      ,15.780      ,15.679      ,0.101       ,0.072       ,0.000          ,0.000       ,2.152       ,0.000       ,0.040       ,880.000     ,0.000       ,0.101       ,15.78000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.040         ,0.037         
09:14:50.181577     ,0.881       ,0.880       ,21.911      ,15.680      ,15.680      ,15.679      ,0.001       ,0.015       ,0.000          ,0.000       ,-0.873      ,0.000       ,0.050       ,880.000     ,0.000       ,0.001       ,15.68000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.050         ,0.037         
09:14:50.191599     ,0.881       ,0.880       ,21.911      ,15.630      ,15.630      ,15.679      ,-0.049      ,-0.019      ,0.000          ,0.000       ,-1.797      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.049      ,15.63000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.040         ,0.044         
09:14:50.201583     ,0.881       ,0.880       ,21.911      ,15.600      ,15.600      ,15.679      ,-0.079      ,-0.048      ,0.000          ,0.000       ,-2.324      ,0.000       ,0.030       ,880.000     ,0.000       ,-0.079      ,15.60000      ,9515          ,-0.001          ,116.279       ,0.000               ,-0.000              ,0.000           ,24981.37891       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.030         ,0.057         
