Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:36:46.895517     ,0.000       ,0.000       ,0.000       ,21.150      ,21.146      ,0.004       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:46.915514     ,0.000       ,0.000       ,0.000       ,21.160      ,21.147      ,0.013       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:46.935502     ,0.000       ,0.000       ,0.000       ,21.140      ,21.147      ,-0.007      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:46.955502     ,0.000       ,0.000       ,0.000       ,21.150      ,21.147      ,0.003       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:46.975508     ,0.000       ,0.000       ,0.000       ,21.150      ,21.147      ,0.003       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:46.995509     ,0.000       ,0.000       ,0.000       ,21.150      ,21.148      ,0.002       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.015513     ,0.000       ,0.000       ,0.000       ,21.160      ,21.148      ,0.012       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.035505     ,0.000       ,0.000       ,0.000       ,21.150      ,21.148      ,0.002       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.055503     ,0.000       ,0.000       ,0.000       ,21.150      ,21.148      ,0.002       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.075506     ,0.000       ,0.000       ,0.000       ,21.160      ,21.149      ,0.011       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.095501     ,0.000       ,0.000       ,0.000       ,21.150      ,21.149      ,0.001       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.115510     ,0.000       ,0.000       ,0.000       ,21.160      ,21.149      ,0.011       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.135500     ,0.000       ,0.000       ,0.000       ,21.160      ,21.150      ,0.010       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.155518     ,0.000       ,0.000       ,0.000       ,21.160      ,21.150      ,0.010       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.175513     ,0.000       ,0.000       ,0.000       ,21.180      ,21.151      ,0.029       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.195506     ,0.000       ,0.000       ,0.000       ,21.160      ,21.151      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.215505     ,0.000       ,0.000       ,0.000       ,21.180      ,21.151      ,0.029       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.235501     ,0.000       ,0.000       ,0.000       ,21.180      ,21.151      ,0.029       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.255514     ,0.000       ,0.000       ,0.000       ,21.160      ,21.151      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.275502     ,0.000       ,0.000       ,0.000       ,21.160      ,21.151      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.295519     ,0.000       ,0.000       ,0.000       ,21.160      ,21.151      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.315517     ,0.000       ,0.000       ,0.000       ,21.160      ,21.151      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.335516     ,0.000       ,0.000       ,0.000       ,21.160      ,21.151      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.355513     ,0.000       ,0.000       ,0.000       ,21.160      ,21.151      ,0.009       ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.375510     ,0.000       ,0.000       ,0.000       ,21.150      ,21.151      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.395512     ,0.000       ,0.000       ,0.000       ,21.150      ,21.151      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.415519     ,0.000       ,0.000       ,0.000       ,21.150      ,21.151      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.435518     ,0.000       ,0.000       ,0.000       ,21.150      ,21.151      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.455504     ,0.000       ,0.000       ,0.000       ,21.140      ,21.151      ,-0.011      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.475500     ,0.000       ,0.000       ,0.000       ,21.150      ,21.151      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.495527     ,0.000       ,0.000       ,0.000       ,21.140      ,21.151      ,-0.011      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.515505     ,0.000       ,0.000       ,0.000       ,21.150      ,21.151      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.535520     ,0.000       ,0.000       ,0.000       ,21.140      ,21.151      ,-0.011      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.555498     ,0.000       ,0.000       ,0.000       ,21.130      ,21.151      ,-0.021      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.575546     ,0.000       ,0.000       ,0.000       ,21.130      ,21.151      ,-0.021      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.595518     ,0.000       ,0.000       ,0.000       ,21.130      ,21.151      ,-0.021      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.615501     ,0.000       ,0.000       ,0.000       ,21.130      ,21.151      ,-0.021      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.635519     ,0.000       ,0.000       ,0.000       ,21.130      ,21.151      ,-0.021      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.655498     ,0.000       ,0.000       ,0.000       ,21.120      ,21.151      ,-0.031      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.675498     ,0.000       ,0.000       ,0.000       ,21.120      ,21.151      ,-0.031      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.695543     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.715502     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.735517     ,0.000       ,0.000       ,0.000       ,21.120      ,21.151      ,-0.031      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.755497     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.775498     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.795497     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.815507     ,0.000       ,0.000       ,0.000       ,21.090      ,21.151      ,-0.061      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.835506     ,0.000       ,0.000       ,0.000       ,21.090      ,21.151      ,-0.061      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.855506     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.875506     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.895510     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.915514     ,0.000       ,0.000       ,0.000       ,21.090      ,21.151      ,-0.061      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.935518     ,0.000       ,0.000       ,0.000       ,21.090      ,21.151      ,-0.061      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.955538     ,0.000       ,0.000       ,0.000       ,21.080      ,21.151      ,-0.071      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.975498     ,0.000       ,0.000       ,0.000       ,21.080      ,21.151      ,-0.071      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:47.995503     ,0.000       ,0.000       ,0.000       ,21.080      ,21.151      ,-0.071      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.015510     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.035503     ,0.000       ,0.000       ,0.000       ,21.080      ,21.151      ,-0.071      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.055503     ,0.000       ,0.000       ,0.000       ,21.080      ,21.151      ,-0.071      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.075501     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.095502     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.115508     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.135499     ,0.000       ,0.000       ,0.000       ,21.060      ,21.151      ,-0.091      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.155500     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.175507     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.195501     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.215503     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.235528     ,0.000       ,0.000       ,0.000       ,21.060      ,21.151      ,-0.091      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.255518     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.275500     ,0.000       ,0.000       ,0.000       ,21.060      ,21.151      ,-0.091      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.295504     ,0.000       ,0.000       ,0.000       ,21.060      ,21.151      ,-0.091      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.315510     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.335507     ,0.000       ,0.000       ,0.000       ,21.070      ,21.151      ,-0.081      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.355510     ,0.000       ,0.000       ,0.000       ,21.150      ,21.151      ,-0.001      ,0.000       ,0.000       ,0.00015       ,2147478482    ,265.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.375498     ,0.000       ,0.000       ,0.000       ,23.680      ,21.151      ,2.529       ,0.000       ,0.000       ,0.00046       ,2147478486    ,266.309         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.395510     ,0.000       ,0.000       ,0.000       ,22.200      ,21.151      ,1.049       ,0.000       ,0.000       ,0.00077       ,2147478490    ,266.660         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.415510     ,0.000       ,0.000       ,0.000       ,20.840      ,21.151      ,-0.311      ,0.000       ,0.000       ,0.00115       ,2147478495    ,267.100         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.435528     ,0.000       ,0.000       ,0.000       ,19.970      ,21.151      ,-1.181      ,0.000       ,0.000       ,0.00146       ,2147478499    ,267.451         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.455527     ,0.000       ,0.000       ,0.000       ,20.510      ,21.151      ,-0.641      ,0.000       ,0.000       ,0.00184       ,2147478504    ,267.891         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.475499     ,0.000       ,0.000       ,0.000       ,23.240      ,21.151      ,2.089       ,0.000       ,0.000       ,0.00222       ,2147478509    ,268.330         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.495500     ,0.000       ,0.000       ,0.000       ,21.550      ,21.151      ,0.399       ,0.000       ,0.000       ,0.00238       ,2147478511    ,268.506         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.515506     ,0.000       ,0.000       ,0.000       ,20.000      ,21.151      ,-1.151      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.535527     ,0.000       ,0.000       ,0.000       ,20.650      ,21.151      ,-0.501      ,0.000       ,0.000       ,0.00261       ,2147478514    ,268.770         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.555516     ,0.000       ,0.000       ,0.000       ,21.490      ,21.151      ,0.339       ,0.000       ,0.000       ,0.00268       ,2147478515    ,268.857         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.575519     ,0.000       ,0.000       ,0.000       ,22.720      ,21.151      ,1.569       ,0.000       ,0.000       ,0.00284       ,2147478517    ,269.033         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.595512     ,0.000       ,0.000       ,0.000       ,20.850      ,21.151      ,-0.301      ,0.000       ,0.000       ,0.00284       ,2147478517    ,269.033         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.615504     ,0.000       ,0.000       ,0.000       ,20.080      ,21.151      ,-1.071      ,0.000       ,0.000       ,0.00284       ,2147478517    ,269.033         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.635518     ,0.000       ,0.000       ,0.000       ,21.180      ,21.151      ,0.029       ,0.000       ,0.000       ,0.00284       ,2147478517    ,269.033         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.655516     ,0.000       ,0.000       ,0.000       ,21.920      ,21.151      ,0.769       ,0.000       ,0.000       ,0.00284       ,2147478517    ,269.033         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.675503     ,0.000       ,0.000       ,0.000       ,21.660      ,21.151      ,0.509       ,0.000       ,0.000       ,0.00276       ,2147478516    ,268.945         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.695502     ,0.000       ,0.000       ,0.000       ,20.400      ,21.151      ,-0.751      ,0.000       ,0.000       ,0.00268       ,2147478515    ,268.857         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.715504     ,0.000       ,0.000       ,0.000       ,20.340      ,21.151      ,-0.811      ,0.000       ,0.000       ,0.00261       ,2147478514    ,268.770         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.735524     ,0.000       ,0.000       ,0.000       ,21.660      ,21.151      ,0.509       ,0.000       ,0.000       ,0.00261       ,2147478514    ,268.770         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.755500     ,0.000       ,0.000       ,0.000       ,21.650      ,21.151      ,0.499       ,0.000       ,0.000       ,0.00261       ,2147478514    ,268.770         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.775497     ,0.000       ,0.000       ,0.000       ,20.970      ,21.151      ,-0.181      ,0.000       ,0.000       ,0.00253       ,2147478513    ,268.682         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.795503     ,0.000       ,0.000       ,0.000       ,20.360      ,21.151      ,-0.791      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.815503     ,0.000       ,0.000       ,0.000       ,20.910      ,21.151      ,-0.241      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.835524     ,0.000       ,0.000       ,0.000       ,21.800      ,21.151      ,0.649       ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.855527     ,0.000       ,0.000       ,0.000       ,21.330      ,21.151      ,0.179       ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.875498     ,0.000       ,0.000       ,0.000       ,20.670      ,21.151      ,-0.481      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.895518     ,0.000       ,0.000       ,0.000       ,20.630      ,21.151      ,-0.521      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.915510     ,0.000       ,0.000       ,0.000       ,21.240      ,21.151      ,0.089       ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.935507     ,0.000       ,0.000       ,0.000       ,21.530      ,21.151      ,0.379       ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.955504     ,0.000       ,0.000       ,0.000       ,21.020      ,21.151      ,-0.131      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.975508     ,0.000       ,0.000       ,0.000       ,20.770      ,21.151      ,-0.381      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
08:36:48.995509     ,0.000       ,0.000       ,0.000       ,21.100      ,21.151      ,-0.051      ,0.000       ,0.000       ,0.00245       ,2147478512    ,268.594         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               
