Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
18:56:07.123620     ,0.000       ,0.000       ,0.000       ,16.080      ,16.091      ,16.091      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04080      ,2473          ,217.354         ,1.000         ,-0.003              ,0.000               ,34513.715       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.031         ,0.029         
18:56:07.141225     ,0.000       ,0.000       ,0.000       ,16.090      ,16.091      ,16.091      ,-0.000      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04073      ,2474          ,217.441         ,1.200         ,-0.004              ,0.000               ,34513.715       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.031         ,0.028         
18:56:07.143615     ,0.000       ,0.000       ,0.000       ,16.130      ,16.093      ,16.092      ,0.001       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04073      ,2474          ,217.441         ,1.400         ,-0.005              ,0.000               ,34513.715       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.045         ,0.028         
18:56:07.160309     ,0.000       ,0.000       ,0.000       ,16.120      ,16.092      ,16.092      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04065      ,2475          ,217.529         ,1.600         ,-0.006              ,0.000               ,34513.715       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.045         ,0.044         
18:56:07.163610     ,0.000       ,0.000       ,0.000       ,16.090      ,16.094      ,16.092      ,0.002       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04057      ,2476          ,217.617         ,1.800         ,-0.006              ,0.000               ,34513.715       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.045         ,0.044         
18:56:07.179051     ,0.000       ,0.000       ,0.000       ,16.130      ,16.106      ,16.094      ,0.011       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04057      ,2476          ,217.617         ,2.000         ,-0.007              ,0.000               ,34513.719       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.045         ,0.043         
18:56:07.183605     ,0.000       ,0.000       ,0.000       ,16.130      ,16.111      ,16.097      ,0.014       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04050      ,2477          ,217.705         ,2.000         ,-0.007              ,0.000               ,34513.719       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.045         ,0.043         
18:56:07.197746     ,0.000       ,0.000       ,0.000       ,16.100      ,16.103      ,16.098      ,0.006       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04042      ,2478          ,217.793         ,2.200         ,-0.008              ,0.000               ,34513.719       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.044         
18:56:07.203628     ,0.000       ,0.000       ,0.000       ,16.100      ,16.100      ,16.098      ,0.002       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04042      ,2478          ,217.793         ,2.400         ,-0.008              ,0.000               ,34513.719       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.044         
18:56:07.217671     ,0.000       ,0.000       ,0.000       ,16.120      ,16.107      ,16.099      ,0.008       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.04034      ,2479          ,217.881         ,2.600         ,-0.009              ,0.000               ,34513.719       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.058         
