Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
08:50:59.151856     ,0.881       ,0.880       ,19.995      ,15.500      ,15.500      ,15.621      ,-0.121      ,-0.077      ,0.000          ,0.000       ,-3.135      ,0.000       ,0.020       ,880.000     ,0.000       ,-0.121      ,15.50000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.770         ,5.770         ,0.020         ,0.028         
08:50:59.158341     ,0.881       ,0.880       ,19.995      ,15.530      ,15.530      ,15.621      ,-0.091      ,-0.069      ,0.000          ,0.000       ,-1.638      ,0.000       ,0.010       ,880.000     ,0.000       ,-0.091      ,15.53000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.760         ,5.760         ,0.010         ,0.028         
08:50:59.168326     ,0.881       ,0.880       ,19.995      ,15.560      ,15.560      ,15.621      ,-0.061      ,-0.056      ,0.000          ,0.000       ,-0.547      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.061      ,15.56000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.760         ,5.760         ,0.000         ,0.010         
08:50:59.178333     ,0.881       ,0.880       ,19.995      ,15.670      ,15.670      ,15.621      ,0.049       ,0.013       ,0.000          ,0.000       ,2.323       ,0.000       ,0.010       ,880.000     ,0.000       ,0.049       ,15.67000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.760         ,5.760         ,0.010         ,-0.003        
08:50:59.188343     ,0.881       ,0.880       ,19.995      ,15.720      ,15.720      ,15.621      ,0.099       ,0.055       ,0.000          ,0.000       ,3.181       ,0.000       ,0.020       ,880.000     ,0.000       ,0.099       ,15.72000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.760         ,5.760         ,0.020         ,0.022         
08:50:59.198346     ,0.881       ,0.880       ,19.995      ,15.720      ,15.720      ,15.621      ,0.099       ,0.065       ,0.000          ,0.000       ,2.407       ,0.000       ,0.030       ,880.000     ,0.000       ,0.099       ,15.72000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.760         ,5.760         ,0.030         ,0.020         
08:50:59.208331     ,0.881       ,0.880       ,19.995      ,15.680      ,15.680      ,15.621      ,0.059       ,0.048       ,0.000          ,0.000       ,0.846       ,0.000       ,0.040       ,880.000     ,0.000       ,0.059       ,15.68000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.750         ,5.750         ,0.040         ,0.028         
08:50:59.218327     ,0.881       ,0.880       ,19.995      ,15.610      ,15.610      ,15.621      ,-0.011      ,0.006       ,0.000          ,0.000       ,-1.065      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.011      ,15.61000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.750         ,5.750         ,0.050         ,0.037         
08:50:59.228349     ,0.881       ,0.880       ,19.995      ,15.560      ,15.560      ,15.621      ,-0.061      ,-0.029      ,0.000          ,0.000       ,-1.966      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.061      ,15.56000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.750         ,5.750         ,0.040         ,0.048         
08:50:59.238358     ,0.881       ,0.880       ,19.995      ,15.500      ,15.500      ,15.621      ,-0.121      ,-0.078      ,0.000          ,0.000       ,-3.219      ,0.000       ,0.030       ,880.000     ,0.000       ,-0.121      ,15.50000      ,1044          ,0.000           ,91.758        ,0.000               ,-0.000              ,0.000           ,25042.20703       ,0.00000               ,-0.000        ,5.750         ,5.750         ,0.030         ,0.039         
