Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
10:16:30.705371     ,0.799       ,0.880       ,20.912      ,16.180      ,16.180      ,16.168      ,0.016       ,0.008       ,0.308       ,-0.000      ,0.316       ,880.000     ,0.016       ,16.183      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.600        ,-0.008        
10:16:30.721525     ,0.803       ,0.880       ,20.863      ,16.150      ,16.172      ,16.168      ,0.016       ,0.008       ,0.308       ,-0.000      ,0.316       ,880.000     ,0.016       ,16.183      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.100        ,-0.014        
10:16:30.725372     ,0.803       ,0.880       ,20.863      ,16.160      ,16.168      ,16.168      ,0.004       ,0.000       ,0.308       ,-0.001      ,0.300       ,880.000     ,0.004       ,16.172      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.100        ,-0.014        
10:16:30.739224     ,0.798       ,0.880       ,20.896      ,16.160      ,16.165      ,16.168      ,0.004       ,0.000       ,0.308       ,-0.001      ,0.300       ,880.000     ,0.004       ,16.172      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.745373     ,0.803       ,0.880       ,20.896      ,16.160      ,16.159      ,16.168      ,-0.008      ,0.000       ,0.308       ,0.001       ,0.271       ,880.000     ,-0.008      ,16.159      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.757880     ,0.803       ,0.880       ,20.912      ,16.160      ,16.154      ,16.168      ,-0.008      ,0.000       ,0.308       ,0.001       ,0.271       ,880.000     ,-0.008      ,16.159      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.765522     ,0.803       ,0.880       ,20.912      ,16.150      ,16.152      ,16.168      ,-0.008      ,0.000       ,0.308       ,0.001       ,0.271       ,880.000     ,-0.008      ,16.159      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.777774     ,0.796       ,0.880       ,20.863      ,16.140      ,16.146      ,16.168      ,-0.016      ,-0.008      ,0.308       ,-0.000      ,0.300       ,880.000     ,-0.016      ,16.152      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.000        ,-0.013        
10:16:30.785497     ,0.801       ,0.880       ,20.912      ,16.150      ,16.144      ,16.168      ,-0.022      ,-0.011      ,0.308       ,0.000       ,0.297       ,880.000     ,-0.022      ,16.146      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.000        ,-0.013        
10:16:30.800683     ,0.798       ,0.880       ,20.863      ,16.130      ,16.139      ,16.168      ,-0.024      ,-0.012      ,0.308       ,0.000       ,0.296       ,880.000     ,-0.024      ,16.144      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.800        ,-0.010        
10:16:30.805364     ,0.798       ,0.880       ,20.863      ,16.140      ,16.136      ,16.168      ,-0.029      ,-0.015      ,0.308       ,-0.000      ,0.294       ,880.000     ,-0.029      ,16.139      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.800        ,-0.010        
10:16:30.819258     ,0.799       ,0.880       ,20.879      ,16.140      ,16.136      ,16.168      ,-0.031      ,-0.016      ,0.308       ,0.000       ,0.293       ,880.000     ,-0.031      ,16.136      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.300        ,-0.017        
10:16:30.825539     ,0.799       ,0.880       ,20.912      ,16.130      ,16.133      ,16.168      ,-0.032      ,-0.016      ,0.308       ,0.000       ,0.292       ,880.000     ,-0.032      ,16.136      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.300        ,-0.017        
10:16:30.838076     ,0.799       ,0.880       ,20.847      ,16.130      ,16.129      ,16.168      ,-0.034      ,-0.017      ,0.308       ,-0.000      ,0.291       ,880.000     ,-0.034      ,16.133      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.845534     ,0.803       ,0.880       ,20.912      ,16.130      ,16.128      ,16.168      ,-0.039      ,-0.019      ,0.308       ,-0.000      ,0.288       ,880.000     ,-0.039      ,16.129      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.856764     ,0.798       ,0.880       ,20.896      ,16.120      ,16.123      ,16.168      ,-0.040      ,-0.020      ,0.308       ,0.000       ,0.288       ,880.000     ,-0.040      ,16.128      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.000        ,-0.013        
10:16:30.865522     ,0.798       ,0.880       ,20.896      ,16.120      ,16.119      ,16.168      ,-0.045      ,-0.022      ,0.308       ,-0.000      ,0.285       ,880.000     ,-0.045      ,16.123      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.000        ,-0.013        
10:16:30.879780     ,0.799       ,0.880       ,20.863      ,16.120      ,16.117      ,16.168      ,-0.049      ,-0.024      ,0.308       ,0.000       ,0.284       ,880.000     ,-0.049      ,16.119      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.885654     ,0.799       ,0.880       ,20.879      ,16.100      ,16.112      ,16.168      ,-0.050      ,-0.025      ,0.308       ,0.000       ,0.283       ,880.000     ,-0.050      ,16.117      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.900        ,-0.011        
10:16:30.899348     ,0.801       ,0.880       ,20.896      ,16.100      ,16.108      ,16.168      ,-0.055      ,-0.028      ,0.308       ,-0.000      ,0.280       ,880.000     ,-0.055      ,16.112      ,0.00644       ,2147483641    ,359.385         ,0.000         ,-0.000              ,0.000               ,23921.971       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-1.400        ,-0.018        
