Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:34:03.988787     ,0.876       ,0.880       ,19.602      ,15.340      ,15.340      ,15.687      ,-0.347      ,-0.200      ,0.000          ,0.000       ,-10.000     ,0.000       ,0.050       ,880.000     ,0.000       ,-0.347      ,15.34000      ,2147479677    ,-0.144          ,10.986        ,0.000               ,-0.000              ,0.002           ,25584.02539       ,0.00000               ,-0.001        ,5.670         ,5.670         ,0.050         ,0.060         
09:34:03.998787     ,0.876       ,0.880       ,19.602      ,15.200      ,15.200      ,15.687      ,-0.487      ,-0.325      ,0.000          ,0.000       ,-10.000     ,0.000       ,0.040       ,880.000     ,0.000       ,-0.487      ,15.20000      ,2147479677    ,-0.144          ,10.986        ,0.000               ,-0.000              ,0.002           ,25584.02539       ,0.00000               ,-0.001        ,5.680         ,5.680         ,0.040         ,0.050         
09:34:04.008800     ,0.876       ,0.880       ,19.602      ,15.030      ,15.030      ,15.687      ,-0.657      ,-0.479      ,0.000          ,0.000       ,-10.000     ,0.000       ,0.030       ,880.000     ,0.000       ,-0.657      ,15.03000      ,2147479676    ,-0.144          ,10.898        ,0.000               ,-0.000              ,0.002           ,25584.02539       ,0.00768               ,-0.001        ,5.680         ,5.680         ,0.030         ,0.044         
09:34:04.018787     ,0.876       ,0.880       ,19.602      ,14.980      ,14.980      ,15.687      ,-0.707      ,-0.566      ,0.000          ,0.000       ,-9.591      ,0.000       ,0.020       ,880.000     ,0.000       ,-0.707      ,14.98000      ,2147479675    ,-0.144          ,10.811        ,0.000               ,-0.000              ,0.002           ,25584.02344       ,0.00766               ,-0.001        ,5.680         ,5.680         ,0.020         ,0.028         
09:34:04.028787     ,0.876       ,0.880       ,19.602      ,14.980      ,14.980      ,15.687      ,-0.707      ,-0.600      ,0.000          ,0.000       ,-7.206      ,0.000       ,0.010       ,880.000     ,0.000       ,-0.707      ,14.98000      ,2147479673    ,-0.144          ,10.635        ,0.000               ,-0.000              ,0.001           ,25584.02344       ,0.01536               ,-0.000        ,5.690         ,5.690         ,0.010         ,0.019         
09:34:04.042318     ,0.000       ,0.880       ,0.000       ,14.980      ,14.980      ,15.687      ,-0.707      ,-0.627      ,0.000          ,0.000       ,-5.479      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.707      ,14.98000      ,2147479670    ,-0.144          ,10.371        ,-0.400              ,0.001               ,-0.001          ,25584.02148       ,0.02301               ,0.000         ,5.690         ,5.690         ,0.000         ,0.009         
09:34:04.048785     ,0.876       ,0.880       ,19.602      ,14.920      ,14.920      ,15.687      ,-0.767      ,-0.685      ,0.000          ,0.000       ,-5.714      ,0.000       ,-0.010      ,880.000     ,0.000       ,-0.767      ,14.92000      ,2147479668    ,-0.144          ,10.195        ,-0.800              ,0.003               ,-0.004          ,25584.02148       ,0.01533               ,0.001         ,5.690         ,5.690         ,-0.010        ,0.009         
09:34:04.058796     ,0.876       ,0.880       ,19.602      ,14.900      ,14.900      ,15.687      ,-0.787      ,-0.718      ,0.000          ,0.000       ,-4.818      ,0.000       ,-0.020      ,880.000     ,0.000       ,-0.787      ,14.90000      ,2147479665    ,-0.145          ,9.932         ,-1.000              ,0.003               ,-0.008          ,25584.02148       ,0.02303               ,0.003         ,5.700         ,5.700         ,-0.020        ,0.000         
09:34:04.068786     ,0.876       ,0.880       ,19.602      ,14.920      ,14.920      ,15.687      ,-0.767      ,-0.722      ,0.000          ,0.000       ,-3.155      ,0.000       ,-0.030      ,880.000     ,0.000       ,-0.767      ,14.92000      ,2147479661    ,-0.145          ,9.580         ,-1.400              ,0.005               ,-0.012          ,25584.01953       ,0.03063               ,0.004         ,5.700         ,5.700         ,-0.030        ,-0.006        
09:34:04.086127     ,0.876       ,0.880       ,19.602      ,15.000      ,15.000      ,15.687      ,-0.687      ,-0.682      ,0.000          ,0.000       ,-0.400      ,0.000       ,-0.040      ,880.000     ,0.000       ,-0.687      ,15.00000      ,2147479657    ,-0.145          ,9.229         ,-2.200              ,0.008               ,-0.017          ,25584.01562       ,0.03073               ,0.006         ,5.700         ,5.700         ,-0.040        ,-0.029        
09:34:04.088783     ,0.876       ,0.880       ,19.602      ,15.100      ,15.100      ,15.687      ,-0.587      ,-0.620      ,0.000          ,0.000       ,2.136       ,0.000       ,-0.050      ,880.000     ,0.000       ,-0.587      ,15.10000      ,2147479652    ,-0.146          ,8.789         ,-2.800              ,0.010               ,-0.023          ,25584.01562       ,0.03833               ,0.008         ,5.700         ,5.700         ,-0.050        ,-0.029        
09:34:04.098797     ,0.876       ,0.880       ,19.602      ,15.140      ,15.140      ,15.687      ,-0.547      ,-0.588      ,0.000          ,0.000       ,2.492       ,0.000       ,-0.060      ,880.000     ,0.000       ,-0.547      ,15.14000      ,2147479647    ,-0.146          ,8.350         ,-3.400              ,0.012               ,-0.030          ,25584.01367       ,0.03834               ,0.010         ,5.700         ,5.700         ,-0.060        ,-0.048        
09:34:04.108784     ,0.876       ,0.880       ,19.602      ,15.240      ,15.240      ,15.687      ,-0.447      ,-0.514      ,0.000          ,0.000       ,4.345       ,0.000       ,-0.070      ,880.000     ,0.000       ,-0.447      ,15.24000      ,2147479641    ,-0.146          ,7.822         ,-4.200              ,0.015               ,-0.038          ,25584.01367       ,0.04605               ,0.013         ,5.710         ,5.710         ,-0.070        ,-0.060        
09:34:04.118783     ,0.876       ,0.880       ,19.602      ,15.280      ,15.280      ,15.687      ,-0.407      ,-0.473      ,0.000          ,0.000       ,4.152       ,0.000       ,-0.080      ,880.000     ,0.000       ,-0.407      ,15.28000      ,2147479635    ,-0.147          ,7.295         ,-4.800              ,0.017               ,-0.046          ,25584.00977       ,0.04598               ,0.015         ,5.710         ,5.710         ,-0.080        ,-0.070        
09:34:04.138307     ,0.876       ,0.880       ,19.602      ,15.390      ,15.390      ,15.687      ,-0.297      ,-0.387      ,0.000          ,0.000       ,5.849       ,0.000       ,-0.090      ,880.000     ,0.000       ,-0.297      ,15.39000      ,2147479627    ,-0.148          ,6.592         ,-5.600              ,0.020               ,-0.055          ,25584.00391       ,0.06143               ,0.018         ,5.710         ,5.710         ,-0.100        ,-0.079        
09:34:04.142282     ,0.881       ,0.880       ,19.618      ,15.380      ,15.380      ,15.687      ,-0.307      ,-0.372      ,0.000          ,0.000       ,3.994       ,0.000       ,-0.100      ,880.000     ,0.000       ,-0.307      ,15.38000      ,2147479620    ,-0.148          ,5.977         ,-6.400              ,0.022               ,-0.064          ,25584.00391       ,0.05368               ,0.021         ,5.710         ,5.710         ,-0.100        ,-0.091        
09:34:04.148779     ,0.881       ,0.880       ,19.618      ,15.300      ,15.300      ,15.687      ,-0.387      ,-0.407      ,0.000          ,0.000       ,0.908       ,0.000       ,-0.110      ,880.000     ,0.000       ,-0.387      ,15.30000      ,2147479611    ,-0.149          ,5.186         ,-7.400              ,0.026               ,-0.074          ,25584.00195       ,0.06901               ,0.025         ,5.710         ,5.710         ,-0.110        ,-0.091        
09:34:04.158781     ,0.881       ,0.880       ,19.618      ,15.310      ,15.310      ,15.687      ,-0.377      ,-0.395      ,0.000          ,0.000       ,0.945       ,0.000       ,-0.120      ,880.000     ,0.000       ,-0.377      ,15.31000      ,2147479601    ,-0.150          ,4.307         ,-8.200              ,0.029               ,-0.085          ,25583.99609       ,0.07673               ,0.028         ,5.710         ,5.710         ,-0.120        ,-0.098        
09:34:04.168778     ,0.881       ,0.880       ,19.618      ,15.380      ,15.380      ,15.687      ,-0.307      ,-0.346      ,0.000          ,0.000       ,2.434       ,0.000       ,-0.130      ,880.000     ,0.000       ,-0.307      ,15.38000      ,2147479591    ,-0.150          ,3.428         ,-9.200              ,0.032               ,-0.096          ,25583.99414       ,0.07671               ,0.032         ,5.710         ,5.710         ,-0.130        ,-0.105        
09:34:04.187245     ,0.881       ,0.880       ,19.618      ,15.430      ,15.430      ,15.687      ,-0.257      ,-0.305      ,0.000          ,0.000       ,2.995       ,0.000       ,-0.140      ,880.000     ,0.000       ,-0.257      ,15.43000      ,2147479579    ,-0.151          ,2.373         ,-10.800             ,0.038               ,-0.109          ,25583.98438       ,0.09203               ,0.036         ,5.700         ,5.700         ,-0.140        ,-0.128        
09:34:04.188787     ,0.881       ,0.880       ,19.618      ,15.450      ,15.450      ,15.687      ,-0.237      ,-0.281      ,0.000          ,0.000       ,2.666       ,0.000       ,-0.150      ,880.000     ,0.000       ,-0.237      ,15.45000      ,2147479567    ,-0.152          ,1.318         ,-12.200             ,0.043               ,-0.122          ,25583.98438       ,0.09203               ,0.041         ,5.700         ,5.700         ,-0.150        ,-0.128        
09:34:04.207938     ,0.881       ,0.880       ,19.618      ,15.460      ,15.460      ,15.687      ,-0.227      ,-0.264      ,0.000          ,0.000       ,2.187       ,0.000       ,-0.160      ,880.000     ,0.000       ,-0.227      ,15.46000      ,2147479539    ,-0.154          ,358.857       ,-14.000             ,0.049               ,-0.136          ,25583.97461       ,0.10733               ,0.045         ,5.700         ,5.700         ,-0.170        ,-0.140        
