Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:56:48.019289     ,0.051       ,0.045       ,0.885       ,20.800      ,20.793      ,20.816      ,-0.023      ,-0.205      ,0.000       ,0.00054       ,2147474716    ,294.961         ,148.000       ,-0.517              ,0.000               ,1499.200        ,0.00000           ,0.00000               
16:56:48.039283     ,0.051       ,0.045       ,0.853       ,20.790      ,20.799      ,20.816      ,-0.017      ,-0.200      ,0.000       ,0.00054       ,2147474716    ,294.961         ,148.000       ,-0.517              ,0.000               ,1499.251        ,0.00000           ,0.00000               
16:56:48.059280     ,0.049       ,0.044       ,0.869       ,20.800      ,20.805      ,20.816      ,-0.011      ,-0.191      ,0.000       ,0.00054       ,2147474716    ,294.961         ,148.400       ,-0.518              ,0.000               ,1499.301        ,0.00000           ,0.00000               
16:56:48.079269     ,0.049       ,0.044       ,0.869       ,20.810      ,20.802      ,20.816      ,-0.014      ,-0.180      ,0.000       ,0.00054       ,2147474716    ,294.961         ,148.800       ,-0.519              ,0.000               ,1499.350        ,0.00000           ,0.00000               
16:56:48.099271     ,0.049       ,0.044       ,0.885       ,20.800      ,20.796      ,20.816      ,-0.020      ,-0.174      ,0.000       ,0.00054       ,2147474716    ,294.961         ,149.000       ,-0.520              ,0.000               ,1499.401        ,0.00000           ,0.00000               
16:56:48.119292     ,0.049       ,0.043       ,0.869       ,20.800      ,20.805      ,20.816      ,-0.011      ,-0.168      ,0.000       ,0.00054       ,2147474716    ,294.961         ,149.400       ,-0.522              ,0.000               ,1499.453        ,0.00000           ,0.00000               
16:56:48.139293     ,0.049       ,0.043       ,0.869       ,20.800      ,20.803      ,20.816      ,-0.013      ,-0.159      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.200       ,-0.524              ,0.000               ,1499.504        ,0.00000           ,0.00000               
16:56:48.159276     ,0.051       ,0.043       ,0.869       ,20.800      ,20.799      ,20.816      ,-0.017      ,-0.155      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.800       ,-0.526              ,0.000               ,1499.555        ,0.00000           ,0.00000               
16:56:48.179283     ,0.051       ,0.042       ,0.869       ,20.790      ,20.791      ,20.816      ,-0.024      ,-0.153      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.000       ,-0.527              ,0.000               ,1499.603        ,0.00000           ,0.00000               
16:56:48.199274     ,0.051       ,0.042       ,0.869       ,20.800      ,20.801      ,20.816      ,-0.015      ,-0.151      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.800       ,-0.526              ,0.000               ,1499.654        ,0.00000           ,0.00000               
16:56:48.220018     ,0.049       ,0.042       ,0.885       ,20.800      ,20.797      ,20.816      ,-0.019      ,-0.151      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.600       ,-0.526              ,0.000               ,1499.706        ,0.00000           ,0.00000               
16:56:48.239738     ,0.049       ,0.042       ,0.885       ,20.810      ,20.806      ,20.816      ,-0.010      ,-0.149      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.800       ,-0.526              ,0.000               ,1499.758        ,0.00000           ,0.00000               
16:56:48.260527     ,0.049       ,0.041       ,0.885       ,20.790      ,20.793      ,20.816      ,-0.023      ,-0.141      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.600       ,-0.529              ,0.000               ,1499.808        ,0.00000           ,0.00000               
16:56:48.281368     ,0.051       ,0.041       ,0.869       ,20.800      ,20.806      ,20.816      ,-0.010      ,-0.139      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.800       ,-0.530              ,0.000               ,1499.857        ,0.00000           ,0.00000               
16:56:48.303154     ,0.051       ,0.041       ,0.869       ,20.810      ,20.804      ,20.816      ,-0.012      ,-0.131      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.400       ,-0.528              ,0.000               ,1499.910        ,0.00000           ,0.00000               
16:56:48.324000     ,0.051       ,0.041       ,0.853       ,20.800      ,20.796      ,20.816      ,-0.020      ,-0.128      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.000       ,-0.527              ,0.000               ,1499.984        ,0.00000           ,0.00000               
16:56:48.344681     ,0.049       ,0.040       ,0.885       ,20.810      ,20.811      ,20.816      ,-0.005      ,-0.123      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.200       ,-0.528              ,0.000               ,1500.034        ,0.00000           ,0.00000               
16:56:48.365343     ,0.051       ,0.040       ,0.885       ,20.810      ,20.809      ,20.816      ,-0.007      ,-0.119      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.400       ,-0.528              ,0.000               ,1500.083        ,0.00000           ,0.00000               
16:56:48.387170     ,0.051       ,0.040       ,0.885       ,20.810      ,20.809      ,20.816      ,-0.007      ,-0.116      ,0.000       ,0.00054       ,2147474716    ,294.961         ,151.200       ,-0.528              ,0.000               ,1500.133        ,0.00000           ,0.00000               
16:56:48.399299     ,0.051       ,0.040       ,0.869       ,20.810      ,20.810      ,20.816      ,-0.006      ,-0.110      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.400       ,-0.525              ,0.000               ,1500.158        ,0.00000           ,0.00000               
16:56:48.419292     ,0.051       ,0.039       ,0.869       ,20.810      ,20.810      ,20.816      ,-0.006      ,-0.105      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.000       ,-0.524              ,0.000               ,1500.209        ,0.00000           ,0.00000               
16:56:48.439293     ,0.049       ,0.039       ,0.869       ,20.830      ,20.824      ,20.816      ,0.008       ,-0.098      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.400       ,-0.525              ,0.000               ,1500.260        ,0.00000           ,0.00000               
16:56:48.459283     ,0.051       ,0.039       ,0.869       ,20.840      ,20.829      ,20.816      ,0.013       ,-0.084      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.800       ,-0.526              ,0.000               ,1500.309        ,0.00000           ,0.00000               
16:56:48.479277     ,0.051       ,0.039       ,0.869       ,20.810      ,20.816      ,20.816      ,-0.000      ,-0.070      ,0.000       ,0.00054       ,2147474716    ,294.961         ,150.600       ,-0.526              ,0.000               ,1500.358        ,0.00000           ,0.00000               
