Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:14:54.864916     ,0.000       ,0.504       ,0.000       ,5.240       ,5.269       ,0.006       ,-0.03927      ,2147480556    ,88.242          ,0.000         ,-0.000              ,0.000               ,-2532.502       ,0.00000           ,0.00000               
15:14:54.884866     ,0.000       ,0.503       ,0.000       ,5.220       ,5.269       ,0.010       ,-0.03927      ,2147480556    ,88.242          ,0.000         ,-0.000              ,0.000               ,-2532.502       ,0.00000           ,0.00000               
15:14:54.904788     ,0.000       ,0.503       ,0.000       ,5.240       ,5.269       ,0.013       ,-0.03935      ,2147480555    ,88.154          ,0.000         ,-0.000              ,0.000               ,-2532.502       ,0.00000           ,0.00000               
15:14:54.924858     ,0.000       ,0.502       ,0.000       ,5.220       ,5.269       ,0.017       ,-0.03942      ,2147480554    ,88.066          ,0.000         ,-0.000              ,0.000               ,-2532.502       ,0.00383           ,0.00016               
15:14:54.945173     ,0.000       ,0.501       ,0.000       ,5.210       ,5.269       ,0.022       ,-0.03942      ,2147480554    ,88.066          ,0.000         ,-0.000              ,0.000               ,-2532.502       ,0.00384           ,0.00050               
15:14:54.965619     ,0.000       ,0.501       ,0.000       ,5.200       ,5.269       ,0.027       ,-0.03950      ,2147480553    ,87.979          ,0.000         ,-0.000              ,0.001               ,-2532.501       ,0.00000           ,0.00078               
15:14:54.985500     ,0.000       ,0.500       ,0.000       ,5.190       ,5.269       ,0.031       ,-0.03958      ,2147480552    ,87.891          ,0.000         ,-0.000              ,0.001               ,-2532.501       ,0.00384           ,0.00116               
15:14:55.005490     ,0.000       ,0.499       ,0.000       ,5.160       ,5.269       ,0.038       ,-0.03973      ,2147480550    ,87.715          ,0.000         ,-0.000              ,0.002               ,-2532.501       ,0.00383           ,0.00164               
15:14:55.026389     ,0.000       ,0.497       ,0.000       ,5.130       ,5.269       ,0.048       ,-0.03988      ,2147480548    ,87.539          ,0.000         ,-0.000              ,0.002               ,-2532.501       ,0.00767           ,0.00220               
15:14:55.047118     ,0.000       ,0.496       ,0.000       ,5.120       ,5.269       ,0.058       ,-0.04004      ,2147480546    ,87.363          ,0.000         ,-0.000              ,0.003               ,-2532.501       ,0.00767           ,0.00282               
15:14:55.067752     ,0.000       ,0.493       ,0.000       ,5.080       ,5.269       ,0.070       ,-0.04027      ,2147480543    ,87.100          ,0.000         ,-0.000              ,0.004               ,-2532.501       ,0.00767           ,0.00364               
15:14:55.088427     ,0.000       ,0.491       ,0.000       ,5.060       ,5.269       ,0.085       ,-0.04057      ,2147480539    ,86.748          ,0.000         ,-0.000              ,0.005               ,-2532.501       ,0.01151           ,0.00466               
15:14:55.108995     ,0.000       ,0.490       ,0.000       ,5.020       ,5.269       ,0.100       ,-0.04088      ,2147480535    ,86.396          ,0.000         ,-0.000              ,0.006               ,-2532.502       ,0.01534           ,0.00599               
15:14:55.129761     ,0.000       ,0.487       ,0.000       ,5.010       ,5.269       ,0.116       ,-0.04126      ,2147480530    ,85.957          ,0.000         ,-0.000              ,0.007               ,-2532.502       ,0.01534           ,0.00742               
15:14:55.150514     ,0.000       ,0.484       ,0.000       ,4.960       ,5.269       ,0.132       ,-0.04180      ,2147480523    ,85.342          ,0.000         ,-0.000              ,0.009               ,-2532.502       ,0.01917           ,0.00905               
15:14:55.172402     ,0.000       ,0.481       ,0.000       ,4.900       ,5.269       ,0.152       ,-0.04241      ,2147480515    ,84.639          ,0.000         ,-0.000              ,0.011               ,-2532.502       ,0.02686           ,0.01097               
15:14:55.193145     ,0.000       ,0.477       ,0.000       ,4.860       ,5.269       ,0.174       ,-0.04326      ,2147480504    ,83.672          ,0.000         ,-0.000              ,0.013               ,-2532.503       ,0.03066           ,0.01343               
15:14:55.204988     ,0.000       ,0.474       ,0.000       ,4.850       ,5.269       ,0.195       ,-0.04418      ,2147480492    ,82.617          ,0.000         ,-0.000              ,0.017               ,-2532.503       ,0.04217           ,0.01660               
15:14:55.224880     ,0.000       ,0.473       ,0.000       ,4.830       ,5.269       ,0.215       ,-0.04525      ,2147480478    ,81.387          ,-0.400        ,0.001               ,0.021               ,-2532.505       ,0.04605           ,0.02054               
15:14:55.244851     ,0.000       ,0.470       ,0.000       ,4.800       ,5.269       ,0.235       ,-0.04648      ,2147480462    ,79.980          ,-0.800        ,0.003               ,0.025               ,-2532.508       ,0.05368           ,0.02525               
15:14:55.264983     ,0.000       ,0.467       ,0.000       ,4.800       ,5.269       ,0.250       ,-0.04786      ,2147480444    ,78.398          ,-1.800        ,0.006               ,0.031               ,-2532.511       ,0.06139           ,0.03079               
