Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:21:46.044142     ,0.000       ,0.000       ,5.310       ,5.296       ,-0.008      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.064152     ,0.000       ,0.000       ,5.310       ,5.296       ,-0.008      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.084179     ,0.000       ,0.000       ,5.310       ,5.296       ,-0.008      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.104133     ,0.000       ,0.000       ,5.310       ,5.296       ,-0.008      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.124131     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.007      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.144133     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.006      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.164135     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.005      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.184129     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.003      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.204135     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.224126     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.244126     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.264133     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.284118     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.304121     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.324116     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.344128     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.364159     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.384127     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.404146     ,0.000       ,0.000       ,5.300       ,5.296       ,-0.002      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.424119     ,0.000       ,0.000       ,5.280       ,5.296       ,-0.001      ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.444137     ,0.000       ,0.000       ,5.280       ,5.296       ,0.001       ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
15:21:46.464138     ,0.000       ,0.000       ,5.280       ,5.296       ,0.005       ,0.00000       ,847           ,74.443          ,0.000         ,-0.000              ,0.000               ,-3704.842       ,0.00000           ,0.00000               
