Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:02:36.041824     ,0.881       ,0.880       ,19.831      ,16.150      ,16.145      ,16.175      ,-0.030      ,-0.015      ,-0.001      ,-0.000      ,-0.006      ,880.000     ,0.000       ,-0.030      ,16.145      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,0.003         
17:02:36.049626     ,0.881       ,0.880       ,19.831      ,16.160      ,16.146      ,16.175      ,-0.030      ,-0.015      ,-0.001      ,-0.000      ,-0.006      ,880.000     ,0.000       ,-0.030      ,16.145      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,0.003         
17:02:36.062675     ,0.881       ,0.880       ,19.831      ,16.180      ,16.150      ,16.175      ,-0.029      ,-0.014      ,-0.002      ,0.000       ,-0.005      ,880.000     ,0.000       ,-0.029      ,16.146      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.005        ,0.001         
17:02:36.069771     ,0.881       ,0.880       ,19.831      ,16.160      ,16.148      ,16.175      ,-0.025      ,-0.012      ,-0.002      ,-0.000      ,-0.005      ,880.000     ,0.000       ,-0.025      ,16.150      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.005        ,0.001         
17:02:36.088929     ,0.883       ,0.880       ,19.848      ,16.160      ,16.150      ,16.175      ,-0.025      ,-0.012      ,-0.002      ,0.000       ,-0.005      ,880.000     ,0.000       ,-0.025      ,16.150      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.005        ,0.001         
17:02:36.089759     ,0.883       ,0.880       ,19.848      ,16.160      ,16.153      ,16.175      ,-0.022      ,-0.011      ,-0.002      ,0.000       ,-0.004      ,880.000     ,0.000       ,-0.022      ,16.153      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,0.001         
17:02:36.103962     ,0.883       ,0.880       ,19.848      ,16.160      ,16.154      ,16.175      ,-0.022      ,-0.011      ,-0.002      ,-0.000      ,-0.004      ,880.000     ,0.000       ,-0.022      ,16.153      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,-0.000        
17:02:36.109724     ,0.883       ,0.880       ,19.848      ,16.160      ,16.152      ,16.175      ,-0.021      ,-0.011      ,-0.002      ,-0.000      ,-0.004      ,880.000     ,0.000       ,-0.021      ,16.154      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,-0.000        
17:02:36.123746     ,0.883       ,0.880       ,19.848      ,16.160      ,16.154      ,16.175      ,-0.023      ,-0.012      ,-0.002      ,-0.000      ,-0.004      ,880.000     ,0.000       ,-0.023      ,16.152      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,0.003         
17:02:36.129719     ,0.883       ,0.880       ,19.848      ,16.150      ,16.153      ,16.175      ,-0.021      ,-0.011      ,-0.002      ,0.000       ,-0.004      ,880.000     ,0.000       ,-0.021      ,16.154      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,0.003         
17:02:36.146984     ,0.883       ,0.880       ,19.848      ,16.160      ,16.152      ,16.175      ,-0.022      ,-0.011      ,-0.002      ,-0.000      ,-0.004      ,880.000     ,0.000       ,-0.022      ,16.153      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,0.003         
17:02:36.149748     ,0.883       ,0.880       ,19.848      ,16.180      ,16.154      ,16.175      ,-0.023      ,-0.011      ,-0.002      ,0.000       ,-0.004      ,880.000     ,0.000       ,-0.023      ,16.152      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,0.003         
17:02:36.159684     ,0.883       ,0.880       ,19.848      ,16.180      ,16.155      ,16.175      ,-0.023      ,-0.011      ,-0.002      ,0.000       ,-0.004      ,880.000     ,0.000       ,-0.023      ,16.152      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,0.003         
17:02:36.169560     ,0.883       ,0.880       ,19.848      ,16.180      ,16.157      ,16.175      ,-0.019      ,-0.010      ,-0.002      ,0.000       ,-0.004      ,880.000     ,0.000       ,-0.019      ,16.155      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.004        ,0.003         
17:02:36.183137     ,0.879       ,0.880       ,19.831      ,16.160      ,16.158      ,16.175      ,-0.017      ,-0.008      ,-0.002      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.017      ,16.158      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.003         
17:02:36.189721     ,0.879       ,0.880       ,19.831      ,16.160      ,16.159      ,16.175      ,-0.017      ,-0.008      ,-0.002      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.017      ,16.158      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.003         
17:02:36.199801     ,0.879       ,0.880       ,19.831      ,16.160      ,16.158      ,16.175      ,-0.016      ,-0.008      ,-0.002      ,0.000       ,-0.003      ,880.000     ,0.000       ,-0.016      ,16.159      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.003         
17:02:36.209683     ,0.879       ,0.880       ,19.831      ,16.180      ,16.161      ,16.175      ,-0.017      ,-0.008      ,-0.002      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.017      ,16.158      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.001         
17:02:36.219534     ,0.879       ,0.880       ,19.831      ,16.180      ,16.163      ,16.175      ,-0.014      ,-0.007      ,-0.002      ,0.000       ,-0.003      ,880.000     ,0.000       ,-0.014      ,16.161      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.001         
17:02:36.229682     ,0.879       ,0.880       ,19.831      ,16.180      ,16.166      ,16.175      ,-0.012      ,-0.006      ,-0.002      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.012      ,16.163      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.003         
17:02:36.239724     ,0.879       ,0.880       ,19.831      ,16.180      ,16.167      ,16.175      ,-0.009      ,0.000       ,-0.002      ,0.001       ,-0.000      ,880.000     ,0.000       ,-0.009      ,16.166      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.003         
17:02:36.249820     ,0.879       ,0.880       ,19.831      ,16.180      ,16.168      ,16.175      ,-0.008      ,0.000       ,-0.002      ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.008      ,16.167      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.001         
17:02:36.264670     ,0.879       ,0.880       ,19.831      ,16.160      ,16.163      ,16.175      ,-0.007      ,0.000       ,-0.002      ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.007      ,16.168      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.001         
17:02:36.269739     ,0.879       ,0.880       ,19.831      ,16.160      ,16.162      ,16.175      ,-0.012      ,-0.006      ,-0.002      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.012      ,16.163      ,0.00000       ,2147480898    ,118.301         ,0.000         ,-0.000              ,-0.000              ,23923.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.001         
