Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg)
14:26:08.261711     ,0.441       ,0.000       ,9.106       ,11.840      ,11.836      ,11.836      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.271815     ,0.438       ,0.000       ,9.106       ,11.850      ,11.842      ,11.839      ,0.003       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.281830     ,0.438       ,0.000       ,9.171       ,11.840      ,11.830      ,11.836      ,-0.006      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.291667     ,0.438       ,0.000       ,9.171       ,11.840      ,11.832      ,11.835      ,-0.003      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.301771     ,0.439       ,0.000       ,9.171       ,11.850      ,11.842      ,11.837      ,0.006       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.311678     ,0.439       ,0.000       ,9.138       ,11.840      ,11.833      ,11.836      ,-0.003      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.321666     ,0.439       ,0.000       ,9.138       ,11.840      ,11.835      ,11.836      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.331851     ,0.441       ,0.000       ,9.138       ,11.840      ,11.836      ,11.836      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.341672     ,0.441       ,0.000       ,9.187       ,11.840      ,11.836      ,11.836      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
14:26:08.351667     ,0.441       ,0.000       ,9.187       ,11.850      ,11.843      ,11.837      ,0.007       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00353      ,2147483602    ,355.957         ,0.000         ,0.000               ,0.000               ,0.000           ,0.00000           ,0.00000               ,0.000         ,0.000         
