Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:50:26.018259     ,0.881       ,0.880       ,18.898      ,16.200      ,16.197      ,16.195      ,0.002       ,0.001       ,-0.000      ,0.000       ,0.001       ,880.000     ,0.000       ,0.002       ,16.197      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,-0.001        
17:50:26.026927     ,0.881       ,0.880       ,18.898      ,16.200      ,16.197      ,16.195      ,0.002       ,0.002       ,-0.000      ,0.000       ,0.001       ,880.000     ,0.000       ,0.002       ,16.197      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,-0.001        
17:50:26.037988     ,0.881       ,0.880       ,18.898      ,16.200      ,16.196      ,16.195      ,0.002       ,0.002       ,-0.000      ,0.000       ,0.001       ,880.000     ,0.000       ,0.002       ,16.197      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.001         
17:50:26.046910     ,0.881       ,0.880       ,18.898      ,16.210      ,16.196      ,16.195      ,0.002       ,0.001       ,-0.000      ,0.000       ,0.001       ,880.000     ,0.000       ,0.002       ,16.196      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.001         
17:50:26.061207     ,0.881       ,0.880       ,18.914      ,16.200      ,16.195      ,16.195      ,0.000       ,0.000       ,-0.000      ,-0.000      ,-0.001      ,880.000     ,0.000       ,0.000       ,16.195      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.001        ,-0.001        
17:50:26.066901     ,0.881       ,0.880       ,18.914      ,16.210      ,16.197      ,16.195      ,0.002       ,0.001       ,-0.000      ,0.000       ,0.001       ,880.000     ,0.000       ,0.002       ,16.197      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,-0.001        
17:50:26.077463     ,0.881       ,0.880       ,18.914      ,16.200      ,16.196      ,16.195      ,0.002       ,0.001       ,-0.000      ,0.000       ,0.001       ,880.000     ,0.000       ,0.002       ,16.197      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:50:26.086914     ,0.881       ,0.880       ,18.914      ,16.200      ,16.195      ,16.195      ,0.000       ,0.000       ,-0.000      ,-0.000      ,-0.000      ,880.000     ,0.000       ,0.000       ,16.195      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.001         
17:50:26.096897     ,0.881       ,0.880       ,18.914      ,16.210      ,16.195      ,16.195      ,0.000       ,0.000       ,-0.000      ,0.000       ,-0.000      ,880.000     ,0.000       ,0.000       ,16.195      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.003         
17:50:26.106929     ,0.881       ,0.880       ,18.914      ,16.200      ,16.195      ,16.195      ,0.000       ,0.000       ,-0.000      ,0.000       ,-0.000      ,880.000     ,0.000       ,0.000       ,16.195      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.003         
17:50:26.116895     ,0.881       ,0.880       ,18.914      ,16.200      ,16.193      ,16.195      ,-0.001      ,-0.001      ,-0.000      ,-0.000      ,-0.001      ,880.000     ,0.000       ,-0.001      ,16.193      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.001        ,-0.000        
17:50:26.126909     ,0.881       ,0.880       ,18.914      ,16.210      ,16.196      ,16.195      ,0.001       ,0.001       ,-0.000      ,0.000       ,0.001       ,880.000     ,0.000       ,0.001       ,16.196      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,-0.000        
17:50:26.136902     ,0.881       ,0.880       ,18.914      ,16.200      ,16.196      ,16.195      ,0.001       ,0.001       ,-0.000      ,-0.000      ,0.000       ,880.000     ,0.000       ,0.001       ,16.196      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:50:26.152032     ,0.881       ,0.880       ,18.914      ,16.200      ,16.194      ,16.195      ,0.001       ,0.001       ,-0.000      ,-0.000      ,0.000       ,880.000     ,0.000       ,0.001       ,16.196      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:50:26.160368     ,0.883       ,0.880       ,18.882      ,16.200      ,16.194      ,16.195      ,-0.001      ,0.000       ,-0.000      ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.001      ,16.194      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.001         
17:50:26.170871     ,0.883       ,0.880       ,18.882      ,16.200      ,16.194      ,16.195      ,-0.001      ,0.000       ,-0.000      ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.001      ,16.194      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.000        
17:50:26.176890     ,0.883       ,0.880       ,18.882      ,16.210      ,16.194      ,16.195      ,-0.001      ,0.000       ,-0.000      ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.001      ,16.194      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.000        
17:50:26.191789     ,0.883       ,0.880       ,18.882      ,16.210      ,16.195      ,16.195      ,-0.001      ,0.000       ,-0.000      ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.001      ,16.194      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.001         
17:50:26.196888     ,0.883       ,0.880       ,18.882      ,16.210      ,16.196      ,16.195      ,0.002       ,0.001       ,-0.000      ,-0.000      ,0.001       ,880.000     ,0.000       ,0.002       ,16.196      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.001         
17:50:26.212874     ,0.883       ,0.880       ,18.882      ,16.210      ,16.197      ,16.195      ,0.002       ,0.001       ,-0.000      ,-0.000      ,0.001       ,880.000     ,0.000       ,0.002       ,16.196      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.001         
17:50:26.216905     ,0.883       ,0.880       ,18.882      ,16.200      ,16.197      ,16.195      ,0.003       ,0.002       ,-0.000      ,-0.000      ,0.001       ,880.000     ,0.000       ,0.003       ,16.197      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.001         
17:50:26.232348     ,0.883       ,0.880       ,18.882      ,16.210      ,16.198      ,16.195      ,0.003       ,0.002       ,-0.000      ,-0.000      ,0.001       ,880.000     ,0.000       ,0.003       ,16.197      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.002         ,-0.001        
17:50:26.236909     ,0.883       ,0.880       ,18.882      ,16.210      ,16.199      ,16.195      ,0.004       ,0.003       ,-0.000      ,0.000       ,0.003       ,880.000     ,0.000       ,0.004       ,16.199      ,0.00000       ,2147483644    ,359.648         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.003         ,-0.001        
