Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:17:19.841304     ,0.000       ,0.000       ,5.330       ,5.300       ,-0.017      ,-0.00123      ,479           ,42.100          ,26.000        ,-0.091              ,-0.034              ,-3781.032       ,-0.00384          ,0.00379               
15:17:19.861315     ,0.000       ,0.000       ,5.330       ,5.300       ,-0.017      ,-0.00107      ,481           ,42.275          ,26.000        ,-0.091              ,-0.035              ,-3781.028       ,-0.00767          ,0.00078               
15:17:19.881330     ,0.000       ,0.000       ,5.240       ,5.300       ,-0.007      ,-0.00084      ,484           ,42.539          ,23.000        ,-0.080              ,-0.036              ,-3781.028       ,-0.01150          ,-0.00266              
15:17:19.901295     ,0.000       ,0.000       ,5.240       ,5.300       ,0.003       ,-0.00061      ,487           ,42.803          ,19.000        ,-0.066              ,0.033               ,-3781.028       ,-0.01150          ,-0.00607              
15:17:19.921303     ,0.000       ,0.000       ,5.240       ,5.300       ,0.014       ,-0.00038      ,490           ,43.066          ,16.000        ,-0.056              ,0.032               ,-3781.027       ,-0.01151          ,-0.00868              
15:17:19.941308     ,0.000       ,0.000       ,5.240       ,5.300       ,0.024       ,-0.00015      ,493           ,43.330          ,9.000         ,-0.031              ,0.032               ,-3781.039       ,-0.01151          ,-0.01012              
15:17:19.961305     ,0.000       ,0.000       ,5.240       ,5.300       ,0.035       ,0.00000       ,495           ,43.506          ,-4.000        ,0.014               ,0.031               ,-3781.063       ,-0.00767          ,-0.01060              
15:17:19.981316     ,0.000       ,0.000       ,5.280       ,5.300       ,0.030       ,0.00008       ,496           ,43.594          ,-15.000       ,0.052               ,0.032               ,-3781.085       ,-0.00383          ,-0.00982              
15:17:20.001375     ,0.000       ,0.000       ,5.280       ,5.300       ,0.026       ,0.00015       ,497           ,43.682          ,-22.000       ,0.077               ,0.032               ,-3781.100       ,-0.00383          ,-0.00787              
15:17:20.021280     ,0.000       ,0.000       ,5.280       ,5.300       ,0.021       ,0.00015       ,497           ,43.682          ,-24.000       ,0.084               ,0.033               ,-3781.108       ,0.00000           ,-0.00574              
15:17:20.041310     ,0.000       ,0.000       ,5.280       ,5.300       ,0.016       ,0.00000       ,495           ,43.506          ,-22.000       ,0.077               ,0.034               ,-3781.112       ,0.00767           ,-0.00330              
15:17:20.061314     ,0.000       ,0.000       ,5.280       ,5.300       ,0.012       ,-0.00015      ,493           ,43.330          ,-21.000       ,0.073               ,0.035               ,-3781.116       ,0.00767           ,0.00025               
15:17:20.081298     ,0.000       ,0.000       ,5.340       ,5.300       ,0.008       ,-0.00038      ,490           ,43.066          ,-18.000       ,0.063               ,0.036               ,-3781.118       ,0.00767           ,0.00202               
15:17:20.101283     ,0.000       ,0.000       ,5.340       ,5.300       ,0.001       ,-0.00061      ,487           ,42.803          ,-17.000       ,0.059               ,0.037               ,-3781.123       ,0.01150           ,0.00552               
15:17:20.121282     ,0.000       ,0.000       ,5.340       ,5.300       ,-0.006      ,-0.00084      ,484           ,42.539          ,-17.000       ,0.059               ,-0.032              ,-3781.130       ,0.01150           ,0.00802               
15:17:20.141285     ,0.000       ,0.000       ,5.340       ,5.300       ,-0.013      ,-0.00107      ,481           ,42.275          ,-12.000       ,0.042               ,-0.032              ,-3781.115       ,0.01151           ,0.00980               
15:17:20.161295     ,0.000       ,0.000       ,5.340       ,5.300       ,-0.020      ,-0.00123      ,479           ,42.100          ,1.000         ,-0.003              ,-0.031              ,-3781.090       ,0.01151           ,0.01067               
15:17:20.181305     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.021      ,-0.00130      ,478           ,42.012          ,13.000        ,-0.045              ,-0.031              ,-3781.068       ,0.00767           ,0.01048               
15:17:20.201323     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.016      ,-0.00130      ,478           ,42.012          ,19.000        ,-0.066              ,-0.032              ,-3781.060       ,0.00000           ,0.00766               
15:17:20.221295     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.013      ,-0.00130      ,478           ,42.012          ,19.000        ,-0.066              ,-0.033              ,-3781.058       ,0.00000           ,0.00486               
15:17:20.241290     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.009      ,-0.00115      ,480           ,42.188          ,16.000        ,-0.056              ,-0.034              ,-3781.057       ,-0.00767          ,0.00208               
15:17:20.261295     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.006      ,-0.00092      ,483           ,42.451          ,14.000        ,-0.049              ,-0.035              ,-3781.055       ,-0.01151          ,-0.00124              
15:17:20.281304     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.006      ,-0.00069      ,486           ,42.715          ,14.000        ,-0.049              ,-0.037              ,-3781.050       ,-0.01151          ,-0.00521              
15:17:20.301298     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.006      ,-0.00038      ,490           ,43.066          ,16.000        ,-0.056              ,-0.038              ,-3781.040       ,-0.01535          ,-0.00849              
15:17:20.321288     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.006      ,-0.00008      ,494           ,43.418          ,19.000        ,-0.066              ,-0.039              ,-3781.028       ,-0.01534          ,-0.01104              
15:17:20.341303     ,0.000       ,0.000       ,5.310       ,5.300       ,-0.006      ,0.00023       ,498           ,43.770          ,21.000        ,-0.073              ,-0.039              ,-3781.019       ,-0.01535          ,-0.01307              
