Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
08:45:23.011946     ,0.883       ,0.880       ,20.192      ,15.630      ,15.630      ,15.621      ,0.009       ,-0.012      ,0.000          ,0.000       ,1.378       ,0.000       ,0.020       ,880.000     ,0.000       ,0.009       ,15.63000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.020         ,0.030         
08:45:23.021930     ,0.883       ,0.880       ,20.192      ,15.710      ,15.710      ,15.621      ,0.089       ,0.043       ,0.000          ,0.000       ,2.928       ,0.000       ,0.030       ,880.000     ,0.000       ,0.089       ,15.71000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.030         ,0.020         
08:45:23.032845     ,0.883       ,0.880       ,20.192      ,15.750      ,15.750      ,15.621      ,0.129       ,0.082       ,0.000          ,0.000       ,3.407       ,0.000       ,0.040       ,880.000     ,0.000       ,0.129       ,15.75000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.040         ,0.028         
08:45:23.045397     ,0.878       ,0.880       ,20.175      ,15.750      ,15.750      ,15.621      ,0.129       ,0.093       ,0.000          ,0.000       ,2.584       ,0.000       ,0.050       ,880.000     ,0.000       ,0.129       ,15.75000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.050         ,0.037         
08:45:23.051947     ,0.878       ,0.880       ,20.175      ,15.740      ,15.740      ,15.621      ,0.119       ,0.095       ,0.000          ,0.000       ,1.747       ,0.000       ,0.060       ,880.000     ,0.000       ,0.119       ,15.74000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.060         ,0.037         
08:45:23.061931     ,0.878       ,0.880       ,20.175      ,15.650      ,15.650      ,15.621      ,0.029       ,0.044       ,0.000          ,0.000       ,-0.924      ,0.000       ,0.070       ,880.000     ,0.000       ,0.029       ,15.65000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.070         ,0.048         
08:45:23.071927     ,0.878       ,0.880       ,20.175      ,15.610      ,15.610      ,15.621      ,-0.011      ,0.016       ,0.000          ,0.000       ,-1.587      ,0.000       ,0.080       ,880.000     ,0.000       ,-0.011      ,15.61000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.080         ,0.057         
08:45:23.081935     ,0.878       ,0.880       ,20.175      ,15.500      ,15.500      ,15.621      ,-0.121      ,-0.061      ,0.000          ,0.000       ,-3.920      ,0.000       ,0.070       ,880.000     ,0.000       ,-0.121      ,15.50000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33203       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.070         ,0.070         
08:45:23.091935     ,0.878       ,0.880       ,20.175      ,15.500      ,15.500      ,15.621      ,-0.121      ,-0.077      ,0.000          ,0.000       ,-3.103      ,0.000       ,0.060       ,880.000     ,0.000       ,-0.121      ,15.50000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33398       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.060         ,0.067         
08:45:23.101943     ,0.878       ,0.880       ,20.175      ,15.500      ,15.500      ,15.621      ,-0.121      ,-0.088      ,0.000          ,0.000       ,-2.388      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.121      ,15.50000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33398       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.050         ,0.058         
08:45:23.112886     ,0.878       ,0.880       ,20.175      ,15.550      ,15.550      ,15.621      ,-0.071      ,-0.064      ,0.000          ,0.000       ,-0.575      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.071      ,15.55000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33398       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.040         ,0.050         
08:45:23.121927     ,0.878       ,0.880       ,20.175      ,15.680      ,15.680      ,15.621      ,0.059       ,0.017       ,0.000          ,0.000       ,2.797       ,0.000       ,0.050       ,880.000     ,0.000       ,0.059       ,15.68000      ,4993          ,-0.000          ,78.838        ,0.000               ,-0.000              ,-0.000          ,25055.33398       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.050         ,0.050         
