Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:16:23.628410     ,0.049       ,0.880       ,0.869       ,16.180      ,16.157      ,16.140      ,0.016       ,0.082       ,-0.000      ,0.092       ,0.175       ,880.000     ,0.016       ,16.157      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
17:16:23.639260     ,0.051       ,0.880       ,0.885       ,16.160      ,16.157      ,16.140      ,0.016       ,0.082       ,-0.000      ,0.092       ,0.175       ,880.000     ,0.016       ,16.157      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
17:16:23.648530     ,0.049       ,0.880       ,0.869       ,16.180      ,16.158      ,16.140      ,0.017       ,0.084       ,-0.000      ,-0.070      ,0.014       ,880.000     ,0.017       ,16.157      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
17:16:23.659029     ,0.051       ,0.880       ,0.885       ,16.160      ,16.159      ,16.140      ,0.018       ,0.090       ,-0.000      ,0.017       ,0.107       ,880.000     ,0.018       ,16.158      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:16:23.668493     ,0.049       ,0.880       ,0.869       ,16.180      ,16.164      ,16.140      ,0.019       ,0.096       ,-0.000      ,0.003       ,0.099       ,880.000     ,0.019       ,16.159      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:16:23.678405     ,0.049       ,0.880       ,0.853       ,16.160      ,16.160      ,16.140      ,0.020       ,0.098       ,-0.000      ,-0.164      ,-0.065      ,880.000     ,0.020       ,16.160      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
17:16:23.688487     ,0.051       ,0.880       ,0.869       ,16.160      ,16.160      ,16.140      ,0.020       ,0.098       ,-0.000      ,-0.164      ,-0.065      ,880.000     ,0.020       ,16.160      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
17:16:23.698410     ,0.051       ,0.880       ,0.869       ,16.180      ,16.160      ,16.140      ,0.020       ,0.101       ,-0.000      ,0.089       ,0.190       ,880.000     ,0.020       ,16.160      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
17:16:23.708501     ,0.051       ,0.880       ,0.853       ,16.160      ,16.160      ,16.140      ,0.020       ,0.101       ,-0.000      ,0.089       ,0.190       ,880.000     ,0.020       ,16.160      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
17:16:23.718416     ,0.051       ,0.880       ,0.853       ,16.160      ,16.156      ,16.140      ,0.020       ,0.100       ,-0.000      ,-0.017      ,0.082       ,880.000     ,0.020       ,16.160      ,0.00000       ,1577          ,138.604         ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
