Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:56:05.143512     ,0.000       ,0.000       ,5.300       ,5.305       ,-0.001      ,0.00291       ,1670          ,146.777         ,39.000        ,-0.136              ,-0.148              ,-3622.126       ,-0.08437          ,-0.04333              
08:56:05.166360     ,0.000       ,0.000       ,5.300       ,5.305       ,-0.001      ,0.00284       ,1669          ,146.689         ,41.000        ,-0.143              ,-0.148              ,-3622.110       ,-0.08437          ,-0.04333              
08:56:05.187685     ,0.000       ,0.000       ,5.300       ,5.305       ,-0.001      ,0.00276       ,1668          ,146.602         ,42.000        ,-0.147              ,-0.160              ,-3622.095       ,-0.07286          ,-0.05484              
08:56:05.205448     ,0.000       ,0.000       ,5.300       ,5.305       ,-0.001      ,0.00268       ,1667          ,146.514         ,43.000        ,-0.150              ,-0.160              ,-3622.080       ,-0.07286          ,-0.05484              
08:56:05.223425     ,0.000       ,0.000       ,5.300       ,5.305       ,-0.001      ,0.00253       ,1665          ,146.338         ,42.000        ,-0.147              ,-0.160              ,-3622.083       ,-0.07286          ,-0.05484              
08:56:05.250191     ,0.000       ,0.000       ,5.220       ,5.305       ,-0.001      ,0.00222       ,1661          ,145.986         ,29.000        ,-0.101              ,-0.160              ,-3622.087       ,-0.07286          ,-0.05484              
08:56:05.267934     ,0.000       ,0.000       ,5.220       ,5.305       ,-0.001      ,0.00184       ,1656          ,145.547         ,23.000        ,-0.080              ,-0.160              ,-3622.088       ,-0.07286          ,-0.05484              
08:56:05.285694     ,0.000       ,0.000       ,5.220       ,5.305       ,-0.001      ,0.00138       ,1650          ,145.020         ,18.000        ,-0.063              ,-0.160              ,-3622.090       ,-0.07286          ,-0.05484              
08:56:05.303603     ,0.000       ,0.000       ,5.220       ,5.305       ,-0.001      ,0.00084       ,1643          ,144.404         ,16.000        ,-0.056              ,-0.160              ,-3622.093       ,-0.07286          ,-0.05484              
08:56:05.330030     ,0.000       ,0.000       ,5.220       ,5.305       ,0.000       ,-0.00015      ,1630          ,143.262         ,9.000         ,-0.031              ,0.043               ,-3622.096       ,-0.04602          ,-0.06136              
08:56:05.347919     ,0.000       ,0.000       ,5.030       ,5.305       ,0.000       ,-0.00100      ,1619          ,142.295         ,6.000         ,-0.021              ,0.043               ,-3622.100       ,-0.04602          ,-0.06136              
08:56:05.365648     ,0.000       ,0.000       ,5.030       ,5.305       ,0.000       ,-0.00199      ,1606          ,141.152         ,2.000         ,-0.007              ,0.043               ,-3622.105       ,-0.04602          ,-0.06136              
08:56:05.383596     ,0.000       ,0.000       ,5.030       ,5.305       ,0.005       ,-0.00314      ,1591          ,139.834         ,1.000         ,-0.003              ,0.060               ,-3622.110       ,0.05177           ,-0.04449              
08:56:05.410078     ,0.000       ,0.000       ,5.030       ,5.305       ,0.005       ,-0.00514      ,1565          ,137.549         ,-4.000        ,0.014               ,0.060               ,-3622.116       ,0.05177           ,-0.04449              
08:56:05.427828     ,0.000       ,0.000       ,5.030       ,5.305       ,0.005       ,-0.00660      ,1546          ,135.879         ,-7.000        ,0.024               ,0.060               ,-3622.125       ,0.05177           ,-0.04449              
08:56:05.445561     ,0.000       ,0.000       ,5.030       ,5.305       ,0.005       ,-0.00836      ,1523          ,133.857         ,-11.000       ,0.038               ,0.060               ,-3622.135       ,0.05177           ,-0.04449              
08:56:05.463445     ,0.000       ,0.000       ,4.840       ,5.305       ,0.005       ,-0.01028      ,1498          ,131.660         ,-12.000       ,0.042               ,0.060               ,-3622.143       ,0.05177           ,-0.04449              
08:56:05.490127     ,0.000       ,0.000       ,4.840       ,5.305       ,0.005       ,-0.01335      ,1458          ,128.145         ,-16.000       ,0.056               ,0.060               ,-3622.153       ,0.05177           ,-0.04449              
08:56:05.507838     ,0.000       ,0.000       ,4.840       ,5.305       ,0.023       ,-0.01572      ,1427          ,125.420         ,-19.000       ,0.066               ,0.107               ,-3622.164       ,0.16490           ,0.00268               
08:56:05.525774     ,0.000       ,0.000       ,4.840       ,5.305       ,0.023       ,-0.01833      ,1393          ,122.432         ,-22.000       ,0.077               ,0.107               ,-3622.176       ,0.16490           ,0.00268               
08:56:05.543527     ,0.000       ,0.000       ,4.840       ,5.305       ,0.023       ,-0.02117      ,1356          ,119.180         ,-23.000       ,0.080               ,0.107               ,-3622.188       ,0.16490           ,0.00268               
08:56:05.570147     ,0.000       ,0.000       ,4.710       ,5.305       ,0.023       ,-0.02546      ,1300          ,114.258         ,-27.000       ,0.094               ,0.107               ,-3622.204       ,0.16490           ,0.00268               
08:56:05.587906     ,0.000       ,0.000       ,4.710       ,5.305       ,0.051       ,-0.02869      ,1258          ,110.566         ,-32.000       ,0.112               ,0.224               ,-3622.224       ,0.49854           ,0.11927               
08:56:05.605611     ,0.000       ,0.000       ,4.710       ,5.305       ,0.051       ,-0.03214      ,1213          ,106.611         ,-37.000       ,0.129               ,0.224               ,-3622.243       ,0.49854           ,0.11927               
08:56:05.623558     ,0.000       ,0.000       ,4.710       ,5.305       ,0.051       ,-0.03574      ,1166          ,102.480         ,-39.000       ,0.136               ,0.224               ,-3622.264       ,0.49854           ,0.11927               
08:56:05.649953     ,0.000       ,0.000       ,4.790       ,5.305       ,0.051       ,-0.04134      ,1093          ,96.064          ,-46.000       ,0.161               ,0.224               ,-3622.290       ,0.49854           ,0.11927               
08:56:05.667696     ,0.000       ,0.000       ,4.790       ,5.305       ,0.051       ,-0.04533      ,1041          ,91.494          ,-54.000       ,0.188               ,0.224               ,-3622.325       ,0.49854           ,0.11927               
08:56:05.685303     ,0.000       ,0.000       ,4.790       ,5.305       ,0.051       ,-0.04947      ,987           ,86.748          ,-64.000       ,0.223               ,0.224               ,-3622.363       ,0.49854           ,0.11927               
08:56:05.703219     ,0.000       ,0.000       ,4.790       ,5.305       ,0.087       ,-0.05361      ,933           ,82.002          ,-69.000       ,0.241               ,0.395               ,-3622.403       ,0.78425           ,0.29069               
08:56:05.730220     ,0.000       ,0.000       ,4.790       ,5.305       ,0.087       ,-0.06044      ,844           ,74.180          ,-82.000       ,0.286               ,0.395               ,-3622.442       ,0.78425           ,0.29069               
08:56:05.748659     ,0.000       ,0.000       ,4.900       ,5.305       ,0.087       ,-0.06512      ,783           ,68.818          ,-88.000       ,0.307               ,0.395               ,-3622.482       ,0.78425           ,0.29069               
08:56:05.766391     ,0.000       ,0.000       ,4.900       ,5.305       ,0.087       ,-0.07033      ,715           ,62.842          ,-97.000       ,0.339               ,0.395               ,-3622.535       ,0.78425           ,0.29069               
08:56:05.784111     ,0.000       ,0.000       ,4.900       ,5.305       ,0.118       ,-0.07509      ,653           ,57.393          ,-111.000      ,0.387               ,0.685               ,-3622.600       ,1.40167           ,0.58023               
08:56:05.810750     ,0.000       ,0.000       ,4.900       ,5.305       ,0.118       ,-0.08291      ,551           ,48.428          ,-128.000      ,0.447               ,0.685               ,-3622.670       ,1.40167           ,0.58023               
08:56:05.828591     ,0.000       ,0.000       ,4.900       ,5.305       ,0.118       ,-0.08828      ,481           ,42.275          ,-144.000      ,0.503               ,0.685               ,-3622.747       ,1.40167           ,0.58023               
08:56:05.846425     ,0.000       ,0.000       ,4.900       ,5.305       ,0.118       ,-0.09380      ,409           ,35.947          ,-164.000      ,0.572               ,0.685               ,-3622.840       ,1.40167           ,0.58023               
08:56:05.864547     ,0.000       ,0.000       ,4.950       ,5.305       ,0.118       ,-0.09940      ,336           ,29.531          ,-187.000      ,0.653               ,0.685               ,-3622.941       ,1.40167           ,0.58023               
08:56:05.891167     ,0.000       ,0.000       ,4.950       ,5.305       ,0.118       ,-0.10776      ,227           ,19.951          ,-209.000      ,0.730               ,0.685               ,-3623.045       ,1.40167           ,0.58023               
08:56:05.908872     ,0.000       ,0.000       ,4.950       ,5.305       ,0.140       ,-0.11367      ,150           ,13.184          ,-226.000      ,0.789               ,1.031               ,-3623.144       ,1.78134           ,0.92614               
08:56:05.926791     ,0.000       ,0.000       ,4.950       ,5.305       ,0.140       ,-0.11965      ,72            ,6.328           ,-239.000      ,0.834               ,1.031               ,-3623.242       ,1.78134           ,0.92614               
08:56:05.944527     ,0.000       ,0.000       ,4.950       ,5.305       ,0.140       ,-0.12586      ,2147483639    ,359.209         ,-251.000      ,0.876               ,1.031               ,-3623.349       ,1.78134           ,0.92614               
08:56:05.971305     ,0.000       ,0.000       ,5.010       ,5.305       ,0.159       ,-0.13514      ,2147483518    ,348.574         ,-269.000      ,0.939               ,1.481               ,-3623.477       ,2.41602           ,1.37636               
08:56:05.989227     ,0.000       ,0.000       ,5.010       ,5.305       ,0.159       ,-0.14143      ,2147483436    ,341.367         ,-294.000      ,1.026               ,1.481               ,-3623.622       ,2.41602           ,1.37636               
08:56:06.007134     ,0.000       ,0.000       ,5.010       ,5.305       ,0.159       ,-0.14742      ,2147483358    ,334.512         ,-321.000      ,1.121               ,1.481               ,-3623.774       ,2.41602           ,1.37636               
