Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
00:00:17.749717     ,0.000       ,0.000       ,0.000       ,16.280      ,16.315      ,16.315      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00038      ,2475          ,217.529         ,-15.600       ,0.054               ,0.000               ,34513.891       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.025         
00:00:17.757889     ,0.000       ,0.000       ,0.000       ,16.150      ,16.266      ,16.290      ,-0.025      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00046      ,2474          ,217.441         ,-19.600       ,0.068               ,0.000               ,34513.891       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.081         ,0.025         
00:00:17.768183     ,0.000       ,0.000       ,0.000       ,15.980      ,16.209      ,16.263      ,-0.054      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00054      ,2473          ,217.354         ,-22.400       ,0.078               ,0.000               ,34513.902       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.095         ,0.079         
00:00:17.777907     ,0.000       ,0.000       ,0.000       ,15.830      ,16.133      ,16.231      ,-0.097      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00054      ,2473          ,217.354         ,-22.400       ,0.078               ,0.000               ,34513.914       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.100         ,0.079         
00:00:17.788824     ,0.000       ,0.000       ,0.000       ,15.830      ,16.049      ,16.194      ,-0.145      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00054      ,2473          ,217.354         ,-19.800       ,0.069               ,0.000               ,34513.926       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.095         ,0.100         
00:00:17.799014     ,0.000       ,0.000       ,0.000       ,15.790      ,15.955      ,16.154      ,-0.200      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00054      ,2473          ,217.354         ,-16.000       ,0.056               ,0.000               ,34513.941       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.081         ,0.100         
00:00:17.810590     ,0.000       ,0.000       ,0.000       ,15.800      ,15.895      ,16.117      ,-0.222      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00054      ,2473          ,217.354         ,-9.000        ,0.031               ,0.000               ,34513.957       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.081         
00:00:17.819105     ,0.000       ,0.000       ,0.000       ,16.060      ,15.905      ,16.091      ,-0.186      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00054      ,2473          ,217.354         ,-3.200        ,0.011               ,0.000               ,34513.969       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.031         ,0.081         
00:00:17.828143     ,0.000       ,0.000       ,0.000       ,16.140      ,15.931      ,16.073      ,-0.142      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00054      ,2473          ,217.354         ,5.000         ,-0.017              ,0.000               ,34513.977       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.032         
00:00:17.837949     ,0.000       ,0.000       ,0.000       ,16.090      ,15.935      ,16.059      ,-0.125      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00046      ,2474          ,217.441         ,10.600        ,-0.037              ,0.000               ,34513.980       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.031        ,0.032         
