Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:12:44.063095     ,0.881       ,0.880       ,21.387      ,15.770      ,15.770      ,15.668      ,0.102       ,0.060       ,0.000          ,0.000       ,3.189       ,0.000       ,0.000       ,880.000     ,0.000       ,0.102       ,15.77000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.000         ,-0.001        
09:12:44.073072     ,0.881       ,0.880       ,21.387      ,15.770      ,15.770      ,15.668      ,0.102       ,0.069       ,0.000          ,0.000       ,2.386       ,0.000       ,0.010       ,880.000     ,0.000       ,0.102       ,15.77000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.010         ,-0.001        
09:12:44.086637     ,0.878       ,0.880       ,21.387      ,15.710      ,15.710      ,15.668      ,0.042       ,0.039       ,0.000          ,0.000       ,0.319       ,0.000       ,0.020       ,880.000     ,0.000       ,0.042       ,15.71000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.020         ,0.015         
09:12:44.093058     ,0.878       ,0.880       ,21.387      ,15.670      ,15.670      ,15.668      ,0.002       ,0.015       ,0.000          ,0.000       ,-0.677      ,0.000       ,0.030       ,880.000     ,0.000       ,0.002       ,15.67000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.030         ,0.027         
09:12:44.113045     ,0.878       ,0.880       ,21.387      ,15.560      ,15.560      ,15.668      ,-0.108      ,-0.069      ,0.000          ,0.000       ,-2.874      ,0.000       ,0.010       ,880.000     ,0.000       ,-0.108      ,15.56000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.010         ,0.010         
09:12:44.123084     ,0.878       ,0.880       ,21.387      ,15.570      ,15.570      ,15.668      ,-0.098      ,-0.071      ,0.000          ,0.000       ,-1.927      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.098      ,15.57000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.000         ,-0.004        
09:12:44.133132     ,0.878       ,0.880       ,21.387      ,15.620      ,15.620      ,15.668      ,-0.048      ,-0.046      ,0.000          ,0.000       ,-0.237      ,0.000       ,-0.010      ,880.000     ,0.000       ,-0.048      ,15.62000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,-0.010        ,-0.003        
09:12:44.143080     ,0.878       ,0.880       ,21.387      ,15.720      ,15.720      ,15.668      ,0.052       ,0.017       ,0.000          ,0.000       ,2.283       ,0.000       ,0.000       ,880.000     ,0.000       ,0.052       ,15.72000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.000         ,0.001         
09:12:44.153078     ,0.878       ,0.880       ,21.387      ,15.740      ,15.740      ,15.668      ,0.072       ,0.040       ,0.000          ,0.000       ,2.392       ,0.000       ,0.010       ,880.000     ,0.000       ,0.072       ,15.74000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.010         ,0.011         
09:12:44.163042     ,0.878       ,0.880       ,21.387      ,15.780      ,15.780      ,15.668      ,0.112       ,0.073       ,0.000          ,0.000       ,2.861       ,0.000       ,0.020       ,880.000     ,0.000       ,0.112       ,15.78000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.020         ,0.009         
09:12:44.173026     ,0.878       ,0.880       ,21.387      ,15.750      ,15.750      ,15.668      ,0.082       ,0.063       ,0.000          ,0.000       ,1.410       ,0.000       ,0.030       ,880.000     ,0.000       ,0.082       ,15.75000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.030         ,0.028         
09:12:44.193065     ,0.878       ,0.880       ,21.387      ,15.660      ,15.660      ,15.668      ,-0.008      ,0.010       ,0.000          ,0.000       ,-0.956      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.008      ,15.66000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.050         ,0.047         
09:12:44.206464     ,0.879       ,0.880       ,21.387      ,15.610      ,15.610      ,15.668      ,-0.058      ,-0.026      ,0.000          ,0.000       ,-1.917      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.058      ,15.61000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.040         ,0.038         
09:12:44.213053     ,0.879       ,0.880       ,21.387      ,15.590      ,15.590      ,15.668      ,-0.078      ,-0.049      ,0.000          ,0.000       ,-2.157      ,0.000       ,0.030       ,880.000     ,0.000       ,-0.078      ,15.59000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.030         ,0.039         
09:12:44.223031     ,0.879       ,0.880       ,21.387      ,15.610      ,15.610      ,15.668      ,-0.058      ,-0.043      ,0.000          ,0.000       ,-1.148      ,0.000       ,0.020       ,880.000     ,0.000       ,-0.058      ,15.61000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.780         ,5.780         ,0.020         ,0.029         
09:12:44.233061     ,0.879       ,0.880       ,21.387      ,15.650      ,15.650      ,15.668      ,-0.018      ,-0.021      ,0.000          ,0.000       ,0.086       ,0.000       ,0.010       ,880.000     ,0.000       ,-0.018      ,15.65000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.010         ,0.020         
09:12:44.243070     ,0.879       ,0.880       ,21.387      ,15.750      ,15.750      ,15.668      ,0.082       ,0.043       ,0.000          ,0.000       ,2.534       ,0.000       ,0.020       ,880.000     ,0.000       ,0.082       ,15.75000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.020         ,0.018         
09:12:44.253049     ,0.879       ,0.880       ,21.387      ,15.790      ,15.790      ,15.668      ,0.122       ,0.080       ,0.000          ,0.000       ,3.092       ,0.000       ,0.030       ,880.000     ,0.000       ,0.122       ,15.79000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.030         ,0.028         
09:12:44.263059     ,0.879       ,0.880       ,21.387      ,15.830      ,15.830      ,15.668      ,0.162       ,0.116       ,0.000          ,0.000       ,3.372       ,0.000       ,0.040       ,880.000     ,0.000       ,0.162       ,15.83000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.040         ,0.039         
09:12:44.273038     ,0.879       ,0.880       ,21.387      ,15.830      ,15.830      ,15.668      ,0.162       ,0.127       ,0.000          ,0.000       ,2.562       ,0.000       ,0.050       ,880.000     ,0.000       ,0.162       ,15.83000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.050         ,0.051         
09:12:44.293071     ,0.879       ,0.880       ,21.387      ,15.740      ,15.740      ,15.668      ,0.072       ,0.082       ,0.000          ,0.000       ,-0.465      ,0.000       ,0.070       ,880.000     ,0.000       ,0.072       ,15.74000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.070         ,0.058         
09:12:44.313064     ,0.879       ,0.880       ,21.387      ,15.670      ,15.670      ,15.668      ,0.002       ,0.029       ,0.000          ,0.000       ,-1.565      ,0.000       ,0.090       ,880.000     ,0.000       ,0.002       ,15.67000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.090         ,0.077         
09:12:44.326646     ,0.883       ,0.880       ,21.452      ,15.660      ,15.660      ,15.668      ,-0.008      ,0.016       ,0.000          ,0.000       ,-1.359      ,0.000       ,0.100       ,880.000     ,0.000       ,-0.008      ,15.66000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.100         ,0.098         
09:12:44.333064     ,0.883       ,0.880       ,21.452      ,15.670      ,15.670      ,15.668      ,0.002       ,0.017       ,0.000          ,0.000       ,-0.700      ,0.000       ,0.110       ,880.000     ,0.000       ,0.002       ,15.67000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18359       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.110         ,0.099         
09:12:44.343126     ,0.883       ,0.880       ,21.452      ,15.660      ,15.660      ,15.668      ,-0.008      ,0.007       ,0.000          ,0.000       ,-0.732      ,0.000       ,0.120       ,880.000     ,0.000       ,-0.008      ,15.66000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18555       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.120         ,0.118         
09:12:44.353104     ,0.883       ,0.880       ,21.452      ,15.680      ,15.680      ,15.668      ,0.012       ,0.016       ,0.000          ,0.000       ,0.029       ,0.000       ,0.130       ,880.000     ,0.000       ,0.012       ,15.68000      ,7507          ,0.000           ,299.795       ,0.000               ,-0.000              ,-0.000          ,24985.18555       ,0.00000               ,0.000         ,5.770         ,5.770         ,0.130         ,0.128         
09:12:44.363062     ,0.883       ,0.880       ,21.452      ,15.770      ,15.770      ,15.668      ,0.102       ,0.073       ,0.000          ,0.000       ,2.368       ,0.000       ,0.140       ,880.000     ,0.000       ,0.102       ,15.77000      ,7508          ,0.000           ,299.883       ,0.000               ,-0.000              ,0.000           ,24985.18555       ,-0.00768              ,-0.000        ,5.770         ,5.770         ,0.140         ,0.138         
09:12:44.373033     ,0.883       ,0.880       ,21.452      ,15.740      ,15.740      ,15.668      ,0.072       ,0.060       ,0.000          ,0.000       ,0.998       ,0.000       ,0.150       ,880.000     ,0.000       ,0.072       ,15.74000      ,7508          ,0.000           ,299.883       ,0.000               ,-0.000              ,0.001           ,24985.18555       ,0.00000               ,-0.000        ,5.770         ,5.770         ,0.150         ,0.149         
09:12:44.393063     ,0.883       ,0.880       ,21.452      ,15.650      ,15.650      ,15.668      ,-0.018      ,0.001       ,0.000          ,0.000       ,-0.973      ,0.000       ,0.150       ,880.000     ,0.000       ,-0.018      ,15.65000      ,7510          ,0.000           ,300.059       ,0.600               ,-0.002              ,0.002           ,24985.18750       ,-0.00766              ,-0.001        ,5.770         ,5.770         ,0.150         ,0.149         
09:12:44.403031     ,0.883       ,0.880       ,21.452      ,15.740      ,15.740      ,15.668      ,0.072       ,0.051       ,0.000          ,0.000       ,1.326       ,0.000       ,0.160       ,880.000     ,0.000       ,0.072       ,15.74000      ,7511          ,0.000           ,300.146       ,1.000               ,-0.003              ,0.003           ,24985.18750       ,-0.00767              ,-0.001        ,5.770         ,5.770         ,0.160         ,0.160         
09:12:44.413050     ,0.883       ,0.880       ,21.452      ,15.780      ,15.780      ,15.668      ,0.112       ,0.084       ,0.000          ,0.000       ,2.198       ,0.000       ,0.170       ,880.000     ,0.000       ,0.112       ,15.78000      ,7513          ,0.000           ,300.322       ,1.000               ,-0.003              ,0.005           ,24985.18750       ,-0.01535              ,-0.002        ,5.770         ,5.770         ,0.170         ,0.170         
09:12:44.423031     ,0.883       ,0.880       ,21.452      ,15.800      ,15.800      ,15.668      ,0.132       ,0.103       ,0.000          ,0.000       ,2.187       ,0.000       ,0.180       ,880.000     ,0.000       ,0.132       ,15.80000      ,7514          ,0.001           ,300.410       ,1.000               ,-0.003              ,0.006           ,24985.18750       ,-0.00766              ,-0.002        ,5.770         ,5.770         ,0.180         ,0.179         
09:12:44.436512     ,0.881       ,0.880       ,21.420      ,15.790      ,15.790      ,15.668      ,0.122       ,0.104       ,0.000          ,0.000       ,1.432       ,0.000       ,0.190       ,880.000     ,0.000       ,0.122       ,15.79000      ,7516          ,0.001           ,300.586       ,1.000               ,-0.003              ,0.009           ,24985.18945       ,-0.01534              ,-0.003        ,5.770         ,5.770         ,0.190         ,0.179         
09:12:44.443151     ,0.881       ,0.880       ,21.420      ,15.750      ,15.750      ,15.668      ,0.082       ,0.083       ,0.000          ,0.000       ,0.120       ,0.000       ,0.200       ,880.000     ,0.000       ,0.082       ,15.75000      ,7518          ,0.001           ,300.762       ,1.400               ,-0.005              ,0.011           ,24985.18945       ,-0.01534              ,-0.004        ,5.770         ,5.770         ,0.200         ,0.199         
09:12:44.453047     ,0.881       ,0.880       ,21.420      ,15.750      ,15.750      ,15.668      ,0.082       ,0.083       ,0.000          ,0.000       ,0.181       ,0.000       ,0.210       ,880.000     ,0.000       ,0.082       ,15.75000      ,7520          ,0.001           ,300.938       ,1.800               ,-0.006              ,0.014           ,24985.18945       ,-0.01535              ,-0.005        ,5.770         ,5.770         ,0.210         ,0.199         
09:12:44.463104     ,0.881       ,0.880       ,21.420      ,15.670      ,15.670      ,15.668      ,0.002       ,0.032       ,0.000          ,0.000       ,-1.854      ,0.000       ,0.220       ,880.000     ,0.000       ,0.002       ,15.67000      ,7523          ,0.001           ,301.201       ,2.000               ,-0.007              ,0.017           ,24985.19141       ,-0.02301              ,-0.006        ,5.770         ,5.770         ,0.220         ,0.220         
09:12:44.473031     ,0.881       ,0.880       ,21.420      ,15.570      ,15.570      ,15.668      ,-0.098      ,-0.038      ,0.000          ,0.000       ,-3.830      ,0.000       ,0.210       ,880.000     ,0.000       ,-0.098      ,15.57000      ,7525          ,0.001           ,301.377       ,2.400               ,-0.008              ,0.020           ,24985.19141       ,-0.01534              ,-0.007        ,5.770         ,5.770         ,0.210         ,0.211         
09:12:44.493074     ,0.881       ,0.880       ,21.420      ,15.570      ,15.570      ,15.668      ,-0.098      ,-0.068      ,0.000          ,0.000       ,-2.129      ,0.000       ,0.190       ,880.000     ,0.000       ,-0.098      ,15.57000      ,7529          ,0.002           ,301.729       ,3.400               ,-0.012              ,0.027           ,24985.19727       ,-0.01532              ,-0.009        ,5.770         ,5.770         ,0.190         ,0.210         
09:12:44.503082     ,0.881       ,0.880       ,21.420      ,15.450      ,15.450      ,15.668      ,-0.098      ,-0.068      ,0.000          ,0.000       ,-2.129      ,0.000       ,0.190       ,880.000     ,0.000       ,-0.098      ,15.57000      ,7530          ,0.002           ,301.816       ,3.800               ,-0.013              ,0.027           ,24985.19922       ,-0.01532              ,-0.009        ,5.770         ,5.770         ,0.190         ,0.189         
