Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:27:09.481533     ,0.881       ,0.880       ,19.962      ,14.910      ,14.470      ,14.476      ,-0.009      ,500.000     ,1.000          ,4.540       ,-0.009      ,0.003       ,-0.081      ,880.000     ,0.000       ,-0.009      ,14.46710      ,2147483356    ,0.003           ,334.336       ,-4.000              ,0.014               ,-0.046          ,24920.15039       ,0.03838               ,0.015         ,5.270         ,5.270         ,-0.081        ,-0.069        
19:27:09.485287     ,0.878       ,0.880       ,19.930      ,14.910      ,14.470      ,14.476      ,-0.006      ,500.000     ,1.000          ,3.122       ,-0.006      ,0.069       ,-0.086      ,880.000     ,0.000       ,-0.006      ,14.47010      ,2147483356    ,0.003           ,334.336       ,-4.400              ,0.015               ,-0.046          ,24920.15039       ,0.03838               ,0.015         ,5.270         ,5.270         ,-0.086        ,-0.069        
19:27:09.493145     ,0.878       ,0.880       ,19.930      ,14.930      ,14.474      ,14.476      ,-0.002      ,500.000     ,1.000          ,1.012       ,-0.002      ,0.029       ,-0.101      ,880.000     ,0.000       ,-0.002      ,14.47410      ,2147483350    ,0.003           ,333.809       ,-5.000              ,0.017               ,-0.061          ,24920.14844       ,0.04602               ,0.020         ,5.270         ,5.270         ,-0.101        ,-0.081        
19:27:09.493289     ,0.878       ,0.880       ,19.930      ,14.930      ,14.474      ,14.476      ,-0.002      ,500.000     ,1.000          ,1.012       ,-0.002      ,0.029       ,-0.101      ,880.000     ,0.000       ,-0.002      ,14.47410      ,2147483350    ,0.003           ,333.809       ,-5.000              ,0.017               ,-0.061          ,24920.14844       ,0.04602               ,0.020         ,5.270         ,5.270         ,-0.101        ,-0.081        
19:27:09.503317     ,0.878       ,0.880       ,19.930      ,15.040      ,14.481      ,14.476      ,0.005       ,500.000     ,1.000          ,-2.419      ,0.005       ,0.248       ,-0.091      ,880.000     ,0.000       ,0.005       ,14.48130      ,2147483345    ,0.002           ,333.369       ,-5.200              ,0.018               ,-0.068          ,24920.14648       ,0.03833               ,0.023         ,5.270         ,5.270         ,-0.091        ,-0.085        
19:27:09.515377     ,0.878       ,0.880       ,19.930      ,14.960      ,14.488      ,14.476      ,0.012       ,500.000     ,1.000          ,-5.943      ,0.012       ,0.473       ,-0.081      ,880.000     ,0.000       ,0.012       ,14.48810      ,2147483339    ,0.002           ,332.842       ,-6.000              ,0.021               ,-0.076          ,24920.14453       ,0.04595               ,0.025         ,5.270         ,5.270         ,-0.081        ,-0.090        
19:27:09.521430     ,0.878       ,0.880       ,19.930      ,14.930      ,14.494      ,14.476      ,0.017       ,500.000     ,1.000          ,-8.624      ,0.017       ,0.640       ,-0.076      ,880.000     ,0.000       ,0.017       ,14.49370      ,2147483332    ,0.001           ,332.227       ,-6.600              ,0.023               ,-0.080          ,24920.13867       ,0.05380               ,0.027         ,5.270         ,5.270         ,-0.076        ,-0.090        
19:27:09.521510     ,0.878       ,0.880       ,19.930      ,14.930      ,14.494      ,14.476      ,0.017       ,500.000     ,1.000          ,-8.624      ,0.017       ,0.640       ,-0.076      ,880.000     ,0.000       ,0.017       ,14.49370      ,2147483332    ,0.001           ,332.227       ,-6.800              ,0.024               ,-0.080          ,24920.13867       ,0.05380               ,0.027         ,5.270         ,5.270         ,-0.076        ,-0.090        
19:27:09.522877     ,0.878       ,0.880       ,19.930      ,14.930      ,14.494      ,14.476      ,0.017       ,500.000     ,1.000          ,-8.815      ,0.018       ,0.575       ,-0.071      ,880.000     ,0.000       ,0.017       ,14.49370      ,2147483332    ,0.001           ,332.227       ,-7.400              ,0.026               ,-0.084          ,24920.13867       ,0.05380               ,0.028         ,5.270         ,5.270         ,-0.071        ,-0.081        
19:27:09.533776     ,0.878       ,0.880       ,19.930      ,15.030      ,14.499      ,14.476      ,0.023       ,500.000     ,1.000          ,-11.709     ,0.023       ,0.641       ,-0.061      ,880.000     ,0.000       ,0.023       ,14.49940      ,2147483326    ,0.001           ,331.699       ,-8.400              ,0.029               ,-0.093          ,24920.13672       ,0.04602               ,0.031         ,5.270         ,5.270         ,-0.061        ,-0.069        
19:27:09.543786     ,0.878       ,0.880       ,19.930      ,15.000      ,14.502      ,14.476      ,0.025       ,500.000     ,1.000          ,-12.928     ,0.026       ,0.574       ,-0.051      ,880.000     ,0.000       ,0.025       ,14.50190      ,2147483319    ,0.000           ,331.084       ,-9.200              ,0.032               ,-0.102          ,24920.13477       ,0.05368               ,0.034         ,5.270         ,5.270         ,-0.051        ,-0.052        
