Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:46:18.598991     ,0.000       ,0.000       ,0.000       ,16.360      ,15.954      ,15.954      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00054       ,2480          ,217.969         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.081        ,-0.027        
19:46:18.615153     ,0.000       ,0.000       ,0.000       ,16.600      ,16.127      ,16.040      ,0.086       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00061       ,2481          ,218.057         ,0.200         ,-0.001              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.095        ,-0.080        
19:46:18.617631     ,0.000       ,0.000       ,0.000       ,16.740      ,16.287      ,16.122      ,0.164       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00061       ,2481          ,218.057         ,0.400         ,-0.001              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.100        ,-0.080        
19:46:18.633928     ,0.000       ,0.000       ,0.000       ,16.770      ,16.421      ,16.197      ,0.224       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00061       ,2481          ,218.057         ,0.400         ,-0.001              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.095        ,-0.100        
19:46:18.637602     ,0.000       ,0.000       ,0.000       ,16.660      ,16.523      ,16.262      ,0.261       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00061       ,2481          ,218.057         ,0.400         ,-0.001              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.081        ,-0.100        
19:46:18.652827     ,0.000       ,0.000       ,0.000       ,16.610      ,16.612      ,16.320      ,0.291       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00061       ,2481          ,218.057         ,0.400         ,-0.001              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.059        ,-0.079        
19:46:18.658750     ,0.000       ,0.000       ,0.000       ,16.490      ,16.633      ,16.365      ,0.268       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00054       ,2480          ,217.969         ,0.200         ,-0.001              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.031        ,-0.079        
19:46:18.671439     ,0.000       ,0.000       ,0.000       ,16.220      ,16.583      ,16.392      ,0.191       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2479          ,217.881         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.032        
19:46:18.678872     ,0.000       ,0.000       ,0.000       ,16.040      ,16.498      ,16.404      ,0.094       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00031       ,2477          ,217.705         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.031         ,-0.032        
19:46:18.691139     ,0.000       ,0.000       ,0.000       ,15.850      ,16.387      ,16.402      ,-0.016      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00023       ,2476          ,217.617         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.027         
19:46:18.699047     ,0.000       ,0.000       ,0.000       ,15.790      ,16.250      ,16.388      ,-0.138      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00015       ,2475          ,217.529         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.081         ,0.027         
19:46:18.709962     ,0.000       ,0.000       ,0.000       ,15.710      ,16.095      ,16.364      ,-0.269      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00008       ,2474          ,217.441         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.095         ,0.080         
19:46:18.717670     ,0.000       ,0.000       ,0.000       ,15.710      ,16.095      ,16.343      ,-0.248      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2473          ,217.354         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.100         ,0.080         
19:46:18.728534     ,0.000       ,0.000       ,0.000       ,15.460      ,15.922      ,16.313      ,-0.391      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2473          ,217.354         ,0.000         ,-0.000              ,0.000               ,34513.918       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.095         ,0.099         
