Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:42:21.915346     ,0.064       ,0.063       ,1.115       ,20.780      ,20.783      ,20.823      ,-0.040      ,-0.690      ,0.063       ,0.00092       ,2147474626    ,287.051         ,150.400       ,-0.525              ,-0.000              ,1335.788        ,0.00000           ,-0.00000              
16:42:21.935352     ,0.064       ,0.061       ,1.115       ,20.780      ,20.780      ,20.823      ,-0.044      ,-0.713      ,0.056       ,0.00092       ,2147474626    ,287.051         ,150.400       ,-0.525              ,-0.000              ,1335.837        ,0.00000           ,-0.00000              
16:42:21.955374     ,0.062       ,0.060       ,0.951       ,20.790      ,20.786      ,20.823      ,-0.038      ,-0.732      ,0.049       ,0.00092       ,2147474626    ,287.051         ,150.200       ,-0.524              ,-0.000              ,1335.887        ,0.00000           ,-0.00000              
16:42:21.975341     ,0.062       ,0.058       ,0.951       ,20.780      ,20.779      ,20.823      ,-0.044      ,-0.752      ,0.041       ,0.00084       ,2147474625    ,286.963         ,150.000       ,-0.524              ,0.000               ,1335.938        ,0.00384           ,0.00016               
16:42:21.995349     ,0.059       ,0.057       ,0.951       ,20.770      ,20.778      ,20.823      ,-0.046      ,-0.777      ,0.033       ,0.00084       ,2147474625    ,286.963         ,150.400       ,-0.525              ,0.000               ,1335.988        ,0.00000           ,0.00033               
16:42:22.015340     ,0.055       ,0.055       ,0.951       ,20.780      ,20.782      ,20.823      ,-0.041      ,-0.800      ,0.025       ,0.00084       ,2147474625    ,286.963         ,150.800       ,-0.526              ,0.000               ,1336.041        ,0.00000           ,0.00045               
16:42:22.036614     ,0.055       ,0.054       ,0.951       ,20.790      ,20.782      ,20.823      ,-0.042      ,-0.808      ,0.021       ,0.00084       ,2147474625    ,286.963         ,150.800       ,-0.526              ,0.000               ,1336.094        ,0.00000           ,0.00050               
16:42:22.057345     ,0.055       ,0.053       ,0.836       ,20.790      ,20.784      ,20.823      ,-0.039      ,-0.825      ,0.013       ,0.00084       ,2147474625    ,286.963         ,150.200       ,-0.524              ,0.001               ,1336.161        ,0.00000           ,0.00057               
16:42:22.076925     ,0.055       ,0.051       ,0.836       ,20.780      ,20.785      ,20.823      ,-0.039      ,-0.833      ,0.005       ,0.00084       ,2147474625    ,286.963         ,149.600       ,-0.522              ,0.001               ,1336.212        ,0.00000           ,0.00057               
16:42:22.097576     ,0.051       ,0.049       ,0.820       ,20.790      ,20.794      ,20.823      ,-0.030      ,-0.830      ,-0.008      ,0.00084       ,2147474625    ,286.963         ,149.600       ,-0.522              ,0.000               ,1336.263        ,0.00000           ,0.00041               
16:42:22.118415     ,0.051       ,0.048       ,0.820       ,20.800      ,20.793      ,20.823      ,-0.030      ,-0.822      ,-0.012      ,0.00084       ,2147474625    ,286.963         ,150.000       ,-0.524              ,0.000               ,1336.313        ,0.00000           ,0.00030               
16:42:22.139196     ,0.051       ,0.046       ,0.820       ,20.790      ,20.787      ,20.823      ,-0.037      ,-0.811      ,-0.020      ,0.00084       ,2147474625    ,286.963         ,150.000       ,-0.524              ,0.000               ,1336.362        ,0.00000           ,0.00021               
16:42:22.159756     ,0.051       ,0.044       ,0.869       ,20.790      ,20.795      ,20.823      ,-0.028      ,-0.793      ,-0.028      ,0.00077       ,2147474624    ,286.875         ,150.000       ,-0.524              ,0.000               ,1336.413        ,0.00384           ,0.00021               
