Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:09:45.283950     ,0.000       ,0.000       ,5.280       ,5.318       ,-0.008      ,-0.00077      ,2147482099    ,223.857         ,27.000        ,-0.094              ,-0.102              ,-3871.362       ,-0.00634          ,0.00309               
10:09:45.303892     ,0.000       ,0.000       ,5.280       ,5.318       ,-0.002      ,-0.00054      ,2147482102    ,224.121         ,28.000        ,-0.098              ,-0.104              ,-3871.352       ,-0.01790          ,0.00116               
10:09:45.323895     ,0.000       ,0.000       ,5.300       ,5.318       ,-0.002      ,-0.00038      ,2147482104    ,224.297         ,27.000        ,-0.094              ,-0.104              ,-3871.349       ,-0.01790          ,0.00116               
10:09:45.343883     ,0.000       ,0.000       ,5.300       ,5.318       ,-0.002      ,-0.00031      ,2147482105    ,224.385         ,20.000        ,-0.070              ,-0.104              ,-3871.358       ,-0.01790          ,0.00116               
10:09:45.363886     ,0.000       ,0.000       ,5.300       ,5.318       ,0.001       ,-0.00023      ,2147482106    ,224.473         ,12.000        ,-0.042              ,0.102               ,-3871.364       ,-0.01342          ,-0.00255              
10:09:45.383898     ,0.000       ,0.000       ,5.300       ,5.318       ,0.001       ,-0.00023      ,2147482106    ,224.473         ,8.000         ,-0.028              ,0.102               ,-3871.368       ,-0.01342          ,-0.00255              
10:09:45.403893     ,0.000       ,0.000       ,5.300       ,5.318       ,0.001       ,-0.00038      ,2147482104    ,224.297         ,3.000         ,-0.010              ,0.102               ,-3871.374       ,-0.01342          ,-0.00255              
10:09:45.423875     ,0.000       ,0.000       ,5.340       ,5.318       ,0.001       ,-0.00061      ,2147482101    ,224.033         ,-1.000        ,0.003               ,0.102               ,-3871.382       ,-0.01342          ,-0.00255              
10:09:45.443879     ,0.000       ,0.000       ,5.340       ,5.318       ,0.001       ,-0.00092      ,2147482097    ,223.682         ,-5.000        ,0.017               ,0.102               ,-3871.390       ,-0.01342          ,-0.00255              
10:09:45.463872     ,0.000       ,0.000       ,5.340       ,5.318       ,0.001       ,-0.00123      ,2147482093    ,223.330         ,-8.000        ,0.028               ,0.102               ,-3871.398       ,-0.01342          ,-0.00255              
10:09:45.483890     ,0.000       ,0.000       ,5.340       ,5.318       ,0.003       ,-0.00161      ,2147482088    ,222.891         ,-12.000       ,0.042               ,0.098               ,-3871.409       ,-0.00503          ,-0.00675              
10:09:45.503890     ,0.000       ,0.000       ,5.340       ,5.318       ,0.003       ,-0.00192      ,2147482084    ,222.539         ,-16.000       ,0.056               ,0.098               ,-3871.418       ,-0.00503          ,-0.00675              
10:09:45.523885     ,0.000       ,0.000       ,5.360       ,5.318       ,0.003       ,-0.00230      ,2147482079    ,222.100         ,-18.000       ,0.063               ,0.098               ,-3871.427       ,-0.00503          ,-0.00675              
10:09:45.543893     ,0.000       ,0.000       ,5.360       ,5.318       ,0.002       ,-0.00261      ,2147482075    ,221.748         ,-19.000       ,0.066               ,0.098               ,-3871.434       ,0.01150           ,-0.00624              
10:09:45.563892     ,0.000       ,0.000       ,5.360       ,5.318       ,0.002       ,-0.00299      ,2147482070    ,221.309         ,-18.000       ,0.063               ,0.098               ,-3871.434       ,0.01150           ,-0.00624              
10:09:45.583891     ,0.000       ,0.000       ,5.360       ,5.318       ,0.002       ,-0.00330      ,2147482066    ,220.957         ,-12.000       ,0.042               ,0.098               ,-3871.424       ,0.01150           ,-0.00624              
10:09:45.603895     ,0.000       ,0.000       ,5.360       ,5.318       ,0.002       ,-0.00353      ,2147482063    ,220.693         ,-5.000        ,0.017               ,0.098               ,-3871.419       ,0.01150           ,-0.00624              
10:09:45.623886     ,0.000       ,0.000       ,5.310       ,5.318       ,0.002       ,-0.00368      ,2147482061    ,220.518         ,-2.000        ,0.007               ,0.098               ,-3871.414       ,0.01150           ,-0.00624              
10:09:45.643886     ,0.000       ,0.000       ,5.310       ,5.318       ,0.002       ,-0.00376      ,2147482060    ,220.430         ,2.000         ,-0.007              ,0.098               ,-3871.407       ,0.01150           ,-0.00624              
10:09:45.663891     ,0.000       ,0.000       ,5.310       ,5.318       ,-0.003      ,-0.00376      ,2147482060    ,220.430         ,6.000         ,-0.021              ,-0.106              ,-3871.398       ,0.01662           ,-0.00165              
10:09:45.683895     ,0.000       ,0.000       ,5.310       ,5.318       ,-0.003      ,-0.00368      ,2147482061    ,220.518         ,10.000        ,-0.035              ,-0.106              ,-3871.388       ,0.01662           ,-0.00165              
10:09:45.703879     ,0.000       ,0.000       ,5.310       ,5.318       ,-0.003      ,-0.00353      ,2147482063    ,220.693         ,13.000        ,-0.045              ,-0.106              ,-3871.378       ,0.01662           ,-0.00165              
10:09:45.723894     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00330      ,2147482066    ,220.957         ,16.000        ,-0.056              ,-0.101              ,-3871.368       ,0.00951           ,0.00384               
10:09:45.743886     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00299      ,2147482070    ,221.309         ,19.000        ,-0.066              ,-0.101              ,-3871.359       ,0.00951           ,0.00384               
10:09:45.763890     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00276      ,2147482073    ,221.572         ,20.000        ,-0.070              ,-0.101              ,-3871.350       ,0.00951           ,0.00384               
10:09:45.783897     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00245      ,2147482077    ,221.924         ,21.000        ,-0.073              ,-0.101              ,-3871.343       ,0.00951           ,0.00384               
10:09:45.803885     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00215      ,2147482081    ,222.275         ,22.000        ,-0.077              ,-0.101              ,-3871.334       ,0.00951           ,0.00384               
10:09:45.823928     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00184      ,2147482085    ,222.627         ,23.000        ,-0.080              ,-0.101              ,-3871.325       ,0.00951           ,0.00384               
10:09:45.843888     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00161      ,2147482088    ,222.891         ,23.000        ,-0.080              ,-0.100              ,-3871.316       ,-0.00767          ,0.00499               
10:09:45.863899     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00130      ,2147482092    ,223.242         ,23.000        ,-0.080              ,-0.100              ,-3871.314       ,-0.00767          ,0.00499               
10:09:45.883893     ,0.000       ,0.000       ,5.260       ,5.318       ,-0.002      ,-0.00107      ,2147482095    ,223.506         ,16.000        ,-0.056              ,-0.100              ,-3871.323       ,-0.00767          ,0.00499               
10:09:45.903889     ,0.000       ,0.000       ,5.260       ,5.318       ,0.004       ,-0.00092      ,2147482097    ,223.682         ,10.000        ,-0.035              ,0.108               ,-3871.328       ,-0.01406          ,0.00318               
10:09:45.923883     ,0.000       ,0.000       ,5.310       ,5.318       ,0.004       ,-0.00092      ,2147482097    ,223.682         ,5.000         ,-0.017              ,0.108               ,-3871.333       ,-0.01406          ,0.00318               
10:09:45.943880     ,0.000       ,0.000       ,5.310       ,5.318       ,0.004       ,-0.00092      ,2147482097    ,223.682         ,1.000         ,-0.003              ,0.108               ,-3871.340       ,-0.01406          ,0.00318               
10:09:45.963905     ,0.000       ,0.000       ,5.310       ,5.318       ,0.004       ,-0.00100      ,2147482096    ,223.594         ,-3.000        ,0.010               ,0.108               ,-3871.348       ,-0.01406          ,0.00318               
10:09:45.983901     ,0.000       ,0.000       ,5.310       ,5.318       ,0.004       ,-0.00115      ,2147482094    ,223.418         ,-8.000        ,0.028               ,0.108               ,-3871.358       ,-0.01406          ,0.00318               
10:09:46.003907     ,0.000       ,0.000       ,5.310       ,5.318       ,0.004       ,-0.00138      ,2147482091    ,223.154         ,-12.000       ,0.042               ,0.108               ,-3871.368       ,-0.01406          ,0.00318               
10:09:46.023900     ,0.000       ,0.000       ,5.340       ,5.318       ,0.010       ,-0.00169      ,2147482087    ,222.803         ,-15.000       ,0.052               ,0.103               ,-3871.377       ,-0.01079          ,-0.00128              
10:09:46.043936     ,0.000       ,0.000       ,5.340       ,5.318       ,0.010       ,-0.00199      ,2147482083    ,222.451         ,-16.000       ,0.056               ,0.103               ,-3871.384       ,-0.01079          ,-0.00128              
