Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:36:51.321734     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.341731     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.361748     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.382592     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.403414     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.424092     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.444063     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.465069     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.486180     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.507112     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.528303     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.549287     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.570127     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.581784     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.601760     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.621741     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.641749     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.661759     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.681759     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.701765     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.721746     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.741744     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.761747     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.781743     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.801746     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.821744     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.842479     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.863665     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.884823     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.906024     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.927048     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.948143     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.969369     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:51.990489     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:52.001758     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:52.021742     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:52.041741     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:52.061751     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:52.081756     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.053       ,0.00000           ,0.00000               
10:36:52.101757     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2958.052       ,0.00000           ,0.00000               
10:36:52.121754     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,0.400         ,-0.001              ,0.000               ,-2958.046       ,0.00000           ,0.00000               
10:36:52.141748     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,2.400         ,-0.008              ,0.000               ,-2958.032       ,0.00000           ,0.00000               
10:36:52.161747     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,6.600         ,-0.023              ,0.000               ,-2958.020       ,0.00000           ,0.00000               
10:36:52.181783     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,11.800        ,-0.041              ,0.000               ,-2958.011       ,0.00000           ,0.00000               
10:36:52.201738     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,15.800        ,-0.055              ,0.000               ,-2958.003       ,0.00000           ,0.00000               
10:36:52.221768     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,18.000        ,-0.063              ,0.000               ,-2957.993       ,0.00000           ,0.00000               
10:36:52.241745     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00008       ,2             ,0.176           ,19.600        ,-0.068              ,0.000               ,-2957.982       ,0.00000           ,0.00000               
10:36:52.261747     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,21.800        ,-0.076              ,0.000               ,-2957.971       ,0.00000           ,0.00000               
10:36:52.281765     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,23.800        ,-0.083              ,0.000               ,-2957.963       ,0.00000           ,0.00000               
10:36:52.301739     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,24.800        ,-0.087              ,0.000               ,-2957.955       ,0.00000           ,0.00000               
10:36:52.321729     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,25.000        ,-0.087              ,0.000               ,-2957.947       ,0.00000           ,0.00000               
10:36:52.341735     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,25.000        ,-0.087              ,0.000               ,-2957.938       ,0.00000           ,0.00000               
10:36:52.362187     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,25.200        ,-0.088              ,0.000               ,-2957.927       ,0.00000           ,0.00000               
10:36:52.383141     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,25.800        ,-0.090              ,0.000               ,-2957.916       ,0.00000           ,0.00000               
10:36:52.404133     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,26.800        ,-0.094              ,0.000               ,-2957.904       ,0.00000           ,0.00000               
10:36:52.425124     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,27.800        ,-0.097              ,0.000               ,-2957.894       ,0.00000           ,0.00000               
10:36:52.446099     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,28.600        ,-0.100              ,0.000               ,-2957.880       ,0.00000           ,0.00000               
10:36:52.466050     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,29.200        ,-0.102              ,0.000               ,-2957.868       ,0.00000           ,0.00000               
10:36:52.486827     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,29.800        ,-0.104              ,0.000               ,-2957.856       ,0.00000           ,0.00000               
10:36:52.507629     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.600        ,-0.107              ,0.000               ,-2957.846       ,0.00000           ,0.00000               
10:36:52.527295     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,31.000        ,-0.108              ,0.000               ,-2957.836       ,0.00000           ,0.00000               
10:36:52.547200     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.800        ,-0.108              ,0.000               ,-2957.828       ,0.00000           ,0.00000               
10:36:52.568184     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.400        ,-0.106              ,0.000               ,-2957.818       ,0.00000           ,0.00000               
10:36:52.588950     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.000        ,-0.105              ,0.000               ,-2957.809       ,0.00000           ,0.00000               
10:36:52.601766     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.000        ,-0.105              ,0.000               ,-2957.804       ,0.00000           ,0.00000               
10:36:52.621746     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,29.600        ,-0.103              ,0.000               ,-2957.795       ,0.00000           ,0.00000               
10:36:52.641736     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,29.200        ,-0.102              ,0.000               ,-2957.785       ,0.00000           ,0.00000               
10:36:52.661759     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,29.000        ,-0.101              ,0.000               ,-2957.774       ,0.00000           ,0.00000               
10:36:52.681761     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,29.400        ,-0.103              ,0.000               ,-2957.764       ,0.00000           ,0.00000               
10:36:52.701753     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,29.800        ,-0.104              ,0.000               ,-2957.754       ,0.00000           ,0.00000               
10:36:52.721732     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.000        ,-0.105              ,0.000               ,-2957.744       ,0.00000           ,0.00000               
10:36:52.741749     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.000        ,-0.105              ,0.000               ,-2957.734       ,0.00000           ,0.00000               
10:36:52.761746     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,0.00000       ,1             ,0.088           ,30.000        ,-0.105              ,0.000               ,-2957.724       ,0.00000           ,0.00000               
