Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
18:17:38.651154     ,0.883       ,0.880       ,19.160      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.004      ,-0.005      ,0.005       ,0.000       ,0.000       ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.001         
18:17:38.661157     ,0.883       ,0.880       ,19.160      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.005      ,-0.005      ,0.004       ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,0.003         
18:17:38.674621     ,0.878       ,0.880       ,19.144      ,15.440      ,15.440      ,15.445      ,-0.005      ,-0.004      ,-0.002      ,0.004       ,0.000       ,0.001       ,880.000     ,0.000       ,-0.005      ,15.440      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.001         ,0.001         
18:17:38.681148     ,0.878       ,0.880       ,19.144      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.004      ,-0.005      ,0.004       ,-0.000      ,-0.000      ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,0.001         
18:17:38.691158     ,0.878       ,0.880       ,19.144      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.004      ,-0.005      ,0.004       ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.001        ,0.003         
18:17:38.701150     ,0.878       ,0.880       ,19.144      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.005      ,-0.005      ,0.004       ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.001        ,0.003         
18:17:38.711153     ,0.878       ,0.880       ,19.144      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.005      ,-0.005      ,0.003       ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.001        ,0.003         
18:17:38.721151     ,0.878       ,0.880       ,19.144      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.005      ,-0.005      ,0.003       ,0.000       ,-0.002      ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.002        ,0.005         
18:17:38.731159     ,0.878       ,0.880       ,19.144      ,15.430      ,15.430      ,15.445      ,-0.015      ,-0.005      ,-0.005      ,0.003       ,0.000       ,-0.002      ,880.000     ,0.000       ,-0.015      ,15.430      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.002        ,0.001         
18:17:38.741164     ,0.878       ,0.880       ,19.144      ,15.420      ,15.420      ,15.445      ,-0.025      ,-0.006      ,-0.008      ,0.002       ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.025      ,15.420      ,0.00008       ,68            ,5.977           ,0.000         ,-0.000              ,0.000               ,24757.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.003        ,-0.003        
