Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:41:41.613028     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.009      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.633023     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.008      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.653028     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.006      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.673028     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.693030     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.713013     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.733018     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.753029     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.773027     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.793025     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.813011     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.833024     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.853020     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.873021     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.893012     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.913030     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.933025     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.953027     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.973026     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:41.993032     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.013020     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.033029     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.053028     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.073034     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.093007     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.113036     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.133024     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.153054     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.173017     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
15:41:42.193018     ,0.000       ,0.000       ,5.300       ,5.292       ,-0.005      ,0.00000       ,597           ,52.471          ,0.000         ,-0.000              ,0.000               ,-3713.599       ,0.00000           ,0.00000               
