Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
11:34:18.815559     ,0.879       ,0.880       ,18.832      ,16.200      ,16.190      ,16.199      ,-0.009      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.009      ,16.189      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
11:34:18.820722     ,0.879       ,0.880       ,18.816      ,16.190      ,16.188      ,16.199      ,-0.009      ,0.000       ,-0.000      ,0.001       ,0.001       ,880.000     ,-0.009      ,16.190      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.003         
11:34:18.834113     ,0.878       ,0.880       ,18.800      ,16.190      ,16.189      ,16.199      ,-0.011      ,-0.005      ,-0.000      ,0.000       ,-0.006      ,880.000     ,-0.011      ,16.188      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,0.000         
11:34:18.840750     ,0.878       ,0.880       ,18.832      ,16.200      ,16.188      ,16.199      ,-0.010      ,-0.005      ,-0.000      ,0.000       ,-0.005      ,880.000     ,-0.010      ,16.189      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.005        ,0.000         
11:34:18.851478     ,0.879       ,0.880       ,18.800      ,16.200      ,16.189      ,16.199      ,-0.011      ,-0.005      ,-0.000      ,-0.000      ,-0.006      ,880.000     ,-0.011      ,16.188      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,-0.001        
11:34:18.860820     ,0.881       ,0.880       ,18.783      ,16.200      ,16.189      ,16.199      ,-0.010      ,0.000       ,-0.000      ,0.001       ,0.001       ,880.000     ,-0.010      ,16.189      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,-0.001        
11:34:18.872424     ,0.881       ,0.880       ,18.783      ,16.190      ,16.189      ,16.199      ,-0.010      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.010      ,16.189      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
11:34:18.880824     ,0.879       ,0.880       ,18.800      ,16.190      ,16.188      ,16.199      ,-0.010      ,-0.005      ,-0.000      ,-0.000      ,-0.005      ,880.000     ,-0.010      ,16.189      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.005        ,0.001         
11:34:18.895467     ,0.883       ,0.880       ,18.783      ,16.200      ,16.187      ,16.199      ,-0.011      ,-0.005      ,-0.000      ,-0.000      ,-0.006      ,880.000     ,-0.011      ,16.188      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,-0.001        
11:34:18.900940     ,0.879       ,0.880       ,18.832      ,16.200      ,16.187      ,16.199      ,-0.011      ,-0.006      ,-0.000      ,0.000       ,-0.006      ,880.000     ,-0.011      ,16.187      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,-0.001        
11:34:18.914083     ,0.883       ,0.880       ,18.832      ,16.200      ,16.187      ,16.199      ,-0.012      ,-0.006      ,-0.000      ,0.000       ,-0.006      ,880.000     ,-0.012      ,16.187      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,0.008         
11:34:18.920760     ,0.881       ,0.880       ,18.800      ,16.200      ,16.189      ,16.199      ,-0.012      ,-0.006      ,-0.000      ,0.000       ,-0.006      ,880.000     ,-0.012      ,16.187      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.006        ,0.008         
11:34:18.932738     ,0.883       ,0.880       ,18.816      ,16.200      ,16.190      ,16.199      ,-0.010      ,0.000       ,-0.000      ,0.001       ,0.000       ,880.000     ,-0.010      ,16.189      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
11:34:18.940730     ,0.881       ,0.880       ,18.816      ,16.200      ,16.190      ,16.199      ,-0.008      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.008      ,16.190      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
11:34:18.953559     ,0.878       ,0.880       ,18.816      ,16.210      ,16.192      ,16.199      ,-0.009      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.009      ,16.190      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
11:34:18.960851     ,0.879       ,0.880       ,18.816      ,16.200      ,16.192      ,16.199      ,-0.006      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.006      ,16.192      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
11:34:18.975822     ,0.881       ,0.880       ,18.832      ,16.200      ,16.193      ,16.199      ,-0.006      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.006      ,16.192      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
11:34:18.980781     ,0.878       ,0.880       ,18.800      ,16.200      ,16.194      ,16.199      ,-0.006      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.006      ,16.193      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
11:34:18.995746     ,0.881       ,0.880       ,18.816      ,16.200      ,16.194      ,16.199      ,-0.005      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.005      ,16.194      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
11:34:19.000829     ,0.881       ,0.880       ,18.800      ,16.200      ,16.192      ,16.199      ,-0.005      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.005      ,16.194      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
11:34:19.014566     ,0.879       ,0.880       ,18.816      ,16.200      ,16.193      ,16.199      ,-0.006      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.006      ,16.192      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
11:34:19.020770     ,0.879       ,0.880       ,18.816      ,16.200      ,16.192      ,16.199      ,-0.006      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,-0.006      ,16.193      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.043       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
