Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
14:30:26.650389     ,0.879       ,0.880       ,18.783      ,16.390      ,16.374      ,16.163      ,0.208       ,0.104       ,0.080       ,0.000       ,0.062       ,880.000     ,0.208       ,16.371      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00010              ,0.000         ,0.000         ,0.062         ,-0.029        
14:30:26.659015     ,0.879       ,0.880       ,18.751      ,16.390      ,16.375      ,16.163      ,0.213       ,0.106       ,0.081       ,-0.000      ,0.062       ,880.000     ,0.213       ,16.375      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00009              ,0.000         ,0.000         ,0.062         ,-0.029        
14:30:26.669069     ,0.879       ,0.880       ,18.767      ,16.390      ,16.377      ,16.163      ,0.213       ,0.106       ,0.081       ,-0.000      ,0.062       ,880.000     ,0.213       ,16.375      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00007              ,0.000         ,0.000         ,0.062         ,-0.030        
14:30:26.679019     ,0.879       ,0.880       ,18.783      ,16.380      ,16.376      ,16.163      ,0.213       ,0.107       ,0.081       ,-0.000      ,0.063       ,880.000     ,0.213       ,16.376      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00006              ,0.000         ,0.000         ,0.063         ,-0.030        
14:30:26.689070     ,0.878       ,0.880       ,18.734      ,16.380      ,16.376      ,16.163      ,0.213       ,0.107       ,0.081       ,0.000       ,0.063       ,880.000     ,0.213       ,16.376      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00005              ,0.000         ,0.000         ,0.063         ,-0.032        
14:30:26.705357     ,0.878       ,0.880       ,18.783      ,16.310      ,16.364      ,16.163      ,0.202       ,0.101       ,0.082       ,-0.001      ,0.061       ,880.000     ,0.202       ,16.364      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00005              ,0.000         ,0.000         ,0.063         ,-0.029        
14:30:26.709010     ,0.878       ,0.880       ,18.783      ,16.220      ,16.339      ,16.163      ,0.202       ,0.101       ,0.082       ,-0.001      ,0.061       ,880.000     ,0.202       ,16.364      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00005              ,0.000         ,0.000         ,0.061         ,-0.029        
14:30:26.725111     ,0.878       ,0.880       ,18.783      ,16.160      ,16.308      ,16.163      ,0.145       ,0.073       ,0.082       ,-0.002      ,0.051       ,880.000     ,0.145       ,16.308      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00004              ,0.000         ,0.000         ,0.061         ,-0.029        
14:30:26.729017     ,0.878       ,0.880       ,18.783      ,16.100      ,16.267      ,16.163      ,0.145       ,0.073       ,0.082       ,-0.002      ,0.051       ,880.000     ,0.145       ,16.308      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00004              ,0.000         ,0.000         ,0.051         ,-0.029        
14:30:26.745012     ,0.879       ,0.880       ,18.751      ,16.100      ,16.225      ,16.163      ,0.062       ,0.031       ,0.082       ,-0.001      ,0.037       ,880.000     ,0.062       ,16.225      ,0.00268       ,35            ,3.076           ,0.000         ,-0.000              ,0.000               ,23922.066       ,0.00000           ,-0.00003              ,0.000         ,0.000         ,0.051         ,-0.027        
