Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:13:08.136634     ,0.803       ,0.880       ,16.966      ,16.200      ,16.190      ,16.190      ,0.002       ,0.003       ,0.000       ,-0.019      ,-0.058      ,880.000     ,0.002       ,16.192      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.100         ,0.001         
09:13:08.143931     ,0.801       ,0.880       ,16.966      ,16.200      ,16.190      ,16.190      ,-0.000      ,-0.000      ,0.000       ,-0.004      ,-0.013      ,880.000     ,-0.000      ,16.190      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.100         ,0.001         
09:13:08.155424     ,0.803       ,0.880       ,16.966      ,16.200      ,16.189      ,16.190      ,0.000       ,-0.002      ,0.000       ,-0.001      ,0.040       ,880.000     ,0.000       ,16.190      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.100         ,0.001         
09:13:08.163882     ,0.799       ,0.880       ,16.949      ,16.200      ,16.189      ,16.190      ,-0.001      ,-0.002      ,0.000       ,-0.001      ,-0.004      ,880.000     ,-0.001      ,16.189      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.100         ,0.001         
09:13:08.175116     ,0.801       ,0.880       ,16.933      ,16.200      ,16.190      ,16.190      ,-0.001      ,-0.002      ,0.000       ,0.015       ,0.044       ,880.000     ,-0.001      ,16.189      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
09:13:08.183905     ,0.803       ,0.880       ,16.949      ,16.200      ,16.191      ,16.190      ,-0.000      ,-0.000      ,0.000       ,0.006       ,0.017       ,880.000     ,-0.000      ,16.190      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
09:13:08.194905     ,0.803       ,0.880       ,16.949      ,16.190      ,16.190      ,16.190      ,0.001       ,0.002       ,0.000       ,-0.006      ,-0.018      ,880.000     ,0.001       ,16.191      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
09:13:08.204066     ,0.796       ,0.880       ,16.917      ,16.200      ,16.191      ,16.190      ,0.001       ,0.002       ,0.000       ,-0.006      ,-0.018      ,880.000     ,0.001       ,16.191      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
09:13:08.215759     ,0.803       ,0.880       ,16.917      ,16.200      ,16.191      ,16.190      ,0.001       ,0.002       ,0.000       ,-0.015      ,-0.045      ,880.000     ,0.001       ,16.191      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.100        ,-0.001        
09:13:08.224008     ,0.803       ,0.880       ,16.966      ,16.210      ,16.192      ,16.190      ,0.001       ,0.001       ,0.000       ,-0.006      ,-0.018      ,880.000     ,0.001       ,16.191      ,0.00000       ,2147483506    ,347.520         ,0.000         ,-0.000              ,-0.000              ,23921.881       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.100        ,-0.001        
