Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:02:14.332686     ,0.000       ,0.000       ,5.240       ,5.310       ,-0.001      ,0.00322       ,2147483469    ,344.268         ,13.000        ,-0.045              ,-0.107              ,-3795.851       ,-0.01151          ,-0.00272              
15:02:14.352675     ,0.000       ,0.000       ,5.240       ,5.310       ,0.009       ,0.00345       ,2147483472    ,344.531         ,13.000        ,-0.045              ,0.099               ,-3795.846       ,-0.01151          ,-0.00609              
15:02:14.372689     ,0.000       ,0.000       ,5.240       ,5.310       ,0.020       ,0.00376       ,2147483476    ,344.883         ,13.000        ,-0.045              ,0.096               ,-3795.844       ,-0.01534          ,-0.00892              
15:02:14.392718     ,0.000       ,0.000       ,5.240       ,5.310       ,0.030       ,0.00399       ,2147483479    ,345.146         ,9.000         ,-0.031              ,0.094               ,-3795.855       ,-0.01150          ,-0.01102              
15:02:14.412698     ,0.000       ,0.000       ,5.240       ,5.310       ,0.041       ,0.00414       ,2147483481    ,345.322         ,1.000         ,-0.003              ,0.093               ,-3795.865       ,-0.00767          ,-0.01182              
15:02:14.432692     ,0.000       ,0.000       ,5.280       ,5.310       ,0.036       ,0.00430       ,2147483483    ,345.498         ,-4.000        ,0.014               ,0.094               ,-3795.872       ,-0.00766          ,-0.01081              
15:02:14.452684     ,0.000       ,0.000       ,5.280       ,5.310       ,0.031       ,0.00430       ,2147483483    ,345.498         ,-7.000        ,0.024               ,0.096               ,-3795.879       ,0.00000           ,-0.00891              
15:02:14.472691     ,0.000       ,0.000       ,5.280       ,5.310       ,0.027       ,0.00430       ,2147483483    ,345.498         ,-9.000        ,0.031               ,0.098               ,-3795.883       ,0.00000           ,-0.00625              
15:02:14.492716     ,0.000       ,0.000       ,5.280       ,5.310       ,0.024       ,0.00430       ,2147483483    ,345.498         ,-9.000        ,0.031               ,0.100               ,-3795.887       ,0.00000           ,-0.00483              
15:02:14.512712     ,0.000       ,0.000       ,5.280       ,5.310       ,0.020       ,0.00414       ,2147483481    ,345.322         ,-10.000       ,0.035               ,0.102               ,-3795.892       ,0.00000           ,-0.00237              
15:02:14.532759     ,0.000       ,0.000       ,5.340       ,5.310       ,0.014       ,0.00391       ,2147483478    ,345.059         ,-11.000       ,0.038               ,0.105               ,-3795.899       ,0.00766           ,0.00008               
15:02:14.552670     ,0.000       ,0.000       ,5.340       ,5.310       ,0.007       ,0.00368       ,2147483475    ,344.795         ,-13.000       ,0.045               ,0.108               ,-3795.907       ,0.01150           ,0.00347               
15:02:14.572672     ,0.000       ,0.000       ,5.340       ,5.310       ,0.000       ,0.00345       ,2147483472    ,344.531         ,-15.000       ,0.052               ,0.112               ,-3795.916       ,0.01152           ,0.00701               
15:02:14.592683     ,0.000       ,0.000       ,5.340       ,5.310       ,-0.010      ,0.00322       ,2147483469    ,344.268         ,-17.000       ,0.059               ,-0.095              ,-3795.922       ,0.01153           ,0.00996               
15:02:14.612686     ,0.000       ,0.000       ,5.340       ,5.310       ,-0.017      ,0.00299       ,2147483466    ,344.004         ,-15.000       ,0.052               ,-0.094              ,-3795.916       ,0.01150           ,0.01075               
15:02:14.632709     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.016      ,0.00284       ,2147483464    ,343.828         ,-7.000        ,0.024               ,-0.094              ,-3795.902       ,0.00767           ,0.01091               
15:02:14.652680     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.015      ,0.00268       ,2147483462    ,343.652         ,0.000         ,-0.000              ,-0.095              ,-3795.893       ,0.00767           ,0.01020               
15:02:14.672683     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.014      ,0.00268       ,2147483462    ,343.652         ,5.000         ,-0.017              ,-0.096              ,-3795.885       ,0.00000           ,0.00861               
15:02:14.692735     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.013      ,0.00268       ,2147483462    ,343.652         ,9.000         ,-0.031              ,-0.099              ,-3795.876       ,0.00000           ,0.00611               
15:02:14.712689     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.012      ,0.00276       ,2147483463    ,343.740         ,12.000        ,-0.042              ,-0.102              ,-3795.868       ,-0.00383          ,0.00308               
15:02:14.732682     ,0.000       ,0.000       ,5.240       ,5.310       ,-0.001      ,0.00299       ,2147483466    ,344.004         ,14.000        ,-0.049              ,-0.105              ,-3795.862       ,-0.01151          ,0.00004               
15:02:14.752730     ,0.000       ,0.000       ,5.240       ,5.310       ,0.009       ,0.00322       ,2147483469    ,344.268         ,14.000        ,-0.049              ,0.101               ,-3795.858       ,-0.01150          ,-0.00380              
15:02:14.772686     ,0.000       ,0.000       ,5.240       ,5.310       ,0.020       ,0.00345       ,2147483472    ,344.531         ,13.000        ,-0.045              ,0.097               ,-3795.858       ,-0.01151          ,-0.00741              
15:02:14.792707     ,0.000       ,0.000       ,5.240       ,5.310       ,0.030       ,0.00368       ,2147483475    ,344.795         ,8.000         ,-0.028              ,0.095               ,-3795.870       ,-0.01151          ,-0.00950              
15:02:14.812746     ,0.000       ,0.000       ,5.240       ,5.310       ,0.041       ,0.00391       ,2147483478    ,345.059         ,0.000         ,-0.000              ,0.094               ,-3795.880       ,-0.01150          ,-0.01052              
15:02:14.832682     ,0.000       ,0.000       ,5.280       ,5.310       ,0.036       ,0.00399       ,2147483479    ,345.146         ,-4.000        ,0.014               ,0.094               ,-3795.885       ,-0.00383          ,-0.01056              
15:02:14.852672     ,0.000       ,0.000       ,5.280       ,5.310       ,0.031       ,0.00407       ,2147483480    ,345.234         ,-6.000        ,0.021               ,0.096               ,-3795.888       ,-0.00384          ,-0.00902              
15:02:14.872681     ,0.000       ,0.000       ,5.280       ,5.310       ,0.027       ,0.00407       ,2147483480    ,345.234         ,-7.000        ,0.024               ,0.098               ,-3795.893       ,0.00000           ,-0.00647              
15:02:14.892710     ,0.000       ,0.000       ,5.280       ,5.310       ,0.024       ,0.00407       ,2147483480    ,345.234         ,-9.000        ,0.031               ,0.100               ,-3795.900       ,0.00000           ,-0.00522              
15:02:14.912690     ,0.000       ,0.000       ,5.280       ,5.310       ,0.020       ,0.00399       ,2147483479    ,345.146         ,-11.000       ,0.038               ,0.102               ,-3795.910       ,0.00000           ,-0.00311              
15:02:14.932685     ,0.000       ,0.000       ,5.340       ,5.310       ,0.014       ,0.00383       ,2147483477    ,344.971         ,-13.000       ,0.045               ,0.104               ,-3795.917       ,0.00383           ,-0.00090              
15:02:14.952672     ,0.000       ,0.000       ,5.340       ,5.310       ,0.007       ,0.00360       ,2147483474    ,344.707         ,-15.000       ,0.052               ,0.106               ,-3795.924       ,0.00767           ,0.00158               
15:02:14.972677     ,0.000       ,0.000       ,5.340       ,5.310       ,0.000       ,0.00345       ,2147483472    ,344.531         ,-16.000       ,0.056               ,0.109               ,-3795.928       ,0.01151           ,0.00476               
15:02:14.992691     ,0.000       ,0.000       ,5.340       ,5.310       ,-0.010      ,0.00322       ,2147483469    ,344.268         ,-15.000       ,0.052               ,-0.097              ,-3795.930       ,0.01151           ,0.00791               
15:02:15.012702     ,0.000       ,0.000       ,5.340       ,5.310       ,-0.017      ,0.00299       ,2147483466    ,344.004         ,-12.000       ,0.042               ,-0.096              ,-3795.924       ,0.01150           ,0.00896               
15:02:15.032703     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.016      ,0.00284       ,2147483464    ,343.828         ,-5.000        ,0.017               ,-0.095              ,-3795.912       ,0.00767           ,0.00987               
15:02:15.052676     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.015      ,0.00276       ,2147483463    ,343.740         ,2.000         ,-0.007              ,-0.095              ,-3795.904       ,0.00384           ,0.00946               
15:02:15.072680     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.014      ,0.00276       ,2147483463    ,343.740         ,5.000         ,-0.017              ,-0.097              ,-3795.898       ,0.00000           ,0.00747               
15:02:15.092705     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.013      ,0.00276       ,2147483463    ,343.740         ,8.000         ,-0.028              ,-0.100              ,-3795.892       ,0.00000           ,0.00476               
15:02:15.112748     ,0.000       ,0.000       ,5.330       ,5.310       ,-0.012      ,0.00284       ,2147483464    ,343.828         ,10.000        ,-0.035              ,-0.102              ,-3795.885       ,-0.00383          ,0.00226               
15:02:15.132702     ,0.000       ,0.000       ,5.240       ,5.310       ,-0.001      ,0.00307       ,2147483467    ,344.092         ,12.000        ,-0.042              ,-0.105              ,-3795.878       ,-0.01150          ,-0.00036              
15:02:15.152698     ,0.000       ,0.000       ,5.240       ,5.310       ,0.009       ,0.00330       ,2147483470    ,344.355         ,13.000        ,-0.045              ,0.101               ,-3795.870       ,-0.01151          ,-0.00400              
15:02:15.172692     ,0.000       ,0.000       ,5.240       ,5.310       ,0.020       ,0.00360       ,2147483474    ,344.707         ,15.000        ,-0.052              ,0.097               ,-3795.866       ,-0.01534          ,-0.00773              
15:02:15.192714     ,0.000       ,0.000       ,5.240       ,5.310       ,0.030       ,0.00383       ,2147483477    ,344.971         ,10.000        ,-0.035              ,0.094               ,-3795.878       ,-0.01151          ,-0.01044              
15:02:15.212693     ,0.000       ,0.000       ,5.240       ,5.310       ,0.041       ,0.00407       ,2147483480    ,345.234         ,2.000         ,-0.007              ,0.093               ,-3795.888       ,-0.01150          ,-0.01177              
15:02:15.232740     ,0.000       ,0.000       ,5.310       ,5.310       ,0.037       ,0.00422       ,2147483482    ,345.410         ,-3.000        ,0.010               ,0.093               ,-3795.894       ,-0.01150          ,-0.01192              
15:02:15.252675     ,0.000       ,0.000       ,5.310       ,5.310       ,0.028       ,0.00422       ,2147483482    ,345.410         ,-6.000        ,0.021               ,0.094               ,-3795.900       ,-0.00767          ,-0.01109              
15:02:15.272684     ,0.000       ,0.000       ,5.310       ,5.310       ,0.020       ,0.00414       ,2147483481    ,345.322         ,-8.000        ,0.028               ,0.096               ,-3795.908       ,0.00000           ,-0.00865              
15:02:15.292715     ,0.000       ,0.000       ,5.310       ,5.310       ,0.012       ,0.00383       ,2147483477    ,344.971         ,-10.000       ,0.035               ,0.100               ,-3795.916       ,0.00383           ,-0.00472              
15:02:15.312678     ,0.000       ,0.000       ,5.310       ,5.310       ,0.004       ,0.00330       ,2147483470    ,344.355         ,-13.000       ,0.045               ,0.106               ,-3795.923       ,0.01536           ,0.00095               
15:02:15.332686     ,0.000       ,0.000       ,5.180       ,5.310       ,0.008       ,0.00261       ,2147483461    ,343.564         ,-14.000       ,0.049               ,0.113               ,-3795.928       ,0.02684           ,0.00850               
15:02:15.352699     ,0.000       ,0.000       ,5.180       ,5.310       ,0.023       ,0.00176       ,2147483450    ,342.598         ,-14.000       ,0.049               ,0.122               ,-3795.932       ,0.03452           ,0.01744               
15:02:15.372686     ,0.000       ,0.000       ,5.180       ,5.310       ,0.038       ,0.00069       ,2147483436    ,341.367         ,-14.000       ,0.049               ,0.131               ,-3795.938       ,0.04219           ,0.02629               
15:02:15.392718     ,0.000       ,0.000       ,5.180       ,5.310       ,0.060       ,-0.00054      ,2147483420    ,339.961         ,-14.000       ,0.049               ,0.145               ,-3795.942       ,0.06136           ,0.03979               
15:02:15.412704     ,0.000       ,0.000       ,5.180       ,5.310       ,0.075       ,-0.00199      ,2147483401    ,338.291         ,-16.000       ,0.056               ,0.154               ,-3795.952       ,0.07284           ,0.04911               
15:02:15.432756     ,0.000       ,0.000       ,5.020       ,5.310       ,0.094       ,-0.00360      ,2147483380    ,336.445         ,-18.000       ,0.063               ,0.163               ,-3795.964       ,0.08049           ,0.05852               
15:02:15.452683     ,0.000       ,0.000       ,5.020       ,5.310       ,0.113       ,-0.00529      ,2147483358    ,334.512         ,-22.000       ,0.077               ,0.172               ,-3795.976       ,0.08441           ,0.06760               
15:02:15.472701     ,0.000       ,0.000       ,5.020       ,5.310       ,0.131       ,-0.00721      ,2147483333    ,332.314         ,-24.000       ,0.084               ,0.180               ,-3795.986       ,0.09590           ,0.07558               
15:02:15.492697     ,0.000       ,0.000       ,5.020       ,5.310       ,0.150       ,-0.00943      ,2147483304    ,329.766         ,-25.000       ,0.087               ,0.189               ,-3795.996       ,0.11124           ,0.08387               
15:02:15.512699     ,0.000       ,0.000       ,5.020       ,5.310       ,0.168       ,-0.01158      ,2147483276    ,327.305         ,-26.000       ,0.091               ,0.198               ,-3796.006       ,0.10737           ,0.09334               
15:02:15.532688     ,0.000       ,0.000       ,4.920       ,5.310       ,0.180       ,-0.01411      ,2147483243    ,324.404         ,-26.000       ,0.091               ,0.207               ,-3796.015       ,0.12652           ,0.10195               
15:02:15.552689     ,0.000       ,0.000       ,4.920       ,5.310       ,0.192       ,-0.01680      ,2147483208    ,321.328         ,-27.000       ,0.094               ,0.215               ,-3796.026       ,0.13425           ,0.11040               
15:02:15.572690     ,0.000       ,0.000       ,4.920       ,5.310       ,0.203       ,-0.01971      ,2147483170    ,317.988         ,-28.000       ,0.098               ,0.225               ,-3796.038       ,0.14572           ,0.12054               
15:02:15.592691     ,0.000       ,0.000       ,4.920       ,5.310       ,0.215       ,-0.02278      ,2147483130    ,314.473         ,-30.000       ,0.105               ,0.235               ,-3796.051       ,0.15345           ,0.13070               
15:02:15.612687     ,0.000       ,0.000       ,4.920       ,5.310       ,0.226       ,-0.02592      ,2147483089    ,310.869         ,-31.000       ,0.108               ,0.245               ,-3796.064       ,0.15722           ,0.14014               
15:02:15.632733     ,0.000       ,0.000       ,4.850       ,5.310       ,0.235       ,-0.02930      ,2147483045    ,307.002         ,-33.000       ,0.115               ,0.253               ,-3796.077       ,0.16876           ,0.14829               
15:02:15.652676     ,0.000       ,0.000       ,4.850       ,5.310       ,0.243       ,-0.03275      ,2147483000    ,303.047         ,-34.000       ,0.119               ,0.261               ,-3796.092       ,0.17255           ,0.15596               
15:02:15.672683     ,0.000       ,0.000       ,4.850       ,5.310       ,0.251       ,-0.03628      ,2147482954    ,299.004         ,-36.000       ,0.126               ,0.268               ,-3796.106       ,0.17645           ,0.16324               
15:02:15.692702     ,0.000       ,0.000       ,4.850       ,5.310       ,0.259       ,-0.03988      ,2147482907    ,294.873         ,-38.000       ,0.133               ,0.274               ,-3796.122       ,0.18027           ,0.16909               
15:02:15.712686     ,0.000       ,0.000       ,4.850       ,5.310       ,0.267       ,-0.04380      ,2147482856    ,290.391         ,-40.000       ,0.140               ,0.279               ,-3796.138       ,0.19557           ,0.17460               
15:02:15.732683     ,0.000       ,0.000       ,4.890       ,5.310       ,0.265       ,-0.04740      ,2147482809    ,286.260         ,-40.000       ,0.140               ,0.283               ,-3796.150       ,0.19557           ,0.17791               
15:02:15.752722     ,0.000       ,0.000       ,4.890       ,5.310       ,0.260       ,-0.05131      ,2147482758    ,281.777         ,-40.000       ,0.140               ,0.287               ,-3796.165       ,0.18021           ,0.18222               
15:02:15.772687     ,0.000       ,0.000       ,4.890       ,5.310       ,0.256       ,-0.05553      ,2147482703    ,276.943         ,-40.000       ,0.140               ,0.291               ,-3796.181       ,0.19560           ,0.18590               
15:02:15.792699     ,0.000       ,0.000       ,4.890       ,5.310       ,0.251       ,-0.05937      ,2147482653    ,272.549         ,-41.000       ,0.143               ,0.296               ,-3796.196       ,0.21094           ,0.19112               
15:02:15.812686     ,0.000       ,0.000       ,4.890       ,5.310       ,0.246       ,-0.06351      ,2147482599    ,267.803         ,-42.000       ,0.147               ,0.301               ,-3796.212       ,0.19176           ,0.19591               
