Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:30:00.895825     ,0.878       ,0.880       ,19.225      ,15.510      ,15.510      ,15.362      ,0.148       ,0.049       ,0.049       ,0.030       ,-0.000      ,0.060       ,880.000     ,0.000       ,0.148       ,15.510      ,0.00291       ,2147483585    ,354.463         ,1.400         ,-0.005              ,0.014               ,24846.930       ,-0.01534          ,-0.00480              ,0.000         ,0.000         ,0.060         ,0.050         
09:30:00.905848     ,0.878       ,0.880       ,19.225      ,15.440      ,15.440      ,15.362      ,0.078       ,0.026       ,0.026       ,0.032       ,0.000       ,0.058       ,880.000     ,0.000       ,0.078       ,15.440      ,0.00314       ,2147483588    ,354.727         ,1.800         ,-0.006              ,0.017               ,24846.932       ,-0.02302          ,-0.00569              ,0.000         ,0.000         ,0.058         ,0.052         
09:30:00.915820     ,0.878       ,0.880       ,19.225      ,15.400      ,15.400      ,15.362      ,0.038       ,0.013       ,0.013       ,0.032       ,0.000       ,0.048       ,880.000     ,0.000       ,0.038       ,15.400      ,0.00330       ,2147483590    ,354.902         ,2.000         ,-0.007              ,0.020               ,24846.932       ,-0.01533          ,-0.00656              ,0.000         ,0.000         ,0.048         ,0.052         
09:30:00.925840     ,0.878       ,0.880       ,19.225      ,15.450      ,15.450      ,15.362      ,0.088       ,0.029       ,0.029       ,0.034       ,0.000       ,0.058       ,880.000     ,0.000       ,0.088       ,15.450      ,0.00360       ,2147483594    ,355.254         ,2.400         ,-0.008              ,0.023               ,24846.934       ,-0.03067          ,-0.00776              ,0.000         ,0.000         ,0.058         ,0.048         
09:30:00.935873     ,0.878       ,0.880       ,19.225      ,15.500      ,15.500      ,15.362      ,0.138       ,0.046       ,0.046       ,0.036       ,0.000       ,0.068       ,880.000     ,0.000       ,0.138       ,15.500      ,0.00383       ,2147483597    ,355.518         ,2.800         ,-0.010              ,0.027               ,24846.934       ,-0.02302          ,-0.00901              ,0.000         ,0.000         ,0.068         ,0.066         
09:30:00.964493     ,0.883       ,0.880       ,19.225      ,15.500      ,15.500      ,15.362      ,0.138       ,0.046       ,0.046       ,0.042       ,-0.000      ,0.088       ,880.000     ,0.000       ,0.138       ,15.500      ,0.00445       ,2147483605    ,356.221         ,3.400         ,-0.012              ,0.031               ,24846.938       ,-0.03067          ,-0.01031              ,0.000         ,0.000         ,0.088         ,0.079         
09:30:00.965649     ,0.883       ,0.880       ,19.225      ,15.380      ,15.380      ,15.362      ,0.138       ,0.046       ,0.046       ,0.042       ,-0.000      ,0.088       ,880.000     ,0.000       ,0.138       ,15.500      ,0.00483       ,2147483610    ,356.660         ,3.800         ,-0.013              ,0.035               ,24846.939       ,-0.03067          ,-0.01175              ,0.000         ,0.000         ,0.088         ,0.079         
09:30:00.965816     ,0.883       ,0.880       ,19.225      ,15.380      ,15.380      ,15.362      ,0.018       ,0.006       ,0.006       ,0.042       ,-0.000      ,0.078       ,880.000     ,0.000       ,0.018       ,15.380      ,0.00483       ,2147483610    ,356.660         ,4.000         ,-0.014              ,0.040               ,24846.939       ,-0.03835          ,-0.01344              ,0.000         ,0.000         ,0.078         ,0.079         
09:30:00.975845     ,0.883       ,0.880       ,19.225      ,15.370      ,15.370      ,15.362      ,0.008       ,0.003       ,0.003       ,0.042       ,0.000       ,0.068       ,880.000     ,0.000       ,0.008       ,15.370      ,0.00529       ,2147483616    ,357.188         ,4.400         ,-0.015              ,0.046               ,24846.941       ,-0.04596          ,-0.01534              ,0.000         ,0.000         ,0.068         ,0.066         
09:30:00.985833     ,0.883       ,0.880       ,19.225      ,15.420      ,15.420      ,15.362      ,0.058       ,0.019       ,0.019       ,0.043       ,0.000       ,0.062       ,880.000     ,0.000       ,0.058       ,15.420      ,0.00568       ,2147483621    ,357.627         ,5.200         ,-0.018              ,0.052               ,24846.943       ,-0.03843          ,-0.01741              ,0.000         ,0.000         ,0.062         ,0.064         
09:30:00.995824     ,0.883       ,0.880       ,19.225      ,15.440      ,15.440      ,15.362      ,0.078       ,0.026       ,0.026       ,0.044       ,-0.000      ,0.070       ,880.000     ,0.000       ,0.078       ,15.440      ,0.00621       ,2147483628    ,358.242         ,5.800         ,-0.020              ,0.059               ,24846.943       ,-0.05369          ,-0.01974              ,0.000         ,0.000         ,0.070         ,0.064         
09:30:01.005840     ,0.883       ,0.880       ,19.225      ,15.440      ,15.440      ,15.362      ,0.078       ,0.026       ,0.026       ,0.046       ,-0.000      ,0.072       ,880.000     ,0.000       ,0.078       ,15.440      ,0.00667       ,2147483634    ,358.770         ,6.400         ,-0.022              ,0.066               ,24846.947       ,-0.04603          ,-0.02207              ,0.000         ,0.000         ,0.072         ,0.070         
09:30:01.015886     ,0.883       ,0.880       ,19.225      ,15.510      ,15.510      ,15.362      ,0.148       ,0.049       ,0.049       ,0.048       ,0.000       ,0.082       ,880.000     ,0.000       ,0.148       ,15.510      ,0.00721       ,2147483641    ,359.385         ,6.800         ,-0.024              ,0.074               ,24846.951       ,-0.05367          ,-0.02463              ,0.000         ,0.000         ,0.082         ,0.081         
09:30:01.025837     ,0.883       ,0.880       ,19.225      ,15.500      ,15.500      ,15.362      ,0.138       ,0.046       ,0.046       ,0.051       ,-0.000      ,0.092       ,880.000     ,0.000       ,0.138       ,15.500      ,0.00782       ,1             ,0.088           ,7.400         ,-0.026              ,0.082               ,24846.951       ,-0.06134          ,-0.02726              ,0.000         ,0.000         ,0.092         ,0.081         
09:30:01.035839     ,0.883       ,0.880       ,19.225      ,15.430      ,15.430      ,15.362      ,0.068       ,0.023       ,0.023       ,0.052       ,-0.000      ,0.082       ,880.000     ,0.000       ,0.068       ,15.430      ,0.00844       ,9             ,0.791           ,8.200         ,-0.029              ,0.090               ,24846.955       ,-0.06137          ,-0.03008              ,0.000         ,0.000         ,0.082         ,0.081         
09:30:01.056794     ,0.879       ,0.880       ,19.160      ,15.380      ,15.380      ,15.362      ,-0.032      ,-0.011      ,-0.011      ,0.051       ,0.000       ,0.062       ,880.000     ,0.000       ,-0.032      ,15.330      ,0.00905       ,17            ,1.494           ,9.600         ,-0.034              ,0.099               ,24846.961       ,-0.06134          ,-0.03293              ,0.000         ,0.000         ,0.062         ,0.058         
09:30:01.065185     ,0.879       ,0.880       ,19.160      ,15.380      ,15.380      ,15.362      ,-0.032      ,0.006       ,0.006       ,0.052       ,0.000       ,0.062       ,880.000     ,0.000       ,-0.032      ,15.330      ,0.01043       ,35            ,3.076           ,10.400        ,-0.036              ,0.108               ,24846.965       ,-0.06908          ,-0.03593              ,0.000         ,0.000         ,0.058         ,0.058         
09:30:01.065815     ,0.879       ,0.880       ,19.160      ,15.380      ,15.380      ,15.362      ,0.018       ,0.006       ,0.006       ,0.052       ,0.000       ,0.058       ,880.000     ,0.000       ,0.018       ,15.380      ,0.01043       ,35            ,3.076           ,10.600        ,-0.037              ,0.117               ,24846.965       ,-0.06900          ,-0.03894              ,0.000         ,0.000         ,0.058         ,0.058         
09:30:01.075834     ,0.879       ,0.880       ,19.160      ,15.550      ,15.550      ,15.362      ,0.188       ,0.063       ,0.063       ,0.055       ,0.000       ,0.068       ,880.000     ,0.000       ,0.188       ,15.550      ,0.01120       ,45            ,3.955           ,11.400        ,-0.040              ,0.126               ,24846.969       ,-0.07660          ,-0.04195              ,0.000         ,0.000         ,0.068         ,0.057         
09:30:01.085829     ,0.879       ,0.880       ,19.160      ,15.590      ,15.590      ,15.362      ,0.228       ,0.076       ,0.076       ,0.059       ,-0.000      ,0.078       ,880.000     ,0.000       ,0.228       ,15.590      ,0.01189       ,54            ,4.746           ,12.200        ,-0.043              ,0.135               ,24846.971       ,-0.06913          ,-0.04498              ,0.000         ,0.000         ,0.078         ,0.056         
09:30:01.095821     ,0.879       ,0.880       ,19.160      ,15.650      ,15.650      ,15.362      ,0.288       ,0.096       ,0.096       ,0.063       ,0.000       ,0.088       ,880.000     ,0.000       ,0.288       ,15.650      ,0.01266       ,64            ,5.625           ,12.800        ,-0.045              ,0.144               ,24846.975       ,-0.07666          ,-0.04790              ,0.000         ,0.000         ,0.088         ,0.077         
09:30:01.113241     ,0.879       ,0.880       ,19.160      ,15.570      ,15.570      ,15.362      ,0.208       ,0.069       ,0.069       ,0.067       ,-0.000      ,0.098       ,880.000     ,0.000       ,0.208       ,15.570      ,0.01350       ,75            ,6.592           ,13.600        ,-0.047              ,0.144               ,24846.982       ,-0.07666          ,-0.04790              ,0.000         ,0.000         ,0.098         ,0.088         
09:30:01.115818     ,0.879       ,0.880       ,19.160      ,15.570      ,15.570      ,15.362      ,0.208       ,0.069       ,0.069       ,0.070       ,0.000       ,0.108       ,880.000     ,0.000       ,0.208       ,15.570      ,0.01427       ,85            ,7.471           ,14.400        ,-0.050              ,0.162               ,24846.982       ,-0.07667          ,-0.05389              ,0.000         ,0.000         ,0.108         ,0.088         
09:30:01.125848     ,0.879       ,0.880       ,19.160      ,15.420      ,15.420      ,15.362      ,0.058       ,0.019       ,0.019       ,0.071       ,-0.000      ,0.098       ,880.000     ,0.000       ,0.058       ,15.420      ,0.01519       ,97            ,8.525           ,15.400        ,-0.054              ,0.171               ,24846.986       ,-0.09205          ,-0.05685              ,0.000         ,0.000         ,0.098         ,0.094         
09:30:01.135845     ,0.879       ,0.880       ,19.160      ,15.310      ,15.310      ,15.362      ,-0.052      ,-0.017      ,-0.017      ,0.070       ,0.000       ,0.088       ,880.000     ,0.000       ,-0.052      ,15.310      ,0.01603       ,108           ,9.492           ,16.200        ,-0.057              ,0.179               ,24846.990       ,-0.08415          ,-0.05971              ,0.000         ,0.000         ,0.088         ,0.083         
09:30:01.149326     ,0.879       ,0.880       ,19.225      ,15.330      ,15.330      ,15.362      ,-0.032      ,-0.011      ,-0.011      ,0.070       ,0.000       ,0.078       ,880.000     ,0.000       ,-0.032      ,15.330      ,0.01695       ,120           ,10.547          ,17.200        ,-0.060              ,0.188               ,24846.996       ,-0.09229          ,-0.06261              ,0.000         ,0.000         ,0.078         ,0.084         
09:30:01.155827     ,0.879       ,0.880       ,19.225      ,15.480      ,15.480      ,15.362      ,0.118       ,0.039       ,0.039       ,0.072       ,0.000       ,0.088       ,880.000     ,0.000       ,0.118       ,15.480      ,0.01787       ,132           ,11.602          ,17.800        ,-0.062              ,0.196               ,24847.000       ,-0.09207          ,-0.06541              ,0.000         ,0.000         ,0.088         ,0.084         
09:30:01.165900     ,0.879       ,0.880       ,19.225      ,15.550      ,15.550      ,15.362      ,0.188       ,0.063       ,0.063       ,0.075       ,-0.000      ,0.098       ,880.000     ,0.000       ,0.188       ,15.550      ,0.01887       ,145           ,12.744          ,18.400        ,-0.064              ,0.205               ,24847.004       ,-0.09970          ,-0.06826              ,0.000         ,0.000         ,0.098         ,0.086         
09:30:01.175829     ,0.879       ,0.880       ,19.225      ,15.510      ,15.510      ,15.362      ,0.148       ,0.049       ,0.049       ,0.077       ,-0.000      ,0.108       ,880.000     ,0.000       ,0.148       ,15.510      ,0.01987       ,158           ,13.887          ,19.200        ,-0.067              ,0.213               ,24847.008       ,-0.09964          ,-0.07102              ,0.000         ,0.000         ,0.108         ,0.086         
09:30:01.185832     ,0.879       ,0.880       ,19.225      ,15.510      ,15.510      ,15.362      ,0.148       ,0.049       ,0.049       ,0.080       ,0.000       ,0.118       ,880.000     ,0.000       ,0.148       ,15.510      ,0.02094       ,172           ,15.117          ,19.800        ,-0.069              ,0.222               ,24847.014       ,-0.10740          ,-0.07394              ,0.000         ,0.000         ,0.118         ,0.105         
09:30:01.195822     ,0.879       ,0.880       ,19.225      ,15.440      ,15.440      ,15.362      ,0.078       ,0.026       ,0.026       ,0.081       ,-0.000      ,0.108       ,880.000     ,0.000       ,0.078       ,15.440      ,0.02201       ,186           ,16.348          ,20.400        ,-0.071              ,0.231               ,24847.018       ,-0.10735          ,-0.07689              ,0.000         ,0.000         ,0.108         ,0.114         
09:30:01.205828     ,0.879       ,0.880       ,19.225      ,15.370      ,15.370      ,15.362      ,0.008       ,0.003       ,0.003       ,0.081       ,0.000       ,0.098       ,880.000     ,0.000       ,0.008       ,15.370      ,0.02309       ,200           ,17.578          ,21.200        ,-0.074              ,0.239               ,24847.023       ,-0.10747          ,-0.07974              ,0.000         ,0.000         ,0.098         ,0.105         
09:30:01.215825     ,0.879       ,0.880       ,19.225      ,15.300      ,15.300      ,15.362      ,-0.062      ,-0.021      ,-0.021      ,0.080       ,0.000       ,0.088       ,880.000     ,0.000       ,-0.062      ,15.300      ,0.02424       ,215           ,18.896          ,22.200        ,-0.077              ,0.248               ,24847.029       ,-0.11497          ,-0.08273              ,0.000         ,0.000         ,0.088         ,0.107         
09:30:01.225831     ,0.879       ,0.880       ,19.225      ,15.420      ,15.420      ,15.362      ,0.058       ,0.019       ,0.019       ,0.081       ,0.000       ,0.098       ,880.000     ,0.000       ,0.058       ,15.420      ,0.02539       ,230           ,20.215          ,23.200        ,-0.081              ,0.257               ,24847.033       ,-0.11494          ,-0.08562              ,0.000         ,0.000         ,0.098         ,0.085         
09:30:01.235823     ,0.879       ,0.880       ,19.225      ,15.670      ,15.670      ,15.362      ,0.308       ,0.205       ,0.103       ,0.086       ,0.000       ,0.108       ,880.000     ,0.000       ,0.308       ,15.670      ,0.02654       ,245           ,21.533          ,23.800        ,-0.083              ,0.266               ,24847.039       ,-0.11506          ,-0.08854              ,0.000         ,0.000         ,0.108         ,0.095         
09:30:01.266823     ,0.881       ,0.880       ,19.160      ,15.530      ,15.530      ,15.362      ,0.168       ,0.056       ,0.056       ,0.094       ,-0.000      ,0.128       ,880.000     ,0.000       ,0.168       ,15.530      ,0.02899       ,277           ,24.346          ,25.000        ,-0.087              ,0.274               ,24847.049       ,-0.12284          ,-0.09148              ,0.000         ,0.000         ,0.128         ,0.117         
09:30:01.277592     ,0.881       ,0.880       ,19.160      ,15.500      ,15.500      ,15.362      ,0.138       ,0.046       ,0.046       ,0.096       ,0.000       ,0.138       ,880.000     ,0.000       ,0.138       ,15.500      ,0.03022       ,293           ,25.752          ,26.200        ,-0.091              ,0.292               ,24847.062       ,-0.12279          ,-0.09730              ,0.000         ,0.000         ,0.138         ,0.140         
09:30:01.293526     ,0.881       ,0.880       ,19.160      ,15.430      ,15.430      ,15.362      ,0.118       ,0.039       ,0.039       ,0.098       ,0.000       ,0.138       ,880.000     ,0.000       ,0.118       ,15.480      ,0.03283       ,327           ,28.740          ,27.600        ,-0.096              ,0.301               ,24847.076       ,-0.13030          ,-0.10019              ,0.000         ,0.000         ,0.138         ,0.136         
09:30:01.295100     ,0.881       ,0.880       ,19.160      ,15.280      ,15.280      ,15.362      ,0.068       ,0.023       ,0.023       ,0.099       ,-0.000      ,0.128       ,880.000     ,0.000       ,0.068       ,15.430      ,0.03421       ,345           ,30.322          ,28.400        ,-0.099              ,0.309               ,24847.076       ,-0.13044          ,-0.10300              ,0.000         ,0.000         ,0.118         ,0.136         
09:30:01.295140     ,0.881       ,0.880       ,19.160      ,15.280      ,15.280      ,15.362      ,-0.082      ,-0.027      ,-0.027      ,0.098       ,-0.000      ,0.118       ,880.000     ,0.000       ,-0.082      ,15.280      ,0.03421       ,345           ,30.322          ,28.800        ,-0.101              ,0.318               ,24847.076       ,-0.13810          ,-0.10584              ,0.000         ,0.000         ,0.118         ,0.136         
09:30:01.305583     ,0.881       ,0.880       ,19.160      ,15.310      ,15.310      ,15.362      ,-0.052      ,-0.017      ,-0.017      ,0.097       ,0.000       ,0.108       ,880.000     ,0.000       ,-0.052      ,15.310      ,0.03559       ,363           ,31.904          ,29.400        ,-0.103              ,0.326               ,24847.082       ,-0.13810          ,-0.10872              ,0.000         ,0.000         ,0.108         ,0.116         
09:30:01.315065     ,0.881       ,0.880       ,19.160      ,15.530      ,15.530      ,15.362      ,0.168       ,0.056       ,0.056       ,0.100       ,0.000       ,0.118       ,880.000     ,0.000       ,0.168       ,15.530      ,0.03697       ,381           ,33.486          ,29.800        ,-0.104              ,0.335               ,24847.088       ,-0.13792          ,-0.11151              ,0.000         ,0.000         ,0.118         ,0.117         
09:30:01.325127     ,0.881       ,0.880       ,19.160      ,15.540      ,15.540      ,15.362      ,0.178       ,0.059       ,0.059       ,0.103       ,-0.000      ,0.128       ,880.000     ,0.000       ,0.178       ,15.540      ,0.03850       ,401           ,35.244          ,30.400        ,-0.106              ,0.343               ,24847.094       ,-0.15354          ,-0.11446              ,0.000         ,0.000         ,0.128         ,0.116         
09:30:01.335074     ,0.881       ,0.880       ,19.160      ,15.460      ,15.460      ,15.362      ,0.098       ,0.033       ,0.033       ,0.105       ,-0.000      ,0.137       ,880.000     ,0.000       ,0.098       ,15.460      ,0.03996       ,420           ,36.914          ,31.200        ,-0.109              ,0.352               ,24847.102       ,-0.14574          ,-0.11743              ,0.000         ,0.000         ,0.137         ,0.126         
09:30:01.353727     ,0.881       ,0.880       ,19.160      ,15.400      ,15.400      ,15.362      ,0.038       ,0.013       ,0.013       ,0.105       ,0.000       ,0.127       ,880.000     ,0.000       ,0.038       ,15.400      ,0.04149       ,440           ,38.672          ,32.400        ,-0.113              ,0.361               ,24847.115       ,-0.15337          ,-0.12041              ,0.000         ,0.000         ,0.127         ,0.135         
09:30:01.361281     ,0.878       ,0.880       ,19.209      ,15.270      ,15.270      ,15.362      ,-0.092      ,-0.031      ,-0.031      ,0.104       ,-0.000      ,0.117       ,880.000     ,0.000       ,-0.092      ,15.270      ,0.04303       ,460           ,40.430          ,33.400        ,-0.117              ,0.370               ,24847.115       ,-0.15337          ,-0.12340              ,0.000         ,0.000         ,0.117         ,0.124         
