Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
10:16:56.774363     ,0.879       ,0.000       ,21.256      ,6.120       ,6.120       ,6.120       ,0.000       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483268    ,0.008           ,326.602       ,7.000               ,-0.024              ,0.000           ,25746.84180       ,0.00000               ,0.000         ,9.300         ,9.300         ,0.000         ,0.001         
10:16:56.784347     ,0.879       ,0.000       ,21.256      ,6.100       ,6.100       ,6.110       ,-0.010      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483273    ,0.008           ,327.041       ,7.000               ,-0.024              ,0.000           ,25746.84375       ,0.00000               ,0.000         ,9.290         ,9.290         ,0.000         ,0.000         
10:16:56.794364     ,0.879       ,0.000       ,21.256      ,6.100       ,6.100       ,6.107       ,-0.007      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483277    ,0.009           ,327.393       ,7.400               ,-0.026              ,0.000           ,25746.84570       ,0.00000               ,0.000         ,9.290         ,9.290         ,0.000         ,0.001         
10:16:56.804334     ,0.879       ,0.000       ,21.256      ,6.090       ,6.090       ,6.102       ,-0.012      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483282    ,0.009           ,327.832       ,7.800               ,-0.027              ,0.000           ,25746.84570       ,0.00000               ,0.000         ,9.280         ,9.280         ,0.000         ,0.001         
10:16:56.814361     ,0.879       ,0.000       ,21.256      ,6.120       ,6.120       ,6.106       ,0.014       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483286    ,0.009           ,328.184       ,8.000               ,-0.028              ,0.000           ,25746.84766       ,0.00000               ,0.000         ,9.270         ,9.270         ,0.000         ,0.001         
10:16:56.824329     ,0.879       ,0.000       ,21.256      ,6.090       ,6.090       ,6.103       ,-0.013      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483291    ,0.010           ,328.623       ,8.000               ,-0.028              ,0.000           ,25746.84961       ,0.00000               ,0.000         ,9.270         ,9.270         ,0.000         ,0.000         
10:16:56.834351     ,0.879       ,0.000       ,21.256      ,6.100       ,6.100       ,6.103       ,-0.003      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483296    ,0.010           ,329.062       ,8.000               ,-0.028              ,0.000           ,25746.85156       ,0.00000               ,0.000         ,9.260         ,9.260         ,0.000         ,0.000         
10:16:56.847721     ,0.879       ,0.000       ,21.256      ,6.090       ,6.090       ,6.101       ,-0.011      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483301    ,0.010           ,329.502       ,8.000               ,-0.028              ,0.000           ,25746.85352       ,0.00000               ,0.000         ,9.250         ,9.250         ,0.000         ,0.000         
10:16:56.854343     ,0.879       ,0.000       ,21.256      ,6.100       ,6.100       ,6.101       ,-0.001      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483306    ,0.011           ,329.941       ,8.400               ,-0.029              ,0.000           ,25746.85352       ,0.00000               ,0.000         ,9.250         ,9.250         ,0.000         ,0.000         
10:16:56.864364     ,0.879       ,0.000       ,21.256      ,6.080       ,6.080       ,6.099       ,-0.019      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147483311    ,0.011           ,330.381       ,8.800               ,-0.031              ,0.000           ,25746.85547       ,0.00000               ,0.000         ,9.240         ,9.240         ,0.000         ,0.001         
