Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
10:25:14.226640     ,0.879       ,0.880       ,19.111      ,14.400      ,14.400      ,14.340      ,0.060       ,0.045       ,0.000          ,0.000       ,1.129       ,0.000       ,0.060       ,880.000     ,0.000       ,0.060       ,14.40000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.260         ,5.260         ,0.060         ,0.038         
10:25:14.236648     ,0.879       ,0.880       ,19.111      ,14.340      ,14.340      ,14.340      ,-0.000      ,0.011       ,0.000          ,0.000       ,-0.612      ,0.000       ,0.070       ,880.000     ,0.000       ,-0.000      ,14.34000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.070         ,0.058         
10:25:14.246650     ,0.879       ,0.880       ,19.111      ,14.280      ,14.280      ,14.340      ,-0.060      ,-0.030      ,0.000          ,0.000       ,-1.889      ,0.000       ,0.060       ,880.000     ,0.000       ,-0.060      ,14.28000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.060         ,0.057         
10:25:14.256637     ,0.879       ,0.880       ,19.111      ,14.240      ,14.240      ,14.340      ,-0.100      ,-0.065      ,0.000          ,0.000       ,-2.641      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.100      ,14.24000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.050         ,0.058         
10:25:14.266643     ,0.879       ,0.880       ,19.111      ,14.260      ,14.260      ,14.340      ,-0.080      ,-0.060      ,0.000          ,0.000       ,-1.495      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.080      ,14.26000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.040         ,0.048         
10:25:14.276694     ,0.879       ,0.880       ,19.111      ,14.330      ,14.330      ,14.340      ,-0.010      ,-0.021      ,0.000          ,0.000       ,0.592       ,0.000       ,0.030       ,880.000     ,0.000       ,-0.010      ,14.33000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.030         ,0.043         
10:25:14.286649     ,0.879       ,0.880       ,19.111      ,14.390      ,14.390      ,14.340      ,-0.010      ,-0.019      ,0.000          ,0.000       ,0.330       ,0.000       ,0.020       ,880.000     ,0.000       ,-0.010      ,14.33000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.240         ,5.240         ,0.020         ,0.039         
10:25:14.309624     ,0.881       ,0.880       ,19.078      ,14.450      ,14.450      ,14.340      ,0.110       ,0.072       ,0.000          ,0.000       ,2.743       ,0.000       ,0.040       ,880.000     ,0.000       ,0.110       ,14.45000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.240         ,5.240         ,0.040         ,0.037         
10:25:14.316274     ,0.881       ,0.880       ,19.078      ,14.360      ,14.360      ,14.340      ,0.110       ,0.072       ,0.000          ,0.000       ,2.743       ,0.000       ,0.040       ,880.000     ,0.000       ,0.110       ,14.45000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.240         ,5.240         ,0.040         ,0.037         
10:25:14.326197     ,0.881       ,0.880       ,19.078      ,14.300      ,14.300      ,14.340      ,-0.040      ,-0.015      ,0.000          ,0.000       ,-1.739      ,0.000       ,0.030       ,880.000     ,0.000       ,-0.040      ,14.30000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.000           ,24937.81641       ,0.00000               ,-0.000        ,5.240         ,5.240         ,0.030         ,0.039         
