Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:18:36.985906     ,0.499       ,10.514      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.005866     ,0.499       ,10.465      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.025756     ,0.499       ,10.465      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.045763     ,0.499       ,10.465      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.065843     ,0.499       ,10.465      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.085857     ,0.499       ,10.465      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.105865     ,0.500       ,10.530      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.125753     ,0.500       ,10.530      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.145957     ,0.500       ,10.530      ,5.310       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.165727     ,0.500       ,10.530      ,5.320       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.185894     ,0.500       ,10.530      ,5.320       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.205816     ,0.499       ,10.530      ,5.320       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.225861     ,0.499       ,10.481      ,5.320       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.245786     ,0.499       ,10.481      ,5.320       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.265750     ,0.499       ,10.481      ,5.320       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
16:18:37.285899     ,0.499       ,10.481      ,5.320       ,0.000       ,0.000       ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,0.000               ,-3707.573       ,0.00000           ,0.00000               
