Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:33:46.773397     ,0.879       ,0.880       ,20.535      ,14.090      ,14.090      ,14.158      ,-0.068      ,0.005       ,0.005          ,-0.023      ,0.042       ,0.000       ,0.051       ,880.000     ,0.000       ,-0.068      ,14.09000      ,12            ,0.001           ,1.055         ,0.000               ,-0.000              ,0.003           ,25479.05469       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.051         ,0.051         
17:33:46.790901     ,0.879       ,0.880       ,20.535      ,14.120      ,14.120      ,14.158      ,-0.088      ,-0.005      ,-0.005         ,-0.029      ,0.040       ,0.000       ,0.041       ,880.000     ,0.000       ,-0.088      ,14.07000      ,12            ,0.001           ,1.055         ,0.000               ,-0.000              ,0.003           ,25479.05469       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.031         ,0.039         
17:33:46.800877     ,0.879       ,0.880       ,20.535      ,14.240      ,14.240      ,14.158      ,0.082       ,0.003       ,0.003          ,0.027       ,0.041       ,0.000       ,0.041       ,880.000     ,0.000       ,0.082       ,14.24000      ,12            ,0.001           ,1.055         ,0.000               ,-0.000              ,0.003           ,25479.05469       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.041         ,0.033         
17:33:46.811001     ,0.879       ,0.880       ,20.535      ,14.270      ,14.270      ,14.158      ,0.112       ,0.013       ,0.013          ,0.037       ,0.044       ,-0.000      ,0.051       ,880.000     ,0.000       ,0.112       ,14.27000      ,12            ,0.001           ,1.055         ,0.000               ,-0.000              ,0.003           ,25479.05469       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.051         ,0.038         
17:33:46.821772     ,0.879       ,0.880       ,20.535      ,14.330      ,14.330      ,14.158      ,0.172       ,0.053       ,0.026          ,0.057       ,0.049       ,0.000       ,0.061       ,880.000     ,0.000       ,0.172       ,14.33000      ,12            ,0.001           ,1.055         ,0.000               ,-0.000              ,0.003           ,25479.05469       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.061         ,0.051         
17:33:46.830970     ,0.879       ,0.880       ,20.535      ,14.310      ,14.310      ,14.158      ,0.172       ,0.053       ,0.026          ,0.057       ,0.049       ,0.000       ,0.061       ,880.000     ,0.000       ,0.172       ,14.33000      ,12            ,0.001           ,1.055         ,0.000               ,-0.000              ,0.002           ,25479.05469       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.071         ,0.061         
17:33:46.839751     ,0.879       ,0.880       ,20.535      ,14.190      ,14.190      ,14.158      ,0.032       ,0.027       ,0.027          ,0.011       ,0.054       ,-0.000      ,0.081       ,880.000     ,0.000       ,0.032       ,14.19000      ,12            ,0.001           ,1.055         ,0.000               ,-0.000              ,0.002           ,25479.05469       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.081         ,0.070         
17:33:46.851023     ,0.879       ,0.880       ,20.535      ,14.140      ,14.140      ,14.158      ,-0.018      ,0.017       ,0.017          ,-0.006      ,0.053       ,0.000       ,0.071       ,880.000     ,0.000       ,-0.018      ,14.14000      ,14            ,0.001           ,1.230         ,0.000               ,-0.000              ,0.002           ,25479.05664       ,-0.00384              ,-0.001        ,0.000         ,0.000         ,0.071         ,0.079         
17:33:46.861172     ,0.879       ,0.880       ,20.535      ,14.100      ,14.100      ,14.158      ,-0.058      ,0.006       ,0.006          ,-0.019      ,0.052       ,0.000       ,0.061       ,880.000     ,0.000       ,-0.058      ,14.10000      ,14            ,0.001           ,1.230         ,0.000               ,-0.000              ,0.001           ,25479.05664       ,0.00000               ,-0.000        ,0.000         ,0.000         ,0.061         ,0.066         
17:33:46.869752     ,0.879       ,0.880       ,20.535      ,14.090      ,14.090      ,14.158      ,-0.068      ,-0.003      ,-0.003         ,-0.023      ,0.050       ,0.000       ,0.051       ,880.000     ,0.000       ,-0.068      ,14.09000      ,14            ,0.001           ,1.230         ,0.000               ,-0.000              ,0.001           ,25479.05664       ,0.00000               ,-0.000        ,0.000         ,0.000         ,0.051         ,0.058         
17:33:46.883482     ,0.879       ,0.880       ,20.552      ,14.210      ,14.210      ,14.158      ,0.052       ,0.003       ,0.003          ,0.017       ,0.051       ,0.000       ,0.055       ,880.000     ,0.000       ,0.052       ,14.21000      ,15            ,0.001           ,1.318         ,0.000               ,-0.000              ,0.001           ,25479.05664       ,0.00000               ,-0.000        ,0.000         ,0.000         ,0.055         ,0.053         
17:33:46.899785     ,0.879       ,0.880       ,20.552      ,14.400      ,14.400      ,14.158      ,0.242       ,0.072       ,0.036          ,0.081       ,0.061       ,0.000       ,0.075       ,880.000     ,0.000       ,0.242       ,14.40000      ,16            ,0.001           ,1.406         ,0.000               ,-0.000              ,0.002           ,25479.05664       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.075         ,0.064         
17:33:46.909923     ,0.879       ,0.880       ,20.552      ,14.380      ,14.380      ,14.158      ,0.222       ,0.047       ,0.047          ,0.074       ,0.067       ,-0.000      ,0.085       ,880.000     ,0.000       ,0.222       ,14.38000      ,17            ,0.001           ,1.494         ,0.200               ,-0.001              ,0.003           ,25479.05664       ,-0.00767              ,-0.001        ,0.000         ,0.000         ,0.085         ,0.070         
17:33:46.919718     ,0.879       ,0.880       ,20.552      ,14.270      ,14.270      ,14.158      ,0.222       ,0.047       ,0.047          ,0.074       ,0.067       ,-0.000      ,0.085       ,880.000     ,0.000       ,0.222       ,14.38000      ,18            ,0.001           ,1.582         ,0.600               ,-0.002              ,0.003           ,25479.05664       ,-0.00767              ,-0.001        ,0.000         ,0.000         ,0.095         ,0.083         
17:33:46.929898     ,0.879       ,0.880       ,20.552      ,14.240      ,14.240      ,14.158      ,0.082       ,0.039       ,0.039          ,0.027       ,0.073       ,0.000       ,0.105       ,880.000     ,0.000       ,0.082       ,14.24000      ,20            ,0.002           ,1.758         ,1.000               ,-0.003              ,0.004           ,25479.05664       ,-0.00767              ,-0.001        ,0.000         ,0.000         ,0.105         ,0.091         
17:33:46.941850     ,0.879       ,0.880       ,20.552      ,14.140      ,14.140      ,14.158      ,-0.018      ,0.026       ,0.026          ,-0.006      ,0.072       ,-0.000      ,0.098       ,880.000     ,0.000       ,-0.018      ,14.14000      ,21            ,0.002           ,1.846         ,1.000               ,-0.003              ,0.006           ,25479.05664       ,-0.01535              ,-0.002        ,0.000         ,0.000         ,0.098         ,0.105         
17:33:46.950841     ,0.879       ,0.880       ,20.552      ,14.120      ,14.120      ,14.158      ,-0.018      ,0.026       ,0.026          ,-0.006      ,0.072       ,-0.000      ,0.098       ,880.000     ,0.000       ,-0.018      ,14.14000      ,23            ,0.002           ,2.021         ,1.000               ,-0.003              ,0.008           ,25479.05859       ,-0.00767              ,-0.003        ,0.000         ,0.000         ,0.098         ,0.095         
17:33:46.963942     ,0.879       ,0.880       ,20.552      ,14.140      ,14.140      ,14.158      ,-0.038      ,0.014       ,0.014          ,-0.013      ,0.071       ,0.000       ,0.088       ,880.000     ,0.000       ,-0.038      ,14.12000      ,25            ,0.002           ,2.197         ,1.200               ,-0.004              ,0.010           ,25479.05859       ,-0.01534              ,-0.003        ,0.000         ,0.000         ,0.088         ,0.086         
17:33:46.980919     ,0.879       ,0.880       ,20.552      ,14.310      ,14.310      ,14.158      ,0.152       ,0.042       ,0.021          ,0.051       ,0.075       ,0.000       ,0.089       ,880.000     ,0.000       ,0.152       ,14.31000      ,30            ,0.002           ,2.637         ,1.800               ,-0.006              ,0.015           ,25479.06055       ,-0.02302              ,-0.005        ,0.000         ,0.000         ,0.089         ,0.072         
17:33:46.989709     ,0.879       ,0.880       ,20.552      ,14.340      ,14.340      ,14.158      ,0.152       ,0.042       ,0.021          ,0.051       ,0.075       ,0.000       ,0.089       ,880.000     ,0.000       ,0.152       ,14.31000      ,33            ,0.003           ,2.900         ,2.000               ,-0.007              ,0.015           ,25479.06250       ,-0.02302              ,-0.005        ,0.000         ,0.000         ,0.089         ,0.086         
17:33:47.014403     ,0.881       ,0.880       ,20.503      ,14.360      ,14.360      ,14.158      ,0.202       ,0.086       ,0.043          ,0.067       ,0.085       ,-0.000      ,0.109       ,880.000     ,0.000       ,0.202       ,14.36000      ,39            ,0.003           ,3.428         ,2.600               ,-0.009              ,0.018           ,25479.06641       ,-0.02301              ,-0.006        ,0.000         ,0.000         ,0.109         ,0.103         
17:33:47.029898     ,0.881       ,0.880       ,20.503      ,14.310      ,14.310      ,14.158      ,0.152       ,0.048       ,0.048          ,0.051       ,0.093       ,0.000       ,0.129       ,880.000     ,0.000       ,0.152       ,14.31000      ,47            ,0.004           ,4.131         ,3.400               ,-0.012              ,0.026           ,25479.06641       ,-0.03068              ,-0.009        ,0.000         ,0.000         ,0.129         ,0.119         
