Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
10:30:15.379157     ,0.803       ,0.880       ,17.326      ,16.250      ,16.240      ,16.464      ,-0.223      ,-0.112      ,-0.075      ,-0.000      ,-0.187      ,880.000     ,-0.223      ,16.241      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.385922     ,0.799       ,0.880       ,17.293      ,16.250      ,16.240      ,16.464      ,-0.223      ,-0.112      ,-0.075      ,0.000       ,-0.187      ,880.000     ,-0.223      ,16.240      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.399864     ,0.803       ,0.880       ,17.293      ,16.250      ,16.242      ,16.464      ,-0.220      ,-0.110      ,-0.076      ,0.000       ,-0.185      ,880.000     ,-0.220      ,16.244      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.405916     ,0.801       ,0.880       ,17.326      ,16.260      ,16.244      ,16.464      ,-0.222      ,-0.111      ,-0.076      ,-0.000      ,-0.187      ,880.000     ,-0.222      ,16.242      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.417428     ,0.803       ,0.880       ,17.326      ,16.270      ,16.248      ,16.464      ,-0.219      ,-0.110      ,-0.076      ,0.000       ,-0.185      ,880.000     ,-0.219      ,16.244      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.425905     ,0.799       ,0.880       ,17.293      ,16.280      ,16.253      ,16.464      ,-0.216      ,-0.108      ,-0.076      ,0.000       ,-0.184      ,880.000     ,-0.216      ,16.248      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.435906     ,0.799       ,0.880       ,17.293      ,16.270      ,16.254      ,16.464      ,-0.211      ,-0.105      ,-0.076      ,0.000       ,-0.182      ,880.000     ,-0.211      ,16.253      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.445912     ,0.799       ,0.880       ,17.310      ,16.270      ,16.257      ,16.464      ,-0.206      ,-0.103      ,-0.077      ,-0.000      ,-0.180      ,880.000     ,-0.206      ,16.257      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.455919     ,0.799       ,0.880       ,17.310      ,16.300      ,16.265      ,16.464      ,-0.206      ,-0.103      ,-0.077      ,-0.000      ,-0.180      ,880.000     ,-0.206      ,16.257      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
10:30:15.465980     ,0.801       ,0.880       ,17.277      ,16.280      ,16.267      ,16.464      ,-0.206      ,-0.103      ,-0.077      ,-0.000      ,-0.180      ,880.000     ,-0.206      ,16.257      ,0.01273       ,40            ,3.516           ,0.000         ,-0.000              ,-0.000              ,23921.994       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-4.500        ,-0.057        
