Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
08:49:36.749245     ,0.801       ,0.880       ,16.867      ,16.160      ,16.158      ,16.162      ,-0.004      ,-0.019      ,0.000       ,0.037       ,0.037       ,880.000     ,-0.004      ,16.158      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
08:49:36.765519     ,0.799       ,0.880       ,16.884      ,16.180      ,16.160      ,16.162      ,-0.002      ,-0.010      ,0.000       ,0.111       ,0.111       ,880.000     ,-0.002      ,16.160      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.004        
08:49:36.769232     ,0.799       ,0.880       ,16.884      ,16.150      ,16.158      ,16.162      ,-0.002      ,-0.010      ,0.000       ,0.111       ,0.111       ,880.000     ,-0.002      ,16.160      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.004        
08:49:36.784212     ,0.803       ,0.880       ,16.900      ,16.160      ,16.158      ,16.162      ,-0.004      ,-0.021      ,0.000       ,0.001       ,0.001       ,880.000     ,-0.004      ,16.158      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
08:49:36.789222     ,0.803       ,0.880       ,16.900      ,16.180      ,16.163      ,16.162      ,-0.004      ,-0.021      ,0.000       ,0.001       ,0.001       ,880.000     ,-0.004      ,16.158      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
08:49:36.802998     ,0.801       ,0.880       ,16.884      ,16.180      ,16.164      ,16.162      ,-0.004      ,-0.021      ,0.000       ,0.001       ,0.001       ,880.000     ,-0.004      ,16.158      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
08:49:36.809223     ,0.801       ,0.880       ,16.867      ,16.190      ,16.163      ,16.162      ,0.001       ,0.003       ,0.000       ,-0.183      ,-0.183      ,880.000     ,0.001       ,16.163      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
08:49:36.820697     ,0.801       ,0.880       ,16.900      ,16.180      ,16.165      ,16.162      ,0.001       ,0.003       ,0.000       ,-0.183      ,-0.183      ,880.000     ,0.001       ,16.163      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
08:49:36.829263     ,0.801       ,0.880       ,16.900      ,16.180      ,16.167      ,16.162      ,0.005       ,0.024       ,0.000       ,0.021       ,0.021       ,880.000     ,0.005       ,16.167      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
08:49:36.840647     ,0.801       ,0.880       ,16.851      ,16.180      ,16.167      ,16.162      ,0.005       ,0.024       ,0.000       ,0.021       ,0.021       ,880.000     ,0.005       ,16.167      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.879       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
