Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:11:54.883538     ,0.066       ,0.067       ,1.180       ,20.770      ,20.775      ,20.771      ,0.004       ,0.025       ,3.303       ,0.00591       ,77            ,6.768           ,149.000       ,-0.520              ,-0.000              ,166.723         ,0.00000           ,-0.00000              
16:11:54.904266     ,0.066       ,0.067       ,1.180       ,20.790      ,20.793      ,20.771      ,0.022       ,0.025       ,3.316       ,0.00591       ,77            ,6.768           ,149.200       ,-0.521              ,-0.000              ,166.773         ,0.00000           ,-0.00000              
16:11:54.925109     ,0.068       ,0.067       ,1.196       ,20.790      ,20.783      ,20.771      ,0.012       ,0.026       ,3.328       ,0.00591       ,77            ,6.768           ,149.600       ,-0.522              ,-0.000              ,166.822         ,0.00000           ,-0.00000              
16:11:54.945632     ,0.068       ,0.067       ,1.196       ,20.790      ,20.787      ,20.771      ,0.016       ,0.025       ,3.341       ,0.00591       ,77            ,6.768           ,149.800       ,-0.523              ,-0.000              ,166.871         ,0.00000           ,-0.00000              
16:11:54.966178     ,0.068       ,0.067       ,1.229       ,20.780      ,20.785      ,20.771      ,0.015       ,0.027       ,3.354       ,0.00591       ,77            ,6.768           ,149.400       ,-0.522              ,-0.000              ,166.922         ,0.00000           ,-0.00000              
16:11:54.987164     ,0.068       ,0.067       ,1.196       ,20.780      ,20.786      ,20.771      ,0.015       ,0.028       ,3.375       ,0.00591       ,77            ,6.768           ,149.200       ,-0.521              ,-0.000              ,166.973         ,0.00000           ,-0.00000              
16:11:55.007856     ,0.066       ,0.067       ,1.196       ,20.790      ,20.786      ,20.771      ,0.016       ,0.028       ,3.389       ,0.00591       ,77            ,6.768           ,149.600       ,-0.522              ,-0.000              ,167.023         ,0.00000           ,-0.00000              
16:11:55.028637     ,0.066       ,0.067       ,1.229       ,20.790      ,20.784      ,20.771      ,0.013       ,0.029       ,3.403       ,0.00591       ,77            ,6.768           ,150.000       ,-0.524              ,-0.000              ,167.071         ,0.00000           ,-0.00000              
16:11:55.049364     ,0.066       ,0.067       ,1.196       ,20.770      ,20.776      ,20.771      ,0.005       ,0.028       ,3.417       ,0.00591       ,77            ,6.768           ,149.800       ,-0.523              ,-0.000              ,167.123         ,0.00000           ,-0.00000              
16:11:55.070220     ,0.066       ,0.067       ,1.196       ,20.790      ,20.794      ,20.771      ,0.023       ,0.028       ,3.431       ,0.00591       ,77            ,6.768           ,149.400       ,-0.522              ,-0.000              ,167.176         ,0.00000           ,-0.00000              
16:11:55.090720     ,0.066       ,0.067       ,1.229       ,20.790      ,20.783      ,20.771      ,0.012       ,0.029       ,3.446       ,0.00591       ,77            ,6.768           ,149.200       ,-0.521              ,-0.000              ,167.227         ,0.00000           ,-0.00000              
16:11:55.110461     ,0.068       ,0.067       ,1.196       ,20.790      ,20.787      ,20.771      ,0.016       ,0.029       ,3.460       ,0.00591       ,77            ,6.768           ,149.600       ,-0.522              ,-0.000              ,167.279         ,0.00000           ,-0.00000              
16:11:55.130057     ,0.068       ,0.067       ,1.196       ,20.790      ,20.792      ,20.771      ,0.021       ,0.030       ,3.475       ,0.00591       ,77            ,6.768           ,150.000       ,-0.524              ,-0.000              ,167.329         ,0.00000           ,-0.00000              
16:11:55.150715     ,0.068       ,0.067       ,1.229       ,20.770      ,20.778      ,20.771      ,0.007       ,0.029       ,3.490       ,0.00591       ,77            ,6.768           ,150.000       ,-0.524              ,-0.000              ,167.376         ,0.00000           ,-0.00000              
