Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:00:14.781765     ,0.051       ,0.880       ,0.869       ,16.060      ,16.038      ,16.039      ,-0.000      ,-0.001      ,0.000       ,0.082       ,0.082       ,880.000     ,-0.000      ,16.038      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:14.791761     ,0.051       ,0.880       ,0.869       ,16.040      ,16.036      ,16.039      ,-0.000      ,-0.001      ,0.000       ,0.082       ,0.082       ,880.000     ,-0.000      ,16.038      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.008        
17:00:14.801777     ,0.049       ,0.880       ,0.885       ,16.040      ,16.036      ,16.039      ,-0.002      ,-0.011      ,0.000       ,-0.086      ,-0.086      ,880.000     ,-0.002      ,16.036      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:00:14.811756     ,0.049       ,0.880       ,0.885       ,16.040      ,16.038      ,16.039      ,-0.002      ,-0.011      ,0.000       ,-0.086      ,-0.086      ,880.000     ,-0.002      ,16.036      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:00:14.821774     ,0.049       ,0.880       ,0.869       ,16.060      ,16.039      ,16.039      ,0.001       ,0.003       ,0.000       ,-0.002      ,-0.002      ,880.000     ,0.001       ,16.039      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:00:14.832369     ,0.049       ,0.880       ,0.869       ,16.040      ,16.037      ,16.039      ,0.001       ,0.003       ,0.000       ,-0.002      ,-0.002      ,880.000     ,0.001       ,16.039      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:14.841759     ,0.051       ,0.880       ,0.869       ,16.060      ,16.042      ,16.039      ,0.003       ,0.016       ,0.000       ,0.074       ,0.074       ,880.000     ,0.003       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:14.852054     ,0.049       ,0.880       ,0.869       ,16.040      ,16.041      ,16.039      ,0.003       ,0.016       ,0.000       ,0.074       ,0.074       ,880.000     ,0.003       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:00:14.861770     ,0.051       ,0.880       ,0.869       ,16.060      ,16.043      ,16.039      ,0.005       ,0.023       ,0.000       ,-0.026      ,-0.026      ,880.000     ,0.005       ,16.043      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:00:14.872765     ,0.049       ,0.880       ,0.885       ,16.040      ,16.038      ,16.039      ,0.005       ,0.023       ,0.000       ,-0.026      ,-0.026      ,880.000     ,0.005       ,16.043      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:14.881764     ,0.049       ,0.880       ,0.869       ,16.060      ,16.042      ,16.039      ,0.003       ,0.017       ,0.000       ,0.110       ,0.110       ,880.000     ,0.003       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:14.892607     ,0.049       ,0.880       ,0.869       ,16.060      ,16.042      ,16.039      ,0.003       ,0.017       ,0.000       ,0.110       ,0.110       ,880.000     ,0.003       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.006        
17:00:14.901787     ,0.051       ,0.880       ,0.869       ,16.060      ,16.046      ,16.039      ,0.007       ,0.036       ,0.000       ,-0.064      ,-0.064      ,880.000     ,0.007       ,16.046      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.006        
17:00:14.914455     ,0.049       ,0.880       ,0.869       ,16.040      ,16.042      ,16.039      ,0.007       ,0.036       ,0.000       ,-0.064      ,-0.064      ,880.000     ,0.007       ,16.046      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.006        
17:00:14.921766     ,0.049       ,0.880       ,0.869       ,16.040      ,16.044      ,16.039      ,0.005       ,0.027       ,0.000       ,-0.011      ,-0.011      ,880.000     ,0.005       ,16.044      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.006        
17:00:14.933012     ,0.051       ,0.880       ,0.869       ,16.040      ,16.041      ,16.039      ,0.005       ,0.027       ,0.000       ,-0.011      ,-0.011      ,880.000     ,0.005       ,16.044      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:14.941774     ,0.049       ,0.880       ,0.885       ,16.060      ,16.042      ,16.039      ,0.004       ,0.019       ,0.000       ,-0.008      ,-0.008      ,880.000     ,0.004       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:14.951778     ,0.049       ,0.880       ,0.869       ,16.040      ,16.039      ,16.039      ,0.000       ,0.000       ,0.000       ,-0.096      ,-0.096      ,880.000     ,0.000       ,16.039      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:14.961768     ,0.051       ,0.880       ,0.885       ,16.060      ,16.042      ,16.039      ,0.003       ,0.015       ,0.000       ,0.075       ,0.075       ,880.000     ,0.003       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:14.971767     ,0.051       ,0.880       ,0.885       ,16.060      ,16.043      ,16.039      ,0.003       ,0.015       ,0.000       ,0.075       ,0.075       ,880.000     ,0.003       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:14.981755     ,0.049       ,0.880       ,0.869       ,16.040      ,16.041      ,16.039      ,0.002       ,0.010       ,0.000       ,-0.120      ,-0.120      ,880.000     ,0.002       ,16.041      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:14.991778     ,0.049       ,0.880       ,0.869       ,16.060      ,16.040      ,16.039      ,0.002       ,0.010       ,0.000       ,-0.120      ,-0.120      ,880.000     ,0.002       ,16.041      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:15.007577     ,0.049       ,0.880       ,0.885       ,16.040      ,16.041      ,16.039      ,0.002       ,0.010       ,0.000       ,-0.120      ,-0.120      ,880.000     ,0.002       ,16.041      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:15.011758     ,0.049       ,0.880       ,0.885       ,16.060      ,16.043      ,16.039      ,0.003       ,0.013       ,0.000       ,-0.023      ,-0.023      ,880.000     ,0.003       ,16.041      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:15.026340     ,0.051       ,0.880       ,0.885       ,16.060      ,16.044      ,16.039      ,0.004       ,0.021       ,0.000       ,-0.064      ,-0.064      ,880.000     ,0.004       ,16.043      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.031753     ,0.051       ,0.880       ,0.885       ,16.040      ,16.045      ,16.039      ,0.004       ,0.021       ,0.000       ,-0.064      ,-0.064      ,880.000     ,0.004       ,16.043      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.045011     ,0.049       ,0.880       ,0.869       ,16.060      ,16.045      ,16.039      ,0.006       ,0.032       ,0.000       ,-0.116      ,-0.116      ,880.000     ,0.006       ,16.045      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.051783     ,0.051       ,0.880       ,0.869       ,16.060      ,16.048      ,16.039      ,0.006       ,0.032       ,0.000       ,-0.168      ,-0.168      ,880.000     ,0.006       ,16.045      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.063775     ,0.049       ,0.880       ,0.885       ,16.060      ,16.046      ,16.039      ,0.009       ,0.046       ,0.000       ,-0.126      ,-0.126      ,880.000     ,0.009       ,16.048      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.071769     ,0.051       ,0.880       ,0.869       ,16.040      ,16.042      ,16.039      ,0.008       ,0.039       ,0.000       ,-0.241      ,-0.241      ,880.000     ,0.008       ,16.046      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.083368     ,0.051       ,0.880       ,0.869       ,16.060      ,16.047      ,16.039      ,0.004       ,0.019       ,0.000       ,-0.125      ,-0.125      ,880.000     ,0.004       ,16.042      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.004         
17:00:15.091775     ,0.051       ,0.880       ,0.869       ,16.040      ,16.044      ,16.039      ,0.008       ,0.042       ,0.000       ,0.001       ,0.001       ,880.000     ,0.008       ,16.047      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.004         
17:00:15.101975     ,0.051       ,0.880       ,0.869       ,16.060      ,16.045      ,16.039      ,0.005       ,0.025       ,0.000       ,-0.257      ,-0.257      ,880.000     ,0.005       ,16.044      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:15.111786     ,0.049       ,0.880       ,0.869       ,16.060      ,16.045      ,16.039      ,0.005       ,0.025       ,0.000       ,-0.257      ,-0.257      ,880.000     ,0.005       ,16.044      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:15.121829     ,0.051       ,0.880       ,0.853       ,16.040      ,16.045      ,16.039      ,0.006       ,0.032       ,0.000       ,-0.031      ,-0.031      ,880.000     ,0.006       ,16.045      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:15.131767     ,0.049       ,0.880       ,0.869       ,16.030      ,16.039      ,16.039      ,0.000       ,0.002       ,0.000       ,-0.116      ,-0.116      ,880.000     ,0.000       ,16.039      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:15.141774     ,0.051       ,0.880       ,0.853       ,16.040      ,16.040      ,16.039      ,0.001       ,0.005       ,0.000       ,0.105       ,0.105       ,880.000     ,0.001       ,16.040      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:00:15.151793     ,0.051       ,0.880       ,0.869       ,16.040      ,16.036      ,16.039      ,-0.003      ,-0.013      ,0.000       ,-0.034      ,-0.034      ,880.000     ,-0.003      ,16.036      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:00:15.162681     ,0.051       ,0.880       ,0.885       ,16.040      ,16.032      ,16.039      ,-0.003      ,-0.013      ,0.000       ,-0.034      ,-0.034      ,880.000     ,-0.003      ,16.036      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:00:15.171765     ,0.051       ,0.880       ,0.869       ,16.040      ,16.032      ,16.039      ,-0.006      ,-0.031      ,0.000       ,0.191       ,0.191       ,880.000     ,-0.006      ,16.032      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:00:15.181762     ,0.051       ,0.880       ,0.869       ,16.060      ,16.036      ,16.039      ,-0.002      ,-0.011      ,0.000       ,0.125       ,0.125       ,880.000     ,-0.002      ,16.036      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:15.191763     ,0.049       ,0.880       ,0.869       ,16.040      ,16.034      ,16.039      ,-0.005      ,-0.024      ,0.000       ,-0.034      ,-0.034      ,880.000     ,-0.005      ,16.034      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:15.202353     ,0.051       ,0.880       ,0.869       ,16.060      ,16.036      ,16.039      ,-0.005      ,-0.024      ,0.000       ,-0.034      ,-0.034      ,880.000     ,-0.005      ,16.034      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:00:15.211768     ,0.051       ,0.880       ,0.869       ,16.060      ,16.039      ,16.039      ,0.000       ,0.002       ,0.000       ,0.006       ,0.006       ,880.000     ,0.000       ,16.039      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:00:15.222065     ,0.051       ,0.880       ,0.885       ,16.070      ,16.044      ,16.039      ,0.000       ,0.002       ,0.000       ,0.006       ,0.006       ,880.000     ,0.000       ,16.039      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:15.231766     ,0.049       ,0.880       ,0.869       ,16.060      ,16.045      ,16.039      ,0.007       ,0.033       ,0.000       ,-0.226      ,-0.226      ,880.000     ,0.007       ,16.045      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
17:00:15.241770     ,0.049       ,0.880       ,0.869       ,16.040      ,16.047      ,16.039      ,0.009       ,0.043       ,0.000       ,-0.144      ,-0.144      ,880.000     ,0.009       ,16.047      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.251785     ,0.051       ,0.880       ,0.853       ,16.040      ,16.046      ,16.039      ,0.008       ,0.038       ,0.000       ,-0.217      ,-0.217      ,880.000     ,0.008       ,16.046      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:00:15.261762     ,0.051       ,0.880       ,0.853       ,16.060      ,16.049      ,16.039      ,0.008       ,0.038       ,0.000       ,-0.217      ,-0.217      ,880.000     ,0.008       ,16.046      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:00:15.277586     ,0.051       ,0.880       ,0.885       ,16.060      ,16.047      ,16.039      ,0.008       ,0.038       ,0.000       ,-0.217      ,-0.217      ,880.000     ,0.008       ,16.046      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
