Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
19:22:01.099117     ,0.049       ,0.000       ,0.885       ,5.190       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,9.000         ,-0.031              ,0.000               ,-3914.183       ,0.00000           ,0.00000               
19:22:01.119105     ,0.049       ,0.000       ,0.885       ,5.190       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,9.000         ,-0.031              ,0.000               ,-3914.180       ,0.00000           ,0.00000               
19:22:01.139154     ,0.049       ,0.000       ,0.836       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,9.000         ,-0.031              ,0.000               ,-3914.176       ,0.00000           ,0.00000               
19:22:01.159122     ,0.051       ,0.000       ,0.836       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,9.400         ,-0.033              ,0.000               ,-3914.171       ,0.00000           ,0.00000               
19:22:01.179129     ,0.051       ,0.000       ,0.836       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,10.200        ,-0.036              ,0.000               ,-3914.166       ,0.00000           ,0.00000               
19:22:01.199129     ,0.049       ,0.000       ,0.885       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,11.200        ,-0.039              ,0.000               ,-3914.161       ,0.00000           ,0.00000               
19:22:01.219110     ,0.049       ,0.000       ,0.885       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,11.800        ,-0.041              ,0.000               ,-3914.157       ,0.00000           ,0.00000               
19:22:01.239105     ,0.049       ,0.000       ,0.853       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,12.000        ,-0.042              ,0.000               ,-3914.154       ,0.00000           ,0.00000               
19:22:01.259123     ,0.049       ,0.000       ,0.885       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,11.600        ,-0.040              ,0.000               ,-3914.151       ,0.00000           ,0.00000               
19:22:01.279105     ,0.051       ,0.000       ,0.885       ,5.200       ,0.000       ,0.000       ,0.09004       ,2147481461    ,167.783         ,11.200        ,-0.039              ,0.000               ,-3914.149       ,0.00000           ,0.00000               
