Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
14:23:44.361716     ,0.049       ,0.050       ,0.853       ,20.920      ,20.922      ,20.913      ,0.009       ,0.051       ,0.203       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.381339     ,0.051       ,0.050       ,0.885       ,20.910      ,20.910      ,20.913      ,-0.003      ,0.048       ,0.206       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.401963     ,0.049       ,0.050       ,0.885       ,20.910      ,20.912      ,20.913      ,-0.001      ,0.043       ,0.207       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.421564     ,0.049       ,0.050       ,0.885       ,20.920      ,20.918      ,20.913      ,0.005       ,0.039       ,0.207       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.442222     ,0.049       ,0.050       ,0.853       ,20.910      ,20.909      ,20.913      ,-0.005      ,0.035       ,0.206       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.461688     ,0.049       ,0.050       ,0.853       ,20.910      ,20.914      ,20.913      ,0.000       ,0.028       ,0.204       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.481330     ,0.049       ,0.050       ,0.853       ,20.920      ,20.919      ,20.913      ,0.005       ,0.028       ,0.202       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.501891     ,0.051       ,0.050       ,0.853       ,20.910      ,20.908      ,20.913      ,-0.005      ,0.024       ,0.199       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.522487     ,0.051       ,0.050       ,0.853       ,20.920      ,20.920      ,20.913      ,0.007       ,0.021       ,0.195       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
14:23:44.543029     ,0.049       ,0.050       ,0.853       ,20.920      ,20.918      ,20.913      ,0.005       ,0.023       ,0.192       ,0.00000       ,1             ,0.088           ,0.000         ,-0.000              ,0.000               ,-1713.244       ,0.00000           ,0.00000               
