Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:12:10.449318     ,0.000       ,0.000       ,0.000       ,16.070      ,16.043      ,16.043      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,58.800        ,-0.205              ,0.000               ,34514.223       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.093         ,0.093         
19:12:10.462430     ,0.000       ,0.000       ,0.000       ,16.060      ,16.044      ,16.043      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,57.000        ,-0.199              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.092         ,0.094         
19:12:10.469342     ,0.000       ,0.000       ,0.000       ,16.060      ,16.047      ,16.045      ,0.003       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,55.200        ,-0.193              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.090         ,0.094         
19:12:10.482367     ,0.000       ,0.000       ,0.000       ,16.080      ,16.051      ,16.046      ,0.005       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,51.800        ,-0.181              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.089         ,0.089         
19:12:10.488191     ,0.000       ,0.000       ,0.000       ,16.120      ,16.065      ,16.050      ,0.015       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,49.000        ,-0.171              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.088         ,0.089         
19:12:10.502077     ,0.000       ,0.000       ,0.000       ,16.070      ,16.066      ,16.053      ,0.013       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,44.800        ,-0.156              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.086         ,0.086         
19:12:10.508390     ,0.000       ,0.000       ,0.000       ,16.070      ,16.070      ,16.055      ,0.015       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,41.800        ,-0.146              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.084         ,0.086         
19:12:10.520946     ,0.000       ,0.000       ,0.000       ,16.060      ,16.071      ,16.057      ,0.014       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,37.400        ,-0.131              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.083         ,0.083         
19:12:10.528277     ,0.000       ,0.000       ,0.000       ,16.060      ,16.069      ,16.058      ,0.011       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,34.600        ,-0.121              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.081         ,0.083         
19:12:10.540903     ,0.000       ,0.000       ,0.000       ,16.040      ,16.057      ,16.058      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00046       ,2482          ,218.145         ,30.800        ,-0.108              ,0.000               ,34514.227       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.079         ,0.081         
