Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg)
18:26:40.667065     ,0.000       ,0.000       ,0.000       ,16.100      ,16.094      ,16.086      ,0.008       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.677152     ,0.000       ,0.000       ,0.000       ,16.100      ,16.096      ,16.087      ,0.009       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.687380     ,0.000       ,0.000       ,0.000       ,16.120      ,16.099      ,16.087      ,0.012       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.697248     ,0.000       ,0.000       ,0.000       ,16.120      ,16.102      ,16.088      ,0.013       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.707212     ,0.000       ,0.000       ,0.000       ,16.100      ,16.097      ,16.088      ,0.009       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.723096     ,0.000       ,0.000       ,0.000       ,16.120      ,16.102      ,16.089      ,0.013       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.727115     ,0.000       ,0.000       ,0.000       ,16.130      ,16.107      ,16.090      ,0.017       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.741726     ,0.000       ,0.000       ,0.000       ,16.120      ,16.107      ,16.090      ,0.016       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.747070     ,0.000       ,0.000       ,0.000       ,16.120      ,16.108      ,16.091      ,0.016       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.759438     ,0.000       ,0.000       ,0.000       ,16.120      ,16.112      ,16.092      ,0.020       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.767075     ,0.000       ,0.000       ,0.000       ,16.120      ,16.113      ,16.093      ,0.020       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.777139     ,0.000       ,0.000       ,0.000       ,16.120      ,16.111      ,16.093      ,0.018       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.787220     ,0.000       ,0.000       ,0.000       ,16.120      ,16.112      ,16.094      ,0.018       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.797089     ,0.000       ,0.000       ,0.000       ,16.120      ,16.113      ,16.095      ,0.018       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.807231     ,0.000       ,0.000       ,0.000       ,16.130      ,16.114      ,16.095      ,0.019       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.817281     ,0.000       ,0.000       ,0.000       ,16.120      ,16.113      ,16.096      ,0.018       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.832907     ,0.000       ,0.000       ,0.000       ,16.130      ,16.114      ,16.096      ,0.018       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.837220     ,0.000       ,0.000       ,0.000       ,16.130      ,16.116      ,16.097      ,0.019       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.852617     ,0.000       ,0.000       ,0.000       ,16.120      ,16.115      ,16.097      ,0.018       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.857472     ,0.000       ,0.000       ,0.000       ,16.140      ,16.118      ,16.098      ,0.020       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.870344     ,0.000       ,0.000       ,0.000       ,16.130      ,16.120      ,16.098      ,0.022       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.877143     ,0.000       ,0.000       ,0.000       ,16.130      ,16.121      ,16.099      ,0.021       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.889191     ,0.000       ,0.000       ,0.000       ,16.130      ,16.121      ,16.100      ,0.022       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.897305     ,0.000       ,0.000       ,0.000       ,16.130      ,16.123      ,16.100      ,0.023       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.907905     ,0.000       ,0.000       ,0.000       ,16.130      ,16.122      ,16.101      ,0.021       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.917411     ,0.000       ,0.000       ,0.000       ,16.130      ,16.122      ,16.101      ,0.021       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.927138     ,0.000       ,0.000       ,0.000       ,16.140      ,16.124      ,16.102      ,0.022       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.937214     ,0.000       ,0.000       ,0.000       ,16.140      ,16.125      ,16.102      ,0.023       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.947112     ,0.000       ,0.000       ,0.000       ,16.140      ,16.126      ,16.103      ,0.023       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.961734     ,0.000       ,0.000       ,0.000       ,16.130      ,16.125      ,16.103      ,0.022       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.967261     ,0.000       ,0.000       ,0.000       ,16.140      ,16.128      ,16.104      ,0.024       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.980256     ,0.000       ,0.000       ,0.000       ,16.140      ,16.128      ,16.104      ,0.024       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.987075     ,0.000       ,0.000       ,0.000       ,16.140      ,16.129      ,16.105      ,0.024       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:40.999123     ,0.000       ,0.000       ,0.000       ,16.140      ,16.130      ,16.105      ,0.025       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.007371     ,0.000       ,0.000       ,0.000       ,16.140      ,16.132      ,16.105      ,0.027       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.017602     ,0.000       ,0.000       ,0.000       ,16.140      ,16.132      ,16.105      ,0.027       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.027130     ,0.000       ,0.000       ,0.000       ,16.140      ,16.131      ,16.105      ,0.027       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.037281     ,0.000       ,0.000       ,0.000       ,16.140      ,16.131      ,16.105      ,0.026       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.047119     ,0.000       ,0.000       ,0.000       ,16.150      ,16.133      ,16.105      ,0.028       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.057245     ,0.000       ,0.000       ,0.000       ,16.150      ,16.134      ,16.105      ,0.030       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.071372     ,0.000       ,0.000       ,0.000       ,16.150      ,16.136      ,16.105      ,0.031       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.077377     ,0.000       ,0.000       ,0.000       ,16.140      ,16.136      ,16.105      ,0.031       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.090116     ,0.000       ,0.000       ,0.000       ,16.140      ,16.136      ,16.105      ,0.032       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.097148     ,0.000       ,0.000       ,0.000       ,16.150      ,16.137      ,16.105      ,0.033       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.108851     ,0.000       ,0.000       ,0.000       ,16.150      ,16.138      ,16.105      ,0.033       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.117075     ,0.000       ,0.000       ,0.000       ,16.140      ,16.137      ,16.105      ,0.032       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.127192     ,0.000       ,0.000       ,0.000       ,16.150      ,16.139      ,16.105      ,0.034       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.137246     ,0.000       ,0.000       ,0.000       ,16.140      ,16.138      ,16.105      ,0.033       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.147098     ,0.000       ,0.000       ,0.000       ,16.150      ,16.137      ,16.105      ,0.033       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.157367     ,0.000       ,0.000       ,0.000       ,16.160      ,16.139      ,16.105      ,0.034       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.167106     ,0.000       ,0.000       ,0.000       ,16.150      ,16.140      ,16.105      ,0.035       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.181677     ,0.000       ,0.000       ,0.000       ,16.150      ,16.140      ,16.105      ,0.035       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.187229     ,0.000       ,0.000       ,0.000       ,16.140      ,16.140      ,16.105      ,0.036       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.199303     ,0.000       ,0.000       ,0.000       ,16.140      ,16.139      ,16.105      ,0.035       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.207415     ,0.000       ,0.000       ,0.000       ,16.150      ,16.139      ,16.105      ,0.034       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.217859     ,0.000       ,0.000       ,0.000       ,16.140      ,16.138      ,16.105      ,0.033       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.227173     ,0.000       ,0.000       ,0.000       ,16.150      ,16.138      ,16.105      ,0.033       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.237090     ,0.000       ,0.000       ,0.000       ,16.150      ,16.139      ,16.105      ,0.034       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.247120     ,0.000       ,0.000       ,0.000       ,16.150      ,16.139      ,16.105      ,0.034       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.257344     ,0.000       ,0.000       ,0.000       ,16.160      ,16.139      ,16.105      ,0.034       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.267107     ,0.000       ,0.000       ,0.000       ,16.150      ,16.140      ,16.105      ,0.035       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.277324     ,0.000       ,0.000       ,0.000       ,16.150      ,16.140      ,16.105      ,0.036       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.287090     ,0.000       ,0.000       ,0.000       ,16.150      ,16.142      ,16.105      ,0.037       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
18:26:41.297537     ,0.000       ,0.000       ,0.000       ,16.150      ,16.143      ,16.105      ,0.039       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.16866       ,3120          ,274.219         ,0.000         ,-0.000              ,0.000               ,34514.234       ,0.00000           ,0.00000               ,0.000         ,0.000         
