Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:01:59.432426     ,0.878       ,0.880       ,19.340      ,14.550      ,14.561      ,14.561      ,0.000       ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.56110      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.000         ,-0.001        
17:01:59.454577     ,0.878       ,0.880       ,19.340      ,14.560      ,14.561      ,14.561      ,-0.000      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.56110      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.000         ,0.010         
17:01:59.472877     ,0.878       ,0.880       ,19.340      ,14.550      ,14.561      ,14.561      ,-0.000      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.56080      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.000         ,-0.003        
17:01:59.483978     ,0.878       ,0.880       ,19.340      ,14.550      ,14.560      ,14.561      ,-0.000      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.56080      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.000         ,-0.001        
17:01:59.504593     ,0.878       ,0.880       ,19.356      ,14.550      ,14.560      ,14.561      ,-0.000      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.56040      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.230         ,5.230         ,0.000         ,0.000         
17:01:59.523244     ,0.878       ,0.880       ,19.356      ,14.560      ,14.560      ,14.561      ,-0.000      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.56030      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.230         ,5.230         ,0.000         ,0.011         
17:01:59.541224     ,0.878       ,0.880       ,19.356      ,14.550      ,14.560      ,14.561      ,-0.001      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.56000      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.230         ,5.230         ,0.000         ,0.000         
17:01:59.553147     ,0.878       ,0.880       ,19.356      ,14.550      ,14.560      ,14.560      ,-0.001      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.55970      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.240         ,5.240         ,0.000         ,0.001         
17:01:59.569221     ,0.878       ,0.880       ,19.356      ,14.550      ,14.560      ,14.560      ,-0.001      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.55960      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.240         ,5.240         ,0.000         ,-0.001        
17:01:59.581192     ,0.878       ,0.880       ,19.356      ,14.550      ,14.559      ,14.560      ,-0.001      ,500.000     ,1.000          ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,14.55950      ,7             ,0.000           ,0.615         ,0.000               ,-0.000              ,-0.000          ,24942.92578       ,0.00000               ,0.000         ,5.240         ,5.240         ,0.000         ,-0.003        
