Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
15:35:32.492970     ,0.881       ,0.880       ,20.781      ,15.630      ,15.630      ,15.590      ,-0.020      ,0.038       ,0.000          ,0.000       ,-1.227      ,0.000       ,0.084       ,880.000     ,0.000       ,-0.020      ,15.57000      ,2147482447    ,-0.002          ,254.443       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.084         ,0.065         
15:35:32.493774     ,0.881       ,0.880       ,20.781      ,15.570      ,15.570      ,15.590      ,-0.020      ,0.038       ,0.000          ,0.000       ,-1.227      ,0.000       ,0.084       ,880.000     ,0.000       ,-0.020      ,15.57000      ,2147482447    ,-0.002          ,254.443       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.084         ,0.070         
15:35:32.503769     ,0.881       ,0.880       ,20.781      ,15.570      ,15.570      ,15.590      ,-0.020      ,0.029       ,0.000          ,0.000       ,-0.983      ,0.000       ,0.094       ,880.000     ,0.000       ,-0.020      ,15.57000      ,2147482447    ,-0.002          ,254.443       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.094         ,0.091         
15:35:32.513759     ,0.881       ,0.880       ,20.781      ,15.430      ,15.430      ,15.590      ,-0.160      ,-0.029      ,0.000          ,0.000       ,-3.056      ,0.000       ,0.084       ,880.000     ,0.000       ,-0.160      ,15.43000      ,2147482447    ,-0.002          ,254.443       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.084         ,0.083         
15:35:32.523734     ,0.881       ,0.880       ,20.781      ,15.200      ,15.200      ,15.590      ,-0.390      ,-0.136      ,0.000          ,0.000       ,-6.614      ,0.000       ,0.074       ,880.000     ,0.000       ,-0.390      ,15.20000      ,2147482447    ,-0.002          ,254.443       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.074         ,0.071         
15:35:32.533757     ,0.881       ,0.880       ,20.781      ,15.090      ,15.090      ,15.590      ,-0.500      ,-0.216      ,0.000          ,0.000       ,-7.335      ,0.000       ,0.064       ,880.000     ,0.000       ,-0.500      ,15.09000      ,2147482447    ,-0.002          ,254.443       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.064         ,0.061         
15:35:32.543741     ,0.881       ,0.880       ,20.781      ,14.980      ,14.980      ,15.590      ,-0.610      ,-0.301      ,0.000          ,0.000       ,-7.961      ,0.000       ,0.054       ,880.000     ,0.000       ,-0.610      ,14.98000      ,2147482447    ,-0.002          ,254.443       ,0.000               ,-0.000              ,0.002           ,25447.56250       ,0.00000               ,-0.001        ,5.630         ,5.630         ,0.054         ,0.062         
15:35:32.553743     ,0.881       ,0.880       ,20.781      ,15.000      ,15.000      ,15.590      ,-0.590      ,-0.343      ,0.000          ,0.000       ,-6.381      ,0.000       ,0.044       ,880.000     ,0.000       ,-0.590      ,15.00000      ,2147482446    ,-0.003          ,254.355       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00768               ,-0.000        ,5.630         ,5.630         ,0.044         ,0.042         
15:35:32.563769     ,0.881       ,0.880       ,20.781      ,14.870      ,14.870      ,15.590      ,-0.720      ,-0.430      ,0.000          ,0.000       ,-7.504      ,0.000       ,0.034       ,880.000     ,0.000       ,-0.720      ,14.87000      ,2147482445    ,-0.003          ,254.268       ,0.000               ,-0.000              ,0.001           ,25447.56250       ,0.00767               ,-0.000        ,5.640         ,5.640         ,0.034         ,0.033         
15:35:32.583733     ,0.881       ,0.880       ,20.781      ,14.790      ,14.790      ,15.590      ,-0.800      ,-0.554      ,0.000          ,0.000       ,-6.362      ,0.000       ,0.014       ,880.000     ,0.000       ,-0.800      ,14.79000      ,2147482441    ,-0.003          ,253.916       ,-0.400              ,0.001               ,-0.002          ,25447.56055       ,0.01535               ,0.001         ,5.640         ,5.640         ,0.014         ,0.023         
15:35:32.597156     ,0.879       ,0.880       ,20.797      ,14.900      ,14.900      ,15.590      ,-0.690      ,-0.554      ,0.000          ,0.000       ,-3.601      ,0.000       ,0.004       ,880.000     ,0.000       ,-0.690      ,14.90000      ,2147482438    ,-0.003          ,253.652       ,-0.800              ,0.003               ,-0.005          ,25447.55859       ,0.02301               ,0.002         ,5.640         ,5.640         ,0.004         ,0.015         
15:35:32.603851     ,0.879       ,0.880       ,20.797      ,14.920      ,14.920      ,15.590      ,-0.670      ,-0.569      ,0.000          ,0.000       ,-2.754      ,0.000       ,-0.006      ,880.000     ,0.000       ,-0.670      ,14.92000      ,2147482435    ,-0.003          ,253.389       ,-1.400              ,0.005               ,-0.009          ,25447.55664       ,0.02301               ,0.003         ,5.640         ,5.640         ,-0.006        ,0.001         
15:35:32.613731     ,0.879       ,0.880       ,20.797      ,14.890      ,14.890      ,15.590      ,-0.700      ,-0.596      ,0.000          ,0.000       ,-2.839      ,0.000       ,-0.016      ,880.000     ,0.000       ,-0.700      ,14.89000      ,2147482431    ,-0.004          ,253.037       ,-1.800              ,0.006               ,-0.013          ,25447.55469       ,0.03069               ,0.004         ,5.650         ,5.650         ,-0.016        ,0.000         
15:35:32.623784     ,0.879       ,0.880       ,20.797      ,14.920      ,14.920      ,15.590      ,-0.670      ,-0.601      ,0.000          ,0.000       ,-1.930      ,0.000       ,-0.026      ,880.000     ,0.000       ,-0.670      ,14.92000      ,2147482426    ,-0.004          ,252.598       ,-2.400              ,0.008               ,-0.018          ,25447.55273       ,0.03835               ,0.006         ,5.650         ,5.650         ,-0.026        ,-0.014        
15:35:32.633790     ,0.879       ,0.880       ,20.797      ,14.970      ,14.970      ,15.590      ,-0.620      ,-0.594      ,0.000          ,0.000       ,-0.853      ,0.000       ,-0.036      ,880.000     ,0.000       ,-0.620      ,14.97000      ,2147482421    ,-0.004          ,252.158       ,-2.800              ,0.010               ,-0.024          ,25447.55273       ,0.03831               ,0.008         ,5.650         ,5.650         ,-0.036        ,-0.025        
15:35:32.643720     ,0.879       ,0.880       ,20.797      ,15.000      ,15.000      ,15.590      ,-0.590      ,-0.588      ,0.000          ,0.000       ,-0.276      ,0.000       ,-0.046      ,880.000     ,0.000       ,-0.590      ,15.00000      ,2147482415    ,-0.005          ,251.631       ,-3.400              ,0.012               ,-0.032          ,25447.54883       ,0.04591               ,0.011         ,5.650         ,5.650         ,-0.046        ,-0.037        
15:35:32.653750     ,0.879       ,0.880       ,20.797      ,15.000      ,15.000      ,15.590      ,-0.590      ,-0.588      ,0.000          ,0.000       ,-0.274      ,0.000       ,-0.056      ,880.000     ,0.000       ,-0.590      ,15.00000      ,2147482408    ,-0.005          ,251.016       ,-4.200              ,0.015               ,-0.040          ,25447.54688       ,0.05387               ,0.013         ,5.650         ,5.650         ,-0.056        ,-0.044        
15:35:32.663733     ,0.879       ,0.880       ,20.797      ,15.090      ,15.090      ,15.590      ,-0.500      ,-0.556      ,0.000          ,0.000       ,1.190       ,0.000       ,-0.066      ,880.000     ,0.000       ,-0.500      ,15.09000      ,2147482401    ,-0.006          ,250.400       ,-5.200              ,0.018               ,-0.049          ,25447.54492       ,0.05368               ,0.016         ,5.650         ,5.650         ,-0.066        ,-0.067        
15:35:32.673729     ,0.879       ,0.880       ,20.797      ,15.210      ,15.210      ,15.590      ,-0.380      ,-0.504      ,0.000          ,0.000       ,2.891       ,0.000       ,-0.076      ,880.000     ,0.000       ,-0.380      ,15.21000      ,2147482393    ,-0.007          ,249.697       ,-6.200              ,0.022               ,-0.059          ,25447.54102       ,0.06138               ,0.020         ,5.650         ,5.650         ,-0.076        ,-0.067        
