Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
08:42:27.283797     ,0.000       ,0.000       ,0.000       ,14.250      ,14.250      ,14.250      ,0.000       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
08:42:27.294257     ,0.000       ,0.000       ,0.000       ,14.250      ,14.250      ,14.250      ,0.000       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
08:42:27.303741     ,0.000       ,0.000       ,0.000       ,14.250      ,14.250      ,14.250      ,0.000       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
08:42:27.314181     ,0.000       ,0.000       ,0.000       ,14.240      ,14.240      ,14.247      ,-0.007      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
08:42:27.323804     ,0.000       ,0.000       ,0.000       ,14.240      ,14.240      ,14.246      ,-0.006      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
08:42:27.334111     ,0.000       ,0.000       ,0.000       ,14.250      ,14.250      ,14.247      ,0.003       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
08:42:27.347170     ,0.000       ,0.000       ,0.000       ,14.240      ,14.240      ,14.246      ,-0.006      ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
08:42:27.354236     ,0.000       ,0.000       ,0.000       ,14.250      ,14.250      ,14.246      ,0.004       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
08:42:27.364892     ,0.000       ,0.000       ,0.000       ,14.250      ,14.250      ,14.247      ,0.003       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
08:42:27.374255     ,0.000       ,0.000       ,0.000       ,14.250      ,14.250      ,14.247      ,0.003       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,554           ,0.043           ,48.691        ,0.000               ,-0.000              ,0.000           ,25541.24805       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
