Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
14:06:55.281587     ,0.878       ,0.880       ,19.406      ,14.130      ,14.130      ,14.103      ,0.027       ,0.002       ,0.002          ,0.009       ,-0.019      ,-0.000      ,-0.017      ,880.000     ,0.000       ,0.027       ,14.13000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.001          ,25163.65430       ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.017        ,-0.018        
14:06:55.298231     ,0.878       ,0.880       ,19.406      ,14.150      ,14.150      ,14.103      ,0.047       ,0.006       ,0.006          ,0.016       ,-0.018      ,0.000       ,-0.013      ,880.000     ,0.000       ,0.047       ,14.15000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,-0.013        ,-0.018        
14:06:55.298286     ,0.878       ,0.880       ,19.406      ,14.150      ,14.150      ,14.103      ,0.047       ,0.006       ,0.006          ,0.016       ,-0.018      ,0.000       ,-0.013      ,880.000     ,0.000       ,0.047       ,14.15000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,-0.013        ,-0.018        
14:06:55.309241     ,0.878       ,0.880       ,19.406      ,14.130      ,14.130      ,14.103      ,0.047       ,0.009       ,0.009          ,0.016       ,-0.018      ,-0.000      ,-0.009      ,880.000     ,0.000       ,0.047       ,14.15000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,-0.009        ,-0.008        
14:06:55.318383     ,0.878       ,0.880       ,19.406      ,14.120      ,14.120      ,14.103      ,0.027       ,0.009       ,0.009          ,0.009       ,-0.017      ,-0.000      ,-0.008      ,880.000     ,0.000       ,0.027       ,14.13000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,-0.008        ,-0.008        
14:06:55.329282     ,0.878       ,0.880       ,19.406      ,14.130      ,14.130      ,14.103      ,0.017       ,0.008       ,0.008          ,0.006       ,-0.017      ,0.000       ,-0.009      ,880.000     ,0.000       ,0.017       ,14.12000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,-0.009        ,-0.009        
14:06:55.338235     ,0.878       ,0.880       ,19.406      ,14.150      ,14.150      ,14.103      ,0.027       ,0.008       ,0.008          ,0.009       ,-0.017      ,0.000       ,-0.008      ,880.000     ,0.000       ,0.027       ,14.13000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,-0.008        ,-0.005        
14:06:55.348065     ,0.878       ,0.880       ,19.406      ,14.200      ,14.200      ,14.103      ,0.047       ,0.010       ,0.010          ,0.016       ,-0.016      ,0.000       ,-0.005      ,880.000     ,0.000       ,0.047       ,14.15000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,-0.005        ,-0.008        
14:06:55.358165     ,0.878       ,0.880       ,19.406      ,14.210      ,14.210      ,14.103      ,0.097       ,0.017       ,0.017          ,0.032       ,-0.014      ,0.000       ,0.003       ,880.000     ,0.000       ,0.097       ,14.20000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.002          ,25163.65430       ,0.00000               ,0.001         ,0.000         ,0.000         ,0.003         ,-0.001        
14:06:55.371220     ,0.878       ,0.880       ,19.406      ,14.190      ,14.190      ,14.103      ,0.087       ,0.025       ,0.025          ,0.029       ,-0.011      ,-0.000      ,0.014       ,880.000     ,0.000       ,0.087       ,14.19000      ,46            ,0.003           ,4.043         ,0.000               ,-0.000              ,-0.001          ,25163.65625       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.014         ,0.006         
14:06:55.381685     ,0.881       ,0.880       ,19.422      ,14.160      ,14.160      ,14.103      ,0.057       ,0.023       ,0.023          ,0.019       ,-0.010      ,-0.000      ,0.013       ,880.000     ,0.000       ,0.057       ,14.16000      ,47            ,0.003           ,4.131         ,0.000               ,-0.000              ,-0.001          ,25163.65625       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.013         ,0.009         
14:06:55.388192     ,0.881       ,0.880       ,19.422      ,14.100      ,14.100      ,14.103      ,0.057       ,0.023       ,0.023          ,0.019       ,-0.010      ,-0.000      ,0.013       ,880.000     ,0.000       ,0.057       ,14.16000      ,47            ,0.003           ,4.131         ,0.000               ,-0.000              ,-0.001          ,25163.65625       ,-0.00768              ,0.000         ,0.000         ,0.000         ,0.013         ,0.009         
14:06:55.399095     ,0.881       ,0.880       ,19.422      ,14.140      ,14.140      ,14.103      ,-0.003      ,0.016       ,0.016          ,-0.001      ,-0.010      ,-0.000      ,0.006       ,880.000     ,0.000       ,-0.003      ,14.10000      ,48            ,0.003           ,4.219         ,0.000               ,-0.000              ,-0.000          ,25163.65625       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.006         ,0.004         
14:06:55.408171     ,0.881       ,0.880       ,19.422      ,14.250      ,14.250      ,14.103      ,0.037       ,0.015       ,0.015          ,0.012       ,-0.009      ,0.000       ,0.005       ,880.000     ,0.000       ,0.037       ,14.14000      ,49            ,0.003           ,4.307         ,0.000               ,-0.000              ,0.000           ,25163.65625       ,-0.00767              ,-0.000        ,0.000         ,0.000         ,0.005         ,0.005         
14:06:55.418392     ,0.881       ,0.880       ,19.422      ,14.260      ,14.260      ,14.103      ,0.147       ,0.025       ,0.025          ,0.049       ,-0.007      ,0.000       ,0.015       ,880.000     ,0.000       ,0.147       ,14.25000      ,49            ,0.003           ,4.307         ,0.000               ,-0.000              ,0.001           ,25163.65625       ,-0.00766              ,-0.000        ,0.000         ,0.000         ,0.015         ,0.013         
14:06:55.429285     ,0.881       ,0.880       ,19.422      ,14.300      ,14.300      ,14.103      ,0.157       ,0.066       ,0.033          ,0.052       ,-0.004      ,-0.000      ,0.025       ,880.000     ,0.000       ,0.157       ,14.26000      ,50            ,0.003           ,4.395         ,0.000               ,-0.000              ,0.002           ,25163.65625       ,0.00000               ,-0.001        ,0.000         ,0.000         ,0.025         ,0.022         
14:06:55.439181     ,0.881       ,0.880       ,19.422      ,14.310      ,14.310      ,14.103      ,0.207       ,0.101       ,0.051          ,0.069       ,0.002       ,-0.000      ,0.045       ,880.000     ,0.000       ,0.207       ,14.31000      ,51            ,0.003           ,4.482         ,0.400               ,-0.001              ,0.005           ,25163.65820       ,-0.00768              ,-0.002        ,0.000         ,0.000         ,0.045         ,0.032         
14:06:55.448065     ,0.881       ,0.880       ,19.422      ,14.200      ,14.200      ,14.103      ,0.207       ,0.101       ,0.051          ,0.069       ,0.002       ,-0.000      ,0.045       ,880.000     ,0.000       ,0.207       ,14.31000      ,52            ,0.003           ,4.570         ,0.800               ,-0.003              ,0.005           ,25163.65820       ,-0.00768              ,-0.002        ,0.000         ,0.000         ,0.045         ,0.043         
14:06:55.458362     ,0.881       ,0.880       ,19.422      ,14.180      ,14.180      ,14.103      ,0.097       ,0.045       ,0.045          ,0.032       ,0.004       ,-0.000      ,0.049       ,880.000     ,0.000       ,0.097       ,14.20000      ,54            ,0.003           ,4.746         ,1.000               ,-0.003              ,0.006           ,25163.65820       ,-0.00768              ,-0.002        ,0.000         ,0.000         ,0.049         ,0.050         
