Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:42:56.332494     ,0.000       ,0.000       ,5.240       ,5.288       ,0.000       ,0.00130       ,540           ,47.461          ,1.000         ,-0.003              ,-0.004              ,-3787.662       ,-0.00587          ,-0.00447              
08:42:56.350424     ,0.000       ,0.000       ,5.240       ,5.288       ,0.005       ,0.00138       ,541           ,47.549          ,0.000         ,-0.000              ,0.100               ,-3787.664       ,-0.00216          ,-0.00498              
08:42:56.377412     ,0.000       ,0.000       ,5.240       ,5.288       ,0.005       ,0.00146       ,542           ,47.637          ,-2.000        ,0.007               ,0.100               ,-3787.671       ,-0.00216          ,-0.00498              
08:42:56.395306     ,0.000       ,0.000       ,5.240       ,5.288       ,0.005       ,0.00146       ,542           ,47.637          ,-4.000        ,0.014               ,0.100               ,-3787.676       ,-0.00216          ,-0.00498              
08:42:56.413096     ,0.000       ,0.000       ,5.240       ,5.288       ,0.005       ,0.00146       ,542           ,47.637          ,-6.000        ,0.021               ,0.100               ,-3787.678       ,-0.00216          ,-0.00498              
08:42:56.430819     ,0.000       ,0.000       ,5.240       ,5.288       ,0.005       ,0.00130       ,540           ,47.461          ,-8.000        ,0.028               ,0.100               ,-3787.684       ,-0.00216          ,-0.00498              
08:42:56.448733     ,0.000       ,0.000       ,5.240       ,5.288       ,0.005       ,0.00123       ,539           ,47.373          ,-10.000       ,0.035               ,0.100               ,-3787.692       ,-0.00216          ,-0.00498              
08:42:56.475193     ,0.000       ,0.000       ,5.330       ,5.288       ,0.010       ,0.00092       ,535           ,47.021          ,-13.000       ,0.045               ,0.100               ,-3787.705       ,-0.00039          ,-0.00423              
08:42:56.492981     ,0.000       ,0.000       ,5.330       ,5.288       ,0.010       ,0.00069       ,532           ,46.758          ,-15.000       ,0.052               ,0.100               ,-3787.710       ,-0.00039          ,-0.00423              
08:42:56.510848     ,0.000       ,0.000       ,5.330       ,5.288       ,0.010       ,0.00038       ,528           ,46.406          ,-17.000       ,0.059               ,0.100               ,-3787.719       ,-0.00039          ,-0.00423              
08:42:56.528745     ,0.000       ,0.000       ,5.330       ,5.288       ,0.010       ,0.00000       ,523           ,45.967          ,-19.000       ,0.066               ,0.100               ,-3787.728       ,-0.00039          ,-0.00423              
