Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
16:07:20.202334     ,0.881       ,0.880       ,20.355      ,15.740      ,15.740      ,15.720      ,0.020       ,500.000     ,1.000          ,-10.513     ,0.021       ,0.054       ,-0.010      ,880.000     ,0.000       ,0.020       ,15.74000      ,6981          ,-0.008          ,253.564       ,0.000               ,-0.000              ,-0.003          ,25048.29688       ,0.00000               ,0.001         ,5.640         ,5.640         ,-0.010        ,-0.020        
16:07:20.212329     ,0.881       ,0.880       ,20.355      ,15.710      ,15.710      ,15.720      ,-0.010      ,500.000     ,1.000          ,-1.175      ,0.002       ,-0.620      ,0.000       ,880.000     ,0.000       ,-0.010      ,15.71000      ,6981          ,-0.008          ,253.564       ,0.000               ,-0.000              ,-0.003          ,25048.29688       ,0.00000               ,0.001         ,5.640         ,5.640         ,0.000         ,-0.010        
16:07:20.222332     ,0.881       ,0.880       ,20.355      ,15.660      ,15.660      ,15.720      ,-0.060      ,500.000     ,1.000          ,16.165      ,-0.032      ,-1.665      ,-0.010      ,880.000     ,0.000       ,-0.060      ,15.66000      ,6980          ,-0.008          ,253.477       ,0.000               ,-0.000              ,-0.004          ,25048.29688       ,0.00767               ,0.001         ,5.640         ,5.640         ,-0.010        ,0.000         
16:07:20.241302     ,0.881       ,0.880       ,20.355      ,15.590      ,15.590      ,15.720      ,-0.130      ,500.000     ,1.000          ,43.091      ,-0.086      ,-3.248      ,-0.020      ,880.000     ,0.000       ,-0.130      ,15.59000      ,6980          ,-0.008          ,253.477       ,0.000               ,-0.000              ,-0.004          ,25048.29688       ,0.00000               ,0.001         ,5.650         ,5.650         ,-0.020        ,-0.018        
16:07:20.242338     ,0.881       ,0.880       ,20.355      ,15.590      ,15.590      ,15.720      ,-0.130      ,500.000     ,1.000          ,48.036      ,-0.096      ,-2.439      ,-0.030      ,880.000     ,0.000       ,-0.130      ,15.59000      ,6980          ,-0.008          ,253.477       ,0.000               ,-0.000              ,-0.004          ,25048.29688       ,0.00000               ,0.001         ,5.650         ,5.650         ,-0.030        ,-0.018        
16:07:20.264387     ,0.879       ,0.880       ,20.339      ,15.710      ,15.710      ,15.720      ,-0.010      ,500.000     ,1.000          ,13.919      ,-0.028      ,1.016       ,-0.050      ,880.000     ,0.000       ,-0.010      ,15.71000      ,6980          ,-0.008          ,253.477       ,0.000               ,-0.000              ,-0.004          ,25048.29688       ,0.00000               ,0.001         ,5.650         ,5.650         ,-0.050        ,-0.050        
16:07:20.271083     ,0.879       ,0.880       ,20.339      ,15.740      ,15.740      ,15.720      ,-0.010      ,500.000     ,1.000          ,13.919      ,-0.028      ,1.016       ,-0.050      ,880.000     ,0.000       ,-0.010      ,15.71000      ,6980          ,-0.008          ,253.477       ,0.000               ,-0.000              ,-0.004          ,25048.29688       ,0.00000               ,0.001         ,5.650         ,5.650         ,-0.050        ,-0.050        
16:07:20.280922     ,0.879       ,0.880       ,20.339      ,15.770      ,15.770      ,15.720      ,0.050       ,500.000     ,1.000          ,-7.276      ,0.015       ,2.211       ,-0.040      ,880.000     ,0.000       ,0.050       ,15.77000      ,6980          ,-0.008          ,253.477       ,0.000               ,-0.000              ,-0.004          ,25048.29688       ,0.00000               ,0.001         ,5.650         ,5.650         ,-0.040        ,-0.051        
16:07:20.291219     ,0.879       ,0.880       ,20.339      ,15.890      ,15.890      ,15.720      ,0.170       ,500.000     ,1.500          ,-76.709     ,0.102       ,4.930       ,-0.030      ,880.000     ,0.000       ,0.170       ,15.89000      ,6979          ,-0.008          ,253.389       ,0.000               ,-0.000              ,-0.005          ,25048.29688       ,0.00767               ,0.002         ,5.650         ,5.650         ,-0.030        ,-0.039        
16:07:20.302226     ,0.879       ,0.880       ,20.339      ,15.860      ,15.860      ,15.720      ,0.140       ,500.000     ,1.000          ,-49.172     ,0.098       ,2.895       ,-0.020      ,880.000     ,0.000       ,0.140       ,15.86000      ,6979          ,-0.008          ,253.389       ,0.000               ,-0.000              ,-0.005          ,25048.29688       ,0.00000               ,0.002         ,5.650         ,5.650         ,-0.020        ,-0.032        
