Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
14:58:36.202490     ,0.051       ,0.044       ,0.836       ,20.920      ,20.924      ,20.956      ,-0.032      ,-0.282      ,-5.595      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.222495     ,0.049       ,0.044       ,0.853       ,20.930      ,20.931      ,20.956      ,-0.026      ,-0.291      ,-5.708      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.242486     ,0.049       ,0.044       ,0.853       ,20.930      ,20.926      ,20.956      ,-0.030      ,-0.288      ,-5.824      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.262494     ,0.049       ,0.044       ,0.836       ,20.930      ,20.929      ,20.956      ,-0.027      ,-0.286      ,-5.939      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.282493     ,0.049       ,0.044       ,0.836       ,20.920      ,20.924      ,20.956      ,-0.032      ,-0.283      ,-6.053      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.302480     ,0.049       ,0.043       ,0.836       ,20.930      ,20.932      ,20.956      ,-0.024      ,-0.284      ,-6.167      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.322487     ,0.051       ,0.043       ,0.836       ,20.930      ,20.926      ,20.956      ,-0.030      ,-0.278      ,-6.280      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.342480     ,0.051       ,0.043       ,0.836       ,20.930      ,20.928      ,20.956      ,-0.028      ,-0.283      ,-6.391      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.362493     ,0.051       ,0.043       ,0.836       ,20.930      ,20.931      ,20.956      ,-0.025      ,-0.282      ,-6.504      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
14:58:36.382484     ,0.047       ,0.043       ,0.836       ,20.930      ,20.931      ,20.956      ,-0.025      ,-0.280      ,-6.617      ,0.00000       ,2147483390    ,337.324         ,0.000         ,-0.000              ,0.000               ,-1643.819       ,0.00000           ,0.00000               
